Orthogroup	Arachis_hypogaea	Brassica_napus	Capsicum_anuum	Prunus_persica	Solanum_lycopersicum
OG0034571	arahy.Tifrunner.gnm1.ann1.Y4RU6H.1				
OG0034572	arahy.Tifrunner.gnm1.ann1.8D549Y.4				
OG0034573	arahy.Tifrunner.gnm1.ann1.CY2FVU.1				
OG0034574	arahy.Tifrunner.gnm1.ann1.UZA2FB.1				
OG0034575	arahy.Tifrunner.gnm1.ann1.LG575R.1				
OG0034576	arahy.Tifrunner.gnm1.ann1.96Z6KH.1				
OG0034577	arahy.Tifrunner.gnm1.ann1.V45M1M.1				
OG0034578	arahy.Tifrunner.gnm1.ann1.GHTC3Q.1				
OG0034579	arahy.Tifrunner.gnm1.ann1.WA1G5B.1				
OG0034580	arahy.Tifrunner.gnm1.ann1.7NK30A.1				
OG0034581	arahy.Tifrunner.gnm1.ann1.S8VLW1.1				
OG0034582	arahy.Tifrunner.gnm1.ann1.LQ1KJQ.1				
OG0034583	arahy.Tifrunner.gnm1.ann1.F916KL.1				
OG0034584	arahy.Tifrunner.gnm1.ann1.T2GQFR.1				
OG0034585	arahy.Tifrunner.gnm1.ann1.YR517W.1				
OG0034586	arahy.Tifrunner.gnm1.ann1.ILLM6B.1				
OG0034587	arahy.Tifrunner.gnm1.ann1.DH627J.1				
OG0034588	arahy.Tifrunner.gnm1.ann1.APYT7R.1				
OG0034589	arahy.Tifrunner.gnm1.ann1.D439DA.1				
OG0034590	arahy.Tifrunner.gnm1.ann1.F2JX6Z.1				
OG0034591	arahy.Tifrunner.gnm1.ann1.0ZWX0D.1				
OG0034592	arahy.Tifrunner.gnm1.ann1.947MRR.1				
OG0034593	arahy.Tifrunner.gnm1.ann1.5QMN4V.1				
OG0034594	arahy.Tifrunner.gnm1.ann1.TMFM41.1				
OG0034595	arahy.Tifrunner.gnm1.ann1.BEKX67.1				
OG0034596	arahy.Tifrunner.gnm1.ann1.K2JRUN.1				
OG0034597	arahy.Tifrunner.gnm1.ann1.J6MIXF.1				
OG0034598	arahy.Tifrunner.gnm1.ann1.RM5HHX.1				
OG0034599	arahy.Tifrunner.gnm1.ann1.R1AWTS.1				
OG0034600	arahy.Tifrunner.gnm1.ann1.ANN03E.1				
OG0034601	arahy.Tifrunner.gnm1.ann1.VEA7DZ.1				
OG0034602	arahy.Tifrunner.gnm1.ann1.ABV5WU.1				
OG0034603	arahy.Tifrunner.gnm1.ann1.7N04NM.1				
OG0034604	arahy.Tifrunner.gnm1.ann1.9X5JNZ.1				
OG0034605	arahy.Tifrunner.gnm1.ann1.N9CZ0Q.1				
OG0034606	arahy.Tifrunner.gnm1.ann1.1ZLG1P.1				
OG0034607	arahy.Tifrunner.gnm1.ann1.4542IJ.1				
OG0034608	arahy.Tifrunner.gnm1.ann1.JSZB3T.1				
OG0034609	arahy.Tifrunner.gnm1.ann1.Q04ZTS.1				
OG0034610	arahy.Tifrunner.gnm1.ann1.NSE7WD.1				
OG0034611	arahy.Tifrunner.gnm1.ann1.L7UR79.1				
OG0034612	arahy.Tifrunner.gnm1.ann1.DB68WI.1				
OG0034613	arahy.Tifrunner.gnm1.ann1.YH23E2.1				
OG0034614	arahy.Tifrunner.gnm1.ann1.LRIZ0D.1				
OG0034615	arahy.Tifrunner.gnm1.ann1.ARB3KQ.1				
OG0034616	arahy.Tifrunner.gnm1.ann1.678ZZJ.2				
OG0034617	arahy.Tifrunner.gnm1.ann1.F8KNAT.1				
OG0034618	arahy.Tifrunner.gnm1.ann1.P1JE42.1				
OG0034619	arahy.Tifrunner.gnm1.ann1.CGL9LR.1				
OG0034620	arahy.Tifrunner.gnm1.ann1.Z25D6L.1				
OG0034621	arahy.Tifrunner.gnm1.ann1.U403YS.1				
OG0034622	arahy.Tifrunner.gnm1.ann1.9B5H7D.1				
OG0034623	arahy.Tifrunner.gnm1.ann1.KW4HEV.1				
OG0034624	arahy.Tifrunner.gnm1.ann1.Y85K9F.1				
OG0034625	arahy.Tifrunner.gnm1.ann1.ZVG5GW.1				
OG0034626	arahy.Tifrunner.gnm1.ann1.B0MA7N.1				
OG0034627	arahy.Tifrunner.gnm1.ann1.LN6ZIR.1				
OG0034628	arahy.Tifrunner.gnm1.ann1.GJWF4Z.1				
OG0034629	arahy.Tifrunner.gnm1.ann1.952IHN.1				
OG0034630	arahy.Tifrunner.gnm1.ann1.69QNC3.1				
OG0034631	arahy.Tifrunner.gnm1.ann1.ZMD1K9.1				
OG0034632	arahy.Tifrunner.gnm1.ann1.TFC15A.1				
OG0034633	arahy.Tifrunner.gnm1.ann1.MNNY4U.1				
OG0034634	arahy.Tifrunner.gnm1.ann1.HFH99N.2				
OG0034635	arahy.Tifrunner.gnm1.ann1.83RLU7.1				
OG0034636	arahy.Tifrunner.gnm1.ann1.1N2067.1				
OG0034637	arahy.Tifrunner.gnm1.ann1.E350C9.1				
OG0034638	arahy.Tifrunner.gnm1.ann1.3N3JU3.1				
OG0034639	arahy.Tifrunner.gnm1.ann1.F19KU9.1				
OG0034640	arahy.Tifrunner.gnm1.ann1.BP50A3.1				
OG0034641	arahy.Tifrunner.gnm1.ann1.EQ1NCV.1				
OG0034642	arahy.Tifrunner.gnm1.ann1.21PEZK.1				
OG0034643	arahy.Tifrunner.gnm1.ann1.CG85IA.1				
OG0034644	arahy.Tifrunner.gnm1.ann1.DXZI51.1				
OG0034645	arahy.Tifrunner.gnm1.ann1.KE7E1X.1				
OG0034646	arahy.Tifrunner.gnm1.ann1.2U03EG.1				
OG0034647	arahy.Tifrunner.gnm1.ann1.6FT4NE.1				
OG0034648	arahy.Tifrunner.gnm1.ann1.VLW060.1				
OG0034649	arahy.Tifrunner.gnm1.ann1.PCKC0J.1				
OG0034650	arahy.Tifrunner.gnm1.ann1.U5JLJC.1				
OG0034651	arahy.Tifrunner.gnm1.ann1.NU84BI.1				
OG0034652	arahy.Tifrunner.gnm1.ann1.ME76GR.1				
OG0034653	arahy.Tifrunner.gnm1.ann1.8U5Y3Q.1				
OG0034654	arahy.Tifrunner.gnm1.ann1.SSUF8X.1				
OG0034655	arahy.Tifrunner.gnm1.ann1.RH5LET.1				
OG0034656	arahy.Tifrunner.gnm1.ann1.6IA1BR.1				
OG0034657	arahy.Tifrunner.gnm1.ann1.0XQ7UR.1				
OG0034658	arahy.Tifrunner.gnm1.ann1.E3SS24.1				
OG0034659	arahy.Tifrunner.gnm1.ann1.DN6W1I.1				
OG0034660	arahy.Tifrunner.gnm1.ann1.V91S6Z.3				
OG0034661	arahy.Tifrunner.gnm1.ann1.U9MC6R.1				
OG0034662	arahy.Tifrunner.gnm1.ann1.GYHR0X.1				
OG0034663	arahy.Tifrunner.gnm1.ann1.TXXP6C.1				
OG0034664	arahy.Tifrunner.gnm1.ann1.MTW2QA.1				
OG0034665	arahy.Tifrunner.gnm1.ann1.FI1QHS.1				
OG0034666	arahy.Tifrunner.gnm1.ann1.05TCFP.1				
OG0034667	arahy.Tifrunner.gnm1.ann1.PN1EVZ.1				
OG0034668	arahy.Tifrunner.gnm1.ann1.E10CYF.1				
OG0034669	arahy.Tifrunner.gnm1.ann1.P2JEIV.1				
OG0034670	arahy.Tifrunner.gnm1.ann1.AQ1FTN.1				
OG0034671	arahy.Tifrunner.gnm1.ann1.M1LVA5.1				
OG0034672	arahy.Tifrunner.gnm1.ann1.XJN4MJ.1				
OG0034673	arahy.Tifrunner.gnm1.ann1.FJF7PC.1				
OG0034674	arahy.Tifrunner.gnm1.ann1.XQA4CG.1				
OG0034675	arahy.Tifrunner.gnm1.ann1.1WY19I.1				
OG0034676	arahy.Tifrunner.gnm1.ann1.JJ9PEA.2				
OG0034677	arahy.Tifrunner.gnm1.ann1.V5GRUW.1				
OG0034678	arahy.Tifrunner.gnm1.ann1.A2RBW2.1				
OG0034679	arahy.Tifrunner.gnm1.ann1.NBDM2Y.1				
OG0034680	arahy.Tifrunner.gnm1.ann1.5Q6UX6.1				
OG0034681	arahy.Tifrunner.gnm1.ann1.GE9GZG.1				
OG0034682	arahy.Tifrunner.gnm1.ann1.3SIW0K.1				
OG0034683	arahy.Tifrunner.gnm1.ann1.8PSF1Y.1				
OG0034684	arahy.Tifrunner.gnm1.ann1.0WG7ZM.1				
OG0034685	arahy.Tifrunner.gnm1.ann1.J1UBKH.1				
OG0034686	arahy.Tifrunner.gnm1.ann1.TN0X2D.1				
OG0034687	arahy.Tifrunner.gnm1.ann1.ME4YGD.1				
OG0034688	arahy.Tifrunner.gnm1.ann1.6C29FD.2				
OG0034689	arahy.Tifrunner.gnm1.ann1.GV9JXL.1				
OG0034690	arahy.Tifrunner.gnm1.ann1.48EDM8.1				
OG0034691	arahy.Tifrunner.gnm1.ann1.VE32D3.1				
OG0034692	arahy.Tifrunner.gnm1.ann1.T13AP3.1				
OG0034693	arahy.Tifrunner.gnm1.ann1.SY014U.1				
OG0034694	arahy.Tifrunner.gnm1.ann1.E47MBS.1				
OG0034695	arahy.Tifrunner.gnm1.ann1.T13EMM.1				
OG0034696	arahy.Tifrunner.gnm1.ann1.MEP3JA.1				
OG0034697	arahy.Tifrunner.gnm1.ann1.79GBUR.2				
OG0034698	arahy.Tifrunner.gnm1.ann1.8UW8J8.1				
OG0034699	arahy.Tifrunner.gnm1.ann1.7DQW64.1				
OG0034700	arahy.Tifrunner.gnm1.ann1.DCG74N.1				
OG0034701	arahy.Tifrunner.gnm1.ann1.7KT8N3.1				
OG0034702	arahy.Tifrunner.gnm1.ann1.H53AY7.1				
OG0034703	arahy.Tifrunner.gnm1.ann1.184WBH.1				
OG0034704	arahy.Tifrunner.gnm1.ann1.NW07R0.1				
OG0034705	arahy.Tifrunner.gnm1.ann1.N77ETP.1				
OG0034706	arahy.Tifrunner.gnm1.ann1.TG1084.2				
OG0034707	arahy.Tifrunner.gnm1.ann1.Y0C3ZP.1				
OG0034708	arahy.Tifrunner.gnm1.ann1.A7LI33.1				
OG0034709	arahy.Tifrunner.gnm1.ann1.GK8SHH.1				
OG0034710	arahy.Tifrunner.gnm1.ann1.W1BSQT.1				
OG0034711	arahy.Tifrunner.gnm1.ann1.MZWQ8U.1				
OG0034712	arahy.Tifrunner.gnm1.ann1.0NW2H0.1				
OG0034713	arahy.Tifrunner.gnm1.ann1.INQ3MB.1				
OG0034714	arahy.Tifrunner.gnm1.ann1.U88M09.1				
OG0034715	arahy.Tifrunner.gnm1.ann1.ES1PUL.1				
OG0034716	arahy.Tifrunner.gnm1.ann1.490VQK.1				
OG0034717	arahy.Tifrunner.gnm1.ann1.IF9NXC.1				
OG0034718	arahy.Tifrunner.gnm1.ann1.HG8KMG.1				
OG0034719	arahy.Tifrunner.gnm1.ann1.P7DTI4.1				
OG0034720	arahy.Tifrunner.gnm1.ann1.WS88ER.1				
OG0034721	arahy.Tifrunner.gnm1.ann1.WX6LME.1				
OG0034722	arahy.Tifrunner.gnm1.ann1.TGV54E.1				
OG0034723	arahy.Tifrunner.gnm1.ann1.XJ4DKG.1				
OG0034724	arahy.Tifrunner.gnm1.ann1.LX4ELR.1				
OG0034725	arahy.Tifrunner.gnm1.ann1.L4Y0H8.1				
OG0034726	arahy.Tifrunner.gnm1.ann1.X5J6TE.1				
OG0034727	arahy.Tifrunner.gnm1.ann1.7HKT5M.1				
OG0034728	arahy.Tifrunner.gnm1.ann1.13JG3Z.1				
OG0034729	arahy.Tifrunner.gnm1.ann1.XZP5CX.1				
OG0034730	arahy.Tifrunner.gnm1.ann1.EC0ZI4.1				
OG0034731	arahy.Tifrunner.gnm1.ann1.NJNX8A.1				
OG0034732	arahy.Tifrunner.gnm1.ann1.L6G805.1				
OG0034733	arahy.Tifrunner.gnm1.ann1.N19804.1				
OG0034734	arahy.Tifrunner.gnm1.ann1.E5SFQI.1				
OG0034735	arahy.Tifrunner.gnm1.ann1.7C1X7M.1				
OG0034736	arahy.Tifrunner.gnm1.ann1.G7X379.1				
OG0034737	arahy.Tifrunner.gnm1.ann1.KH1BCW.1				
OG0034738	arahy.Tifrunner.gnm1.ann1.L1DSY1.1				
OG0034739	arahy.Tifrunner.gnm1.ann1.Y4BXNY.1				
OG0034740	arahy.Tifrunner.gnm1.ann1.56XBLE.1				
OG0034741	arahy.Tifrunner.gnm1.ann1.ZSA3LA.1				
OG0034742	arahy.Tifrunner.gnm1.ann1.C54HJ7.1				
OG0034743	arahy.Tifrunner.gnm1.ann1.U2YH27.1				
OG0034744	arahy.Tifrunner.gnm1.ann1.6BI6KA.1				
OG0034745	arahy.Tifrunner.gnm1.ann1.GBF3HF.1				
OG0034746	arahy.Tifrunner.gnm1.ann1.70UW7T.1				
OG0034747	arahy.Tifrunner.gnm1.ann1.CZHF5K.1				
OG0034748	arahy.Tifrunner.gnm1.ann1.09CHBQ.1				
OG0034749	arahy.Tifrunner.gnm1.ann1.QTZM33.1				
OG0034750	arahy.Tifrunner.gnm1.ann1.478LT7.1				
OG0034751	arahy.Tifrunner.gnm1.ann1.BV9JUH.1				
OG0034752	arahy.Tifrunner.gnm1.ann1.RPT81J.1				
OG0034753	arahy.Tifrunner.gnm1.ann1.XVM9SF.1				
OG0034754	arahy.Tifrunner.gnm1.ann1.052ZN8.1				
OG0034755	arahy.Tifrunner.gnm1.ann1.ZTT4XD.1				
OG0034756	arahy.Tifrunner.gnm1.ann1.NRC1B6.1				
OG0034757	arahy.Tifrunner.gnm1.ann1.PPEJ3M.1				
OG0034758	arahy.Tifrunner.gnm1.ann1.MDK0AG.2				
OG0034759	arahy.Tifrunner.gnm1.ann1.FALS7F.1				
OG0034760	arahy.Tifrunner.gnm1.ann1.ZZGK81.1				
OG0034761	arahy.Tifrunner.gnm1.ann1.H74NZW.1				
OG0034762	arahy.Tifrunner.gnm1.ann1.WII6IV.1				
OG0034763	arahy.Tifrunner.gnm1.ann1.G6SHXQ.1				
OG0034764	arahy.Tifrunner.gnm1.ann1.MM4RHI.1				
OG0034765	arahy.Tifrunner.gnm1.ann1.C4IUQ1.1				
OG0034766	arahy.Tifrunner.gnm1.ann1.W3UGYX.1				
OG0034767	arahy.Tifrunner.gnm1.ann1.I67UCX.1				
OG0034768	arahy.Tifrunner.gnm1.ann1.C1P266.1				
OG0034769	arahy.Tifrunner.gnm1.ann1.I8C0YZ.1				
OG0034770	arahy.Tifrunner.gnm1.ann1.BIC5Y3.1				
OG0034771	arahy.Tifrunner.gnm1.ann1.G92E3R.1				
OG0034772	arahy.Tifrunner.gnm1.ann1.DP53K8.1				
OG0034773	arahy.Tifrunner.gnm1.ann1.7VB1JU.1				
OG0034774	arahy.Tifrunner.gnm1.ann1.0TB3XB.1				
OG0034775	arahy.Tifrunner.gnm1.ann1.Z92MN7.1				
OG0034776	arahy.Tifrunner.gnm1.ann1.KD4572.1				
OG0034777	arahy.Tifrunner.gnm1.ann1.895WIB.1				
OG0034778	arahy.Tifrunner.gnm1.ann1.D0BYI1.1				
OG0034779	arahy.Tifrunner.gnm1.ann1.63KFKN.1				
OG0034780	arahy.Tifrunner.gnm1.ann1.K1NZGE.1				
OG0034781	arahy.Tifrunner.gnm1.ann1.Q2VML3.1				
OG0034782	arahy.Tifrunner.gnm1.ann1.VEFJ45.1				
OG0034783	arahy.Tifrunner.gnm1.ann1.LAJ03F.1				
OG0034784	arahy.Tifrunner.gnm1.ann1.C9KLKJ.1				
OG0034785	arahy.Tifrunner.gnm1.ann1.NIU36G.1				
OG0034786	arahy.Tifrunner.gnm1.ann1.ZDL6BT.1				
OG0034787	arahy.Tifrunner.gnm1.ann1.LK8GY6.1				
OG0034788	arahy.Tifrunner.gnm1.ann1.43WUMR.2				
OG0034789	arahy.Tifrunner.gnm1.ann1.IAP8ID.1				
OG0034790	arahy.Tifrunner.gnm1.ann1.NUD6QU.1				
OG0034791	arahy.Tifrunner.gnm1.ann1.50RG73.1				
OG0034792	arahy.Tifrunner.gnm1.ann1.68RGHK.1				
OG0034793	arahy.Tifrunner.gnm1.ann1.7B48AK.1				
OG0034794	arahy.Tifrunner.gnm1.ann1.EV23C7.1				
OG0034795	arahy.Tifrunner.gnm1.ann1.1JUP22.1				
OG0034796	arahy.Tifrunner.gnm1.ann1.0G0A0M.1				
OG0034797	arahy.Tifrunner.gnm1.ann1.E05V9C.1				
OG0034798	arahy.Tifrunner.gnm1.ann1.L1D11P.1				
OG0034799	arahy.Tifrunner.gnm1.ann1.7S4D4S.1				
OG0034800	arahy.Tifrunner.gnm1.ann1.I4BPU4.1				
OG0034801	arahy.Tifrunner.gnm1.ann1.R1ZE1P.1				
OG0034802	arahy.Tifrunner.gnm1.ann1.E72ZC6.1				
OG0034803	arahy.Tifrunner.gnm1.ann1.A3UPJU.1				
OG0034804	arahy.Tifrunner.gnm1.ann1.R8J6RG.1				
OG0034805	arahy.Tifrunner.gnm1.ann1.NGB00B.1				
OG0034806	arahy.Tifrunner.gnm1.ann1.CBE3Z7.1				
OG0034807	arahy.Tifrunner.gnm1.ann1.6342RC.1				
OG0034808	arahy.Tifrunner.gnm1.ann1.5D1G3K.1				
OG0034809	arahy.Tifrunner.gnm1.ann1.H8M3VN.1				
OG0034810	arahy.Tifrunner.gnm1.ann1.3W3Z1W.1				
OG0034811	arahy.Tifrunner.gnm1.ann1.653B24.5				
OG0034812	arahy.Tifrunner.gnm1.ann1.M1RLX3.1				
OG0034813	arahy.Tifrunner.gnm1.ann1.GR8YWQ.1				
OG0034814	arahy.Tifrunner.gnm1.ann1.ZZD30S.1				
OG0034815	arahy.Tifrunner.gnm1.ann1.F06IQB.1				
OG0034816	arahy.Tifrunner.gnm1.ann1.M5TY8H.1				
OG0034817	arahy.Tifrunner.gnm1.ann1.XR1P03.1				
OG0034818	arahy.Tifrunner.gnm1.ann1.N3PQ25.1				
OG0034819	arahy.Tifrunner.gnm1.ann1.X0RNG9.1				
OG0034820	arahy.Tifrunner.gnm1.ann1.X7SX3R.1				
OG0034821	arahy.Tifrunner.gnm1.ann1.I3F13H.1				
OG0034822	arahy.Tifrunner.gnm1.ann1.YM2AH8.1				
OG0034823	arahy.Tifrunner.gnm1.ann1.D1T9JW.1				
OG0034824	arahy.Tifrunner.gnm1.ann1.EQ9RUI.1				
OG0034825	arahy.Tifrunner.gnm1.ann1.DD3LGG.1				
OG0034826	arahy.Tifrunner.gnm1.ann1.LRD6U6.1				
OG0034827	arahy.Tifrunner.gnm1.ann1.8NT8TY.1				
OG0034828	arahy.Tifrunner.gnm1.ann1.IX5NXD.1				
OG0034829	arahy.Tifrunner.gnm1.ann1.7F4CLF.1				
OG0034830	arahy.Tifrunner.gnm1.ann1.RJQ93P.1				
OG0034831	arahy.Tifrunner.gnm1.ann1.7DSU2J.1				
OG0034832	arahy.Tifrunner.gnm1.ann1.ICN4UU.1				
OG0034833	arahy.Tifrunner.gnm1.ann1.YSLW7X.1				
OG0034834	arahy.Tifrunner.gnm1.ann1.U6EJZY.1				
OG0034835	arahy.Tifrunner.gnm1.ann1.G2Y3LT.1				
OG0034836	arahy.Tifrunner.gnm1.ann1.WXJ9GG.1				
OG0034837	arahy.Tifrunner.gnm1.ann1.2Y6M2R.1				
OG0034838	arahy.Tifrunner.gnm1.ann1.860KU2.1				
OG0034839	arahy.Tifrunner.gnm1.ann1.TT8AR9.1				
OG0034840	arahy.Tifrunner.gnm1.ann1.XV48AZ.1				
OG0034841	arahy.Tifrunner.gnm1.ann1.E05UEM.1				
OG0034842	arahy.Tifrunner.gnm1.ann1.GWDW3T.1				
OG0034843	arahy.Tifrunner.gnm1.ann1.DM3640.1				
OG0034844	arahy.Tifrunner.gnm1.ann1.YYZ95J.1				
OG0034845	arahy.Tifrunner.gnm1.ann1.TBSZ4K.1				
OG0034846	arahy.Tifrunner.gnm1.ann1.84X0J7.1				
OG0034847	arahy.Tifrunner.gnm1.ann1.UBH4LM.1				
OG0034848	arahy.Tifrunner.gnm1.ann1.MENM5P.1				
OG0034849	arahy.Tifrunner.gnm1.ann1.2VM69K.1				
OG0034850	arahy.Tifrunner.gnm1.ann1.FPD7LM.1				
OG0034851	arahy.Tifrunner.gnm1.ann1.S3NUW0.1				
OG0034852	arahy.Tifrunner.gnm1.ann1.C1UBT1.1				
OG0034853	arahy.Tifrunner.gnm1.ann1.SRX62T.1				
OG0034854	arahy.Tifrunner.gnm1.ann1.ZF7I2A.1				
OG0034855	arahy.Tifrunner.gnm1.ann1.3HBA1R.1				
OG0034856	arahy.Tifrunner.gnm1.ann1.Y409TN.1				
OG0034857	arahy.Tifrunner.gnm1.ann1.HIW0J1.1				
OG0034858	arahy.Tifrunner.gnm1.ann1.LPI13M.1				
OG0034859	arahy.Tifrunner.gnm1.ann1.D2402R.1				
OG0034860	arahy.Tifrunner.gnm1.ann1.87P4VZ.4				
OG0034861	arahy.Tifrunner.gnm1.ann1.U9K5V5.1				
OG0034862	arahy.Tifrunner.gnm1.ann1.KL0ZPB.1				
OG0034863	arahy.Tifrunner.gnm1.ann1.2D2P15.1				
OG0034864	arahy.Tifrunner.gnm1.ann1.4Z5MNN.1				
OG0034865	arahy.Tifrunner.gnm1.ann1.CEYE6C.1				
OG0034866	arahy.Tifrunner.gnm1.ann1.TVLR9S.1				
OG0034867	arahy.Tifrunner.gnm1.ann1.XYHU2D.1				
OG0034868	arahy.Tifrunner.gnm1.ann1.F43BSI.1				
OG0034869	arahy.Tifrunner.gnm1.ann1.627ZYC.1				
OG0034870	arahy.Tifrunner.gnm1.ann1.BL92W9.1				
OG0034871	arahy.Tifrunner.gnm1.ann1.DFN3ZB.1				
OG0034872	arahy.Tifrunner.gnm1.ann1.QLA0RI.1				
OG0034873	arahy.Tifrunner.gnm1.ann1.5L1A31.1				
OG0034874	arahy.Tifrunner.gnm1.ann1.V47J9M.1				
OG0034875	arahy.Tifrunner.gnm1.ann1.9DQ4WH.1				
OG0034876	arahy.Tifrunner.gnm1.ann1.H5GQMT.1				
OG0034877	arahy.Tifrunner.gnm1.ann1.CFX55T.1				
OG0034878	arahy.Tifrunner.gnm1.ann1.JPUF3X.1				
OG0034879	arahy.Tifrunner.gnm1.ann1.HG1CGX.1				
OG0034880	arahy.Tifrunner.gnm1.ann1.J17N2W.1				
OG0034881	arahy.Tifrunner.gnm1.ann1.M7BX0W.1				
OG0034882	arahy.Tifrunner.gnm1.ann1.NCCL5Z.1				
OG0034883	arahy.Tifrunner.gnm1.ann1.S0PZ3T.1				
OG0034884	arahy.Tifrunner.gnm1.ann1.MWC9N2.1				
OG0034885	arahy.Tifrunner.gnm1.ann1.H6QX7I.1				
OG0034886	arahy.Tifrunner.gnm1.ann1.08TZJZ.1				
OG0034887	arahy.Tifrunner.gnm1.ann1.IW2ETE.1				
OG0034888	arahy.Tifrunner.gnm1.ann1.BKDH6Z.1				
OG0034889	arahy.Tifrunner.gnm1.ann1.9R1SIR.1				
OG0034890	arahy.Tifrunner.gnm1.ann1.PI4BFA.1				
OG0034891	arahy.Tifrunner.gnm1.ann1.P1767U.1				
OG0034892	arahy.Tifrunner.gnm1.ann1.3CBS5R.1				
OG0034893	arahy.Tifrunner.gnm1.ann1.W5PE0L.1				
OG0034894	arahy.Tifrunner.gnm1.ann1.L8CN1K.2				
OG0034895	arahy.Tifrunner.gnm1.ann1.M09C7U.1				
OG0034896	arahy.Tifrunner.gnm1.ann1.V7G3KH.1				
OG0034897	arahy.Tifrunner.gnm1.ann1.4R5R47.1				
OG0034898	arahy.Tifrunner.gnm1.ann1.RYI4K5.1				
OG0034899	arahy.Tifrunner.gnm1.ann1.VZ3R83.1				
OG0034900	arahy.Tifrunner.gnm1.ann1.J1JBQA.1				
OG0034901	arahy.Tifrunner.gnm1.ann1.HE33X4.1				
OG0034902	arahy.Tifrunner.gnm1.ann1.X4BJDA.1				
OG0034903	arahy.Tifrunner.gnm1.ann1.5Y0AI2.1				
OG0034904	arahy.Tifrunner.gnm1.ann1.NNH8AZ.1				
OG0034905	arahy.Tifrunner.gnm1.ann1.KS5C3R.1				
OG0034906	arahy.Tifrunner.gnm1.ann1.LFH2Q4.1				
OG0034907	arahy.Tifrunner.gnm1.ann1.I5HEE3.1				
OG0034908	arahy.Tifrunner.gnm1.ann1.V2KAD8.1				
OG0034909	arahy.Tifrunner.gnm1.ann1.SND0H9.1				
OG0034910	arahy.Tifrunner.gnm1.ann1.VPW534.1				
OG0034911	arahy.Tifrunner.gnm1.ann1.H8VQ2B.1				
OG0034912	arahy.Tifrunner.gnm1.ann1.119CG3.1				
OG0034913	arahy.Tifrunner.gnm1.ann1.CQS4DJ.1				
OG0034914	arahy.Tifrunner.gnm1.ann1.W3TTRY.1				
OG0034915	arahy.Tifrunner.gnm1.ann1.17ALVB.2				
OG0034916	arahy.Tifrunner.gnm1.ann1.R5BKA2.1				
OG0034917	arahy.Tifrunner.gnm1.ann1.MZH46X.1				
OG0034918	arahy.Tifrunner.gnm1.ann1.WUIC4C.1				
OG0034919	arahy.Tifrunner.gnm1.ann1.3P9T7M.1				
OG0034920	arahy.Tifrunner.gnm1.ann1.U16F8Z.1				
OG0034921	arahy.Tifrunner.gnm1.ann1.1GIV4V.1				
OG0034922	arahy.Tifrunner.gnm1.ann1.HIZ4NP.1				
OG0034923	arahy.Tifrunner.gnm1.ann1.LM0T65.1				
OG0034924	arahy.Tifrunner.gnm1.ann1.Q3HJ0Q.1				
OG0034925	arahy.Tifrunner.gnm1.ann1.ALAX3V.1				
OG0034926	arahy.Tifrunner.gnm1.ann1.UKJN3T.1				
OG0034927	arahy.Tifrunner.gnm1.ann1.N9AYG9.1				
OG0034928	arahy.Tifrunner.gnm1.ann1.V65DSK.1				
OG0034929	arahy.Tifrunner.gnm1.ann1.7UF7S9.1				
OG0034930	arahy.Tifrunner.gnm1.ann1.XRB1FU.1				
OG0034931	arahy.Tifrunner.gnm1.ann1.0797TP.1				
OG0034932	arahy.Tifrunner.gnm1.ann1.5QJ653.1				
OG0034933	arahy.Tifrunner.gnm1.ann1.U0W81Q.1				
OG0034934	arahy.Tifrunner.gnm1.ann1.NW36S1.3				
OG0034935	arahy.Tifrunner.gnm1.ann1.YGTV1Q.1				
OG0034936	arahy.Tifrunner.gnm1.ann1.292F09.1				
OG0034937	arahy.Tifrunner.gnm1.ann1.C3F51K.1				
OG0034938	arahy.Tifrunner.gnm1.ann1.W1ZM88.1				
OG0034939	arahy.Tifrunner.gnm1.ann1.V3WEXU.1				
OG0034940	arahy.Tifrunner.gnm1.ann1.5LR8AY.1				
OG0034941	arahy.Tifrunner.gnm1.ann1.VSC23Z.1				
OG0034942	arahy.Tifrunner.gnm1.ann1.B783NX.2				
OG0034943	arahy.Tifrunner.gnm1.ann1.TT6YYD.1				
OG0034944	arahy.Tifrunner.gnm1.ann1.FX4D46.1				
OG0034945	arahy.Tifrunner.gnm1.ann1.MDXN6U.1				
OG0034946	arahy.Tifrunner.gnm1.ann1.VK2HD8.1				
OG0034947	arahy.Tifrunner.gnm1.ann1.4H8VJF.1				
OG0034948	arahy.Tifrunner.gnm1.ann1.CHT3B6.1				
OG0034949	arahy.Tifrunner.gnm1.ann1.7LY843.1				
OG0034950	arahy.Tifrunner.gnm1.ann1.TDQV0A.1				
OG0034951	arahy.Tifrunner.gnm1.ann1.YYKC61.1				
OG0034952	arahy.Tifrunner.gnm1.ann1.KAS3CI.2				
OG0034953	arahy.Tifrunner.gnm1.ann1.WHJ25Q.1				
OG0034954	arahy.Tifrunner.gnm1.ann1.A4Z882.1				
OG0034955	arahy.Tifrunner.gnm1.ann1.TCGB66.1				
OG0034956	arahy.Tifrunner.gnm1.ann1.UT7BQ5.1				
OG0034957	arahy.Tifrunner.gnm1.ann1.004CIH.1				
OG0034958	arahy.Tifrunner.gnm1.ann1.AB69EK.1				
OG0034959	arahy.Tifrunner.gnm1.ann1.WX1XGM.1				
OG0034960	arahy.Tifrunner.gnm1.ann1.Z4P8EM.1				
