Orthogroup	Duplications (all)	Duplications (50% support)
OG0001395	10	8
OG0001396	7	7
OG0001397	13	12
OG0001398	10	9
OG0001399	9	9
OG0001400	11	11
OG0001401	12	12
OG0001402	14	14
OG0001403	13	13
OG0001404	18	18
OG0001405	12	12
OG0001406	14	14
OG0001407	13	12
OG0001408	12	12
OG0001409	12	12
OG0001410	13	13
OG0001411	13	13
OG0001412	17	17
OG0001413	17	17
OG0001414	18	18
OG0001415	18	18
OG0001416	18	18
OG0001417	18	18
OG0001418	16	16
OG0001419	18	18
OG0001420	18	18
OG0001421	18	18
OG0001422	18	18
OG0001423	18	18
OG0001424	18	18
OG0001425	18	18
OG0001426	18	18
OG0001427	18	18
OG0001428	18	18
OG0001429	18	18
OG0001430	18	18
OG0001431	18	18
OG0001432	18	18
OG0001433	18	18
OG0001434	18	18
OG0001435	18	18
OG0001436	14	14
OG0001437	16	15
OG0001438	17	17
OG0001439	17	17
OG0001440	16	16
OG0001441	13	13
OG0001442	16	16
OG0001443	15	15
OG0001444	18	18
OG0001445	17	17
OG0001446	16	16
OG0001447	17	17
OG0001448	18	18
OG0001449	18	18
OG0001450	18	18
OG0001451	18	18
OG0001452	12	11
OG0001453	13	13
OG0001454	17	17
OG0001455	10	10
OG0001456	17	17
OG0001457	9	9
OG0001458	10	10
OG0001459	11	9
OG0001460	13	13
OG0001461	12	11
OG0001462	17	17
OG0001463	11	10
OG0001464	11	11
OG0001465	12	12
OG0001466	9	9
OG0001467	12	11
OG0001468	17	17
OG0001469	8	8
OG0001470	12	12
OG0001471	12	12
OG0001472	11	10
OG0001473	11	11
OG0001474	12	12
OG0001475	12	10
OG0001476	11	10
OG0001477	12	10
OG0001478	9	7
OG0001479	12	12
OG0001480	13	13
OG0001481	16	16
OG0001482	16	16
OG0001483	12	12
OG0001484	17	17
OG0001485	17	17
OG0001486	13	13
OG0001487	12	12
OG0001488	13	13
OG0001489	10	10
OG0001490	11	10
OG0001491	9	9
OG0001492	10	10
OG0001493	9	9
OG0001494	11	11
OG0001495	10	10
OG0001496	11	11
OG0001497	11	11
OG0001498	9	9
OG0001499	12	12
OG0001500	7	7
OG0001501	10	10
OG0001502	17	17
OG0001503	12	12
OG0001504	7	7
OG0001505	11	11
OG0001506	9	9
OG0001507	9	8
OG0001508	10	10
OG0001509	11	9
OG0001510	13	13
OG0001511	11	11
OG0001512	10	9
OG0001513	10	10
OG0001514	13	13
OG0001515	9	9
OG0001516	9	9
OG0001517	11	11
OG0001518	11	11
OG0001519	17	17
OG0001520	10	10
OG0001521	9	9
OG0001522	16	16
OG0001523	13	13
OG0001524	12	12
OG0001525	8	8
OG0001526	11	10
OG0001527	10	10
OG0001528	10	10
OG0001529	13	13
OG0001530	11	11
OG0001531	13	13
OG0001532	9	9
OG0001533	10	9
OG0001534	10	10
OG0001535	9	8
OG0001536	17	17
OG0001537	9	8
OG0001538	16	16
OG0001539	10	10
OG0001540	11	11
OG0001541	12	12
OG0001542	12	12
OG0001543	10	9
OG0001544	11	11
OG0001545	12	12
OG0001546	13	13
OG0001547	9	9
OG0001548	12	12
OG0001549	10	10
OG0001550	14	14
OG0001551	11	11
OG0001552	10	10
OG0001553	9	9
OG0001554	9	9
OG0001555	8	8
OG0001556	11	11
OG0001557	9	8
OG0001558	12	12
OG0001559	13	13
OG0001560	9	9
OG0001561	9	9
OG0001562	9	9
OG0001563	11	11
OG0001564	12	11
OG0001565	8	7
OG0001566	9	9
OG0001567	13	13
OG0001568	11	11
OG0001569	8	8
OG0001570	13	13
OG0001571	13	13
OG0001572	15	15
OG0001573	12	12
OG0001574	11	10
OG0001575	12	12
OG0001576	11	11
OG0001577	15	15
OG0001578	11	11
OG0001579	11	11
OG0001580	11	11
OG0001581	9	9
OG0001582	11	11
OG0001583	11	11
OG0001584	12	12
OG0001585	8	8
OG0001586	13	13
OG0001587	11	11
OG0001588	12	11
OG0001589	10	10
OG0001590	13	13
OG0001591	12	12
OG0001592	12	10
OG0001593	12	12
OG0001594	10	10
OG0001595	7	6
OG0001596	12	11
OG0001597	9	9
OG0001598	8	8
OG0001599	8	7
OG0001600	12	12
OG0001601	10	8
OG0001602	11	9
OG0001603	11	10
OG0001604	8	8
OG0001605	12	12
OG0001606	13	13
OG0001607	9	9
OG0001608	8	6
OG0001609	11	11
OG0001610	12	12
OG0001611	14	14
OG0001612	11	11
OG0001613	17	17
OG0001614	17	17
OG0001615	17	17
OG0001616	17	17
OG0001617	12	12
OG0001618	11	11
OG0001619	12	11
OG0001620	17	17
OG0001621	17	17
OG0001622	17	17
OG0001623	17	17
OG0001624	17	17
OG0001625	17	17
OG0001626	17	17
OG0001627	17	17
OG0001628	17	17
OG0001629	17	17
OG0001630	17	17
OG0001631	17	17
OG0001632	17	17
OG0001633	16	16
OG0001634	17	17
OG0001635	17	17
OG0001636	17	17
OG0001637	17	17
OG0001638	13	13
OG0001639	14	14
OG0001640	17	17
OG0001641	15	15
OG0001642	17	17
OG0001643	17	17
OG0001644	12	7
OG0001645	16	16
OG0001646	15	15
OG0001647	16	16
OG0001648	16	16
OG0001649	16	16
OG0001650	17	17
OG0001651	17	17
OG0001652	14	14
OG0001653	12	12
OG0001654	15	15
OG0001655	17	17
OG0001656	15	15
OG0001657	16	16
OG0001658	17	17
OG0001659	17	17
OG0001660	17	17
OG0001661	12	12
OG0001662	8	8
OG0001663	11	11
OG0001664	11	11
OG0001665	10	10
OG0001666	9	9
OG0001667	8	8
OG0001668	11	11
OG0001669	8	7
OG0001670	11	10
OG0001671	7	7
OG0001672	9	9
OG0001673	16	16
OG0001674	11	11
OG0001675	11	10
OG0001676	8	7
OG0001677	16	16
OG0001678	8	8
OG0001679	10	10
OG0001680	12	12
OG0001681	12	12
OG0001682	16	16
OG0001683	11	10
OG0001684	16	16
OG0001685	12	12
OG0001686	16	16
OG0001687	9	9
OG0001688	9	9
OG0001689	12	12
OG0001690	12	11
OG0001691	7	7
OG0001692	11	11
OG0001693	16	16
OG0001694	12	12
OG0001695	8	8
OG0001696	12	11
OG0001697	10	10
OG0001698	11	11
OG0001699	11	11
OG0001700	11	11
OG0001701	9	9
OG0001702	11	11
OG0001703	16	16
OG0001704	9	9
OG0001705	11	10
OG0001706	16	16
OG0001707	10	9
OG0001708	14	14
OG0001709	11	11
OG0001710	12	12
OG0001711	10	10
OG0001712	9	9
OG0001713	10	10
OG0001714	16	16
OG0001715	12	12
OG0001716	12	12
OG0001717	11	11
OG0001718	11	11
OG0001719	10	10
OG0001720	12	12
OG0001721	10	9
OG0001722	16	16
OG0001723	10	10
OG0001724	7	6
OG0001725	9	9
OG0001726	9	9
OG0001727	15	15
OG0001728	11	11
OG0001729	16	16
OG0001730	12	12
OG0001731	11	9
OG0001732	12	12
OG0001733	12	12
OG0001734	14	14
OG0001735	9	9
OG0001736	8	8
OG0001737	12	12
OG0001738	11	11
OG0001739	10	10
OG0001740	12	12
OG0001741	8	8
OG0001742	11	10
OG0001743	10	10
OG0001744	13	13
OG0001745	7	7
OG0001746	8	8
OG0001747	9	9
OG0001748	9	9
OG0001749	11	10
OG0001750	15	15
OG0001751	10	10
OG0001752	11	11
OG0001753	10	10
OG0001754	8	8
OG0001755	8	8
OG0001756	8	8
OG0001757	16	16
OG0001758	9	9
OG0001759	7	7
OG0001760	11	11
OG0001761	9	9
OG0001762	11	10
OG0001763	10	10
OG0001764	9	9
OG0001765	8	8
OG0001766	8	8
OG0001767	10	10
OG0001768	10	9
OG0001769	10	9
OG0001770	10	9
OG0001771	14	14
OG0001772	11	10
OG0001773	11	11
OG0001774	10	9
OG0001775	13	13
OG0001776	9	9
OG0001777	12	12
OG0001778	8	8
OG0001779	11	11
OG0001780	13	13
OG0001781	8	8
OG0001782	10	9
OG0001783	8	8
OG0001784	10	10
OG0001785	9	9
OG0001786	12	12
OG0001787	16	16
OG0001788	11	11
OG0001789	11	11
OG0001790	12	12
OG0001791	8	8
OG0001792	11	11
OG0001793	10	10
OG0001794	8	8
OG0001795	10	10
OG0001796	9	9
OG0001797	8	8
OG0001798	9	9
OG0001799	12	12
OG0001800	8	8
OG0001801	10	10
OG0001802	10	10
OG0001803	8	8
OG0001804	9	9
OG0001805	11	11
OG0001806	10	10
OG0001807	9	9
OG0001808	10	10
OG0001809	12	12
OG0001810	16	16
OG0001811	11	11
OG0001812	8	8
OG0001813	13	13
OG0001814	12	12
OG0001815	9	7
OG0001816	8	8
OG0001817	12	12
OG0001818	12	12
OG0001819	11	10
OG0001820	11	11
OG0001821	12	12
OG0001822	12	12
OG0001823	11	10
OG0001824	10	10
OG0001825	10	9
OG0001826	12	12
OG0001827	10	9
OG0001828	12	12
OG0001829	12	12
OG0001830	15	15
OG0001831	8	8
OG0001832	9	9
OG0001833	7	7
OG0001834	8	8
OG0001835	11	11
OG0001836	9	9
OG0001837	6	6
OG0001838	10	10
OG0001839	7	7
OG0001840	9	9
OG0001841	12	12
OG0001842	11	11
OG0001843	11	11
OG0001844	11	11
OG0001845	12	12
OG0001846	11	10
OG0001847	11	11
OG0001848	16	16
OG0001849	9	9
OG0001850	11	10
OG0001851	12	12
OG0001852	8	8
OG0001853	11	11
OG0001854	11	11
OG0001855	11	11
OG0001856	11	11
OG0001857	10	10
OG0001858	11	11
OG0001859	11	11
OG0001860	12	12
OG0001861	8	8
OG0001862	16	16
OG0001863	8	8
OG0001864	7	7
OG0001865	8	8
OG0001866	16	16
OG0001867	12	12
OG0001868	10	10
OG0001869	12	12
OG0001870	10	10
OG0001871	16	16
OG0001872	11	11
OG0001873	10	10
OG0001874	9	9
OG0001875	10	9
OG0001876	12	11
OG0001877	8	8
OG0001878	12	12
OG0001879	11	9
OG0001880	9	9
OG0001881	15	15
OG0001882	13	13
OG0001883	11	10
OG0001884	12	12
OG0001885	10	10
OG0001886	11	10
OG0001887	12	12
OG0001888	10	10
OG0001889	12	12
OG0001890	13	13
OG0001891	11	11
OG0001892	13	13
OG0001893	9	9
OG0001894	15	15
OG0001895	16	16
OG0001896	16	16
OG0001897	16	16
OG0001898	16	16
OG0001899	16	16
OG0001900	13	13
OG0001901	16	16
OG0001902	16	16
OG0001903	15	15
OG0001904	16	16
OG0001905	16	16
OG0001906	16	16
OG0001907	16	16
OG0001908	16	16
OG0001909	16	16
OG0001910	15	15
OG0001911	16	16
OG0001912	16	16
OG0001913	16	16
OG0001914	16	16
OG0001915	16	16
OG0001916	16	16
OG0001917	16	16
OG0001918	16	16
OG0001919	12	12
OG0001920	16	16
OG0001921	16	16
OG0001922	16	16
OG0001923	13	13
OG0001924	11	10
OG0001925	11	11
OG0001926	13	13
OG0001927	14	14
OG0001928	16	16
OG0001929	14	14
OG0001930	13	13
OG0001931	14	14
OG0001932	16	16
OG0001933	15	15
OG0001934	14	14
OG0001935	16	16
OG0001936	16	16
OG0001937	15	15
OG0001938	15	15
OG0001939	14	14
OG0001940	13	13
OG0001941	15	15
OG0001942	15	15
OG0001943	13	13
OG0001944	12	12
OG0001945	14	14
OG0001946	16	16
OG0001947	16	16
OG0001948	16	16
OG0001949	16	16
OG0001950	16	16
OG0001951	16	16
OG0001952	16	16
OG0001953	16	16
OG0001954	16	16
OG0001955	16	16
OG0001956	16	16
OG0001957	16	16
OG0001958	10	9
OG0001959	9	9
OG0001960	15	15
OG0001961	9	8
OG0001962	9	9
OG0001963	8	8
OG0001964	15	15
OG0001965	11	11
OG0001966	13	13
OG0001967	13	13
OG0001968	15	15
OG0001969	11	11
OG0001970	10	10
OG0001971	10	10
OG0001972	11	11
OG0001973	9	8
OG0001974	8	8
OG0001975	8	7
OG0001976	11	11
OG0001977	8	7
OG0001978	7	7
OG0001979	9	9
OG0001980	11	11
OG0001981	14	14
OG0001982	15	15
OG0001983	6	6
OG0001984	10	9
OG0001985	12	12
OG0001986	11	11
OG0001987	10	8
OG0001988	10	10
OG0001989	12	12
OG0001990	10	10
OG0001991	11	11
OG0001992	8	8
OG0001993	7	7
OG0001994	6	6
OG0001995	8	8
OG0001996	10	10
OG0001997	11	11
OG0001998	10	10
OG0001999	11	11
OG0002000	15	15
OG0002001	15	15
OG0002002	10	10
OG0002003	8	8
OG0002004	11	11
OG0002005	11	11
OG0002006	8	8
OG0002007	9	8
OG0002008	9	9
OG0002009	11	11
OG0002010	10	9
OG0002011	11	11
OG0002012	10	10
OG0002013	9	9
OG0002014	8	8
OG0002015	10	10
OG0002016	8	8
OG0002017	10	9
OG0002018	15	15
OG0002019	12	12
OG0002020	8	7
OG0002021	7	7
OG0002022	11	11
OG0002023	7	7
OG0002024	9	9
OG0002025	15	15
OG0002026	8	8
OG0002027	15	15
OG0002028	9	9
OG0002029	9	9
OG0002030	11	11
OG0002031	11	11
OG0002032	10	9
OG0002033	15	15
OG0002034	11	11
OG0002035	9	9
OG0002036	9	9
OG0002037	15	15
OG0002038	12	12
OG0002039	8	7
OG0002040	10	10
OG0002041	15	15
OG0002042	11	11
OG0002043	11	11
OG0002044	7	7
OG0002045	11	11
OG0002046	7	7
OG0002047	14	14
OG0002048	9	8
OG0002049	9	9
OG0002050	14	14
OG0002051	10	10
OG0002052	9	9
OG0002053	8	8
OG0002054	9	9
OG0002055	10	9
OG0002056	8	8
OG0002057	11	11
OG0002058	7	7
OG0002059	11	11
OG0002060	7	7
OG0002061	9	9
OG0002062	11	11
OG0002063	6	6
OG0002064	11	11
OG0002065	10	10
OG0002066	10	10
OG0002067	7	7
OG0002068	10	10
OG0002069	9	9
OG0002070	11	11
OG0002071	14	14
OG0002072	10	10
OG0002073	8	8
OG0002074	15	15
OG0002075	15	15
OG0002076	8	8
OG0002077	9	9
OG0002078	9	8
OG0002079	8	8
OG0002080	11	11
OG0002081	10	10
OG0002082	7	6
OG0002083	8	8
OG0002084	9	9
OG0002085	11	11
OG0002086	9	8
OG0002087	10	10
OG0002088	10	10
OG0002089	8	8
OG0002090	9	9
OG0002091	10	10
OG0002092	11	11
OG0002093	10	10
OG0002094	7	7
OG0002095	11	10
OG0002096	9	9
OG0002097	12	12
OG0002098	9	9
OG0002099	9	9
OG0002100	11	11
OG0002101	11	11
OG0002102	10	10
OG0002103	11	11
OG0002104	11	11
OG0002105	10	10
OG0002106	11	11
OG0002107	7	7
OG0002108	8	8
OG0002109	8	8
OG0002110	7	7
OG0002111	11	11
OG0002112	10	9
OG0002113	9	8
OG0002114	7	7
OG0002115	11	11
OG0002116	6	6
OG0002117	10	10
OG0002118	10	10
OG0002119	8	8
OG0002120	10	10
OG0002121	9	9
OG0002122	7	7
OG0002123	11	11
OG0002124	11	11
OG0002125	11	11
OG0002126	9	9
OG0002127	11	11
OG0002128	11	11
OG0002129	11	11
OG0002130	15	15
OG0002131	11	11
OG0002132	8	7
OG0002133	10	10
OG0002134	10	10
OG0002135	10	10
OG0002136	11	11
OG0002137	8	8
OG0002138	11	11
OG0002139	10	10
OG0002140	12	12
OG0002141	10	9
OG0002142	11	11
OG0002143	11	11
OG0002144	10	10
OG0002145	10	10
OG0002146	6	6
OG0002147	9	9
OG0002148	6	6
OG0002149	9	9
OG0002150	11	11
OG0002151	8	8
OG0002152	11	11
OG0002153	10	10
OG0002154	11	11
OG0002155	9	8
OG0002156	8	8
OG0002157	10	10
OG0002158	11	11
OG0002159	8	8
OG0002160	8	7
OG0002161	10	10
OG0002162	7	7
OG0002163	10	10
OG0002164	7	7
OG0002165	9	9
OG0002166	7	7
OG0002167	10	10
OG0002168	11	11
OG0002169	9	9
OG0002170	11	11
OG0002171	8	8
OG0002172	11	11
OG0002173	10	10
OG0002174	8	8
OG0002175	7	5
OG0002176	11	11
OG0002177	9	9
OG0002178	9	9
OG0002179	7	7
OG0002180	8	8
OG0002181	7	7
OG0002182	15	15
OG0002183	8	8
OG0002184	10	10
OG0002185	12	12
OG0002186	10	9
OG0002187	11	11
OG0002188	11	11
OG0002189	12	12
OG0002190	12	12
OG0002191	15	15
OG0002192	10	8
OG0002193	11	11
OG0002194	7	6
OG0002195	7	7
OG0002196	10	10
OG0002197	11	10
OG0002198	10	9
OG0002199	8	5
OG0002200	6	6
OG0002201	9	9
OG0002202	9	9
OG0002203	15	15
OG0002204	11	11
OG0002205	10	9
OG0002206	7	7
OG0002207	12	12
OG0002208	6	5
OG0002209	10	10
OG0002210	9	9
OG0002211	6	6
OG0002212	10	10
OG0002213	6	6
OG0002214	9	9
OG0002215	7	7
OG0002216	10	10
OG0002217	9	7
OG0002218	15	15
OG0002219	9	9
OG0002220	11	11
OG0002221	10	9
OG0002222	10	10
OG0002223	9	9
OG0002224	12	12
OG0002225	11	11
OG0002226	10	10
OG0002227	9	9
OG0002228	10	10
OG0002229	15	15
OG0002230	15	15
OG0002231	15	15
OG0002232	15	15
OG0002233	15	15
OG0002234	12	12
OG0002235	14	14
OG0002236	15	15
OG0002237	15	15
OG0002238	15	15
OG0002239	15	15
OG0002240	13	13
OG0002241	15	15
OG0002242	15	15
OG0002243	15	15
OG0002244	15	15
OG0002245	15	15
OG0002246	15	15
OG0002247	15	15
OG0002248	15	15
OG0002249	12	12
OG0002250	9	8
OG0002251	11	11
OG0002252	14	14
OG0002253	10	9
OG0002254	12	12
OG0002255	14	14
OG0002256	15	15
OG0002257	15	15
OG0002258	15	15
OG0002259	15	15
OG0002260	12	12
OG0002261	15	15
OG0002262	12	12
OG0002263	15	15
OG0002264	15	15
OG0002265	13	11
OG0002266	14	14
OG0002267	13	13
OG0002268	15	15
OG0002269	13	13
OG0002270	13	13
OG0002271	10	10
OG0002272	15	15
OG0002273	8	8
OG0002274	12	12
OG0002275	13	13
OG0002276	13	13
OG0002277	11	11
OG0002278	14	14
OG0002279	14	14
OG0002280	14	14
OG0002281	13	13
OG0002282	15	15
OG0002283	14	14
OG0002284	15	15
OG0002285	15	15
OG0002286	10	10
OG0002287	10	10
OG0002288	7	7
OG0002289	10	10
OG0002290	14	14
OG0002291	14	14
OG0002292	14	14
OG0002293	9	9
OG0002294	7	6
OG0002295	7	6
OG0002296	10	10
OG0002297	9	9
OG0002298	8	8
OG0002299	14	14
OG0002300	10	10
OG0002301	11	11
OG0002302	11	11
OG0002303	9	9
OG0002304	8	8
OG0002305	8	8
OG0002306	10	10
OG0002307	9	9
OG0002308	7	7
OG0002309	14	14
OG0002310	10	10
OG0002311	7	7
OG0002312	9	9
OG0002313	7	7
OG0002314	10	10
OG0002315	13	13
OG0002316	11	11
OG0002317	10	10
OG0002318	8	8
OG0002319	11	11
OG0002320	9	9
OG0002321	11	11
OG0002322	9	9
OG0002323	14	14
OG0002324	8	7
OG0002325	9	9
OG0002326	9	9
OG0002327	9	9
OG0002328	8	8
OG0002329	10	10
OG0002330	14	14
OG0002331	9	9
OG0002332	9	9
OG0002333	9	9
OG0002334	10	10
OG0002335	10	10
OG0002336	9	9
OG0002337	9	9
OG0002338	11	11
OG0002339	9	9
OG0002340	9	8
OG0002341	8	8
OG0002342	8	7
OG0002343	11	11
OG0002344	10	10
OG0002345	14	14
OG0002346	8	8
OG0002347	9	9
OG0002348	8	8
OG0002349	6	6
OG0002350	14	14
OG0002351	9	8
OG0002352	9	9
OG0002353	9	9
OG0002354	13	13
OG0002355	9	8
OG0002356	10	10
OG0002357	14	14
OG0002358	9	9
OG0002359	10	10
OG0002360	9	9
OG0002361	9	9
OG0002362	9	9
OG0002363	9	8
OG0002364	9	9
OG0002365	10	10
OG0002366	10	9
OG0002367	9	8
OG0002368	10	10
OG0002369	8	8
OG0002370	7	7
OG0002371	9	9
OG0002372	6	6
OG0002373	8	8
OG0002374	9	9
OG0002375	10	10
OG0002376	9	9
OG0002377	6	6
OG0002378	8	8
OG0002379	10	10
OG0002380	10	10
OG0002381	9	9
OG0002382	7	7
OG0002383	8	8
OG0002384	8	8
OG0002385	10	10
OG0002386	9	9
OG0002387	7	6
OG0002388	6	6
OG0002389	8	8
OG0002390	8	8
OG0002391	12	12
OG0002392	6	6
OG0002393	10	10
OG0002394	5	4
OG0002395	7	7
OG0002396	13	13
OG0002397	6	6
OG0002398	11	11
OG0002399	6	6
OG0002400	9	8
OG0002401	6	5
OG0002402	8	8
OG0002403	11	11
OG0002404	7	5
OG0002405	14	14
OG0002406	10	10
OG0002407	6	6
OG0002408	7	7
OG0002409	9	8
OG0002410	8	7
OG0002411	6	6
OG0002412	10	10
OG0002413	9	9
OG0002414	7	7
OG0002415	7	7
OG0002416	7	7
OG0002417	10	9
OG0002418	9	9
OG0002419	9	9
OG0002420	10	10
OG0002421	9	9
OG0002422	8	7
OG0002423	9	9
OG0002424	10	10
OG0002425	10	10
OG0002426	7	7
OG0002427	10	9
OG0002428	10	10
OG0002429	9	9
OG0002430	9	9
OG0002431	7	7
OG0002432	9	9
OG0002433	9	9
OG0002434	10	10
OG0002435	10	10
OG0002436	9	9
OG0002437	9	8
OG0002438	10	10
OG0002439	10	10
OG0002440	8	8
OG0002441	10	10
OG0002442	7	7
OG0002443	10	10
OG0002444	10	10
OG0002445	10	10
OG0002446	10	10
OG0002447	8	8
OG0002448	9	9
OG0002449	6	6
OG0002450	5	5
OG0002451	6	6
OG0002452	8	8
OG0002453	7	7
OG0002454	8	8
OG0002455	8	8
OG0002456	7	7
OG0002457	9	7
OG0002458	10	10
OG0002459	10	10
OG0002460	9	9
OG0002461	10	10
OG0002462	10	10
OG0002463	7	7
OG0002464	8	8
OG0002465	12	12
OG0002466	7	7
OG0002467	8	7
OG0002468	11	11
OG0002469	6	6
OG0002470	8	8
OG0002471	9	9
OG0002472	9	9
OG0002473	9	8
OG0002474	10	10
OG0002475	8	8
OG0002476	6	6
OG0002477	8	8
OG0002478	8	8
OG0002479	10	10
OG0002480	9	8
OG0002481	6	6
OG0002482	9	9
OG0002483	10	10
OG0002484	10	10
OG0002485	7	7
OG0002486	9	9
OG0002487	9	9
OG0002488	7	5
OG0002489	7	7
OG0002490	6	6
OG0002491	9	9
OG0002492	9	9
OG0002493	7	7
OG0002494	9	9
OG0002495	14	14
OG0002496	7	7
OG0002497	9	8
OG0002498	11	11
OG0002499	6	6
OG0002500	10	10
OG0002501	10	10
OG0002502	10	10
OG0002503	9	8
OG0002504	10	9
OG0002505	7	6
OG0002506	10	10
OG0002507	9	9
OG0002508	10	10
OG0002509	6	6
OG0002510	10	10
OG0002511	9	9
OG0002512	10	10
OG0002513	10	10
OG0002514	8	8
OG0002515	10	10
OG0002516	9	9
OG0002517	9	8
OG0002518	9	9
OG0002519	14	14
OG0002520	7	7
OG0002521	10	10
OG0002522	5	5
OG0002523	10	10
OG0002524	10	10
OG0002525	9	9
OG0002526	7	7
OG0002527	9	9
OG0002528	9	9
OG0002529	9	9
OG0002530	11	11
OG0002531	6	5
OG0002532	11	11
OG0002533	9	9
OG0002534	10	10
OG0002535	8	8
OG0002536	10	10
OG0002537	9	5
OG0002538	7	7
OG0002539	7	6
OG0002540	10	10
OG0002541	6	6
OG0002542	9	9
OG0002543	6	6
OG0002544	9	8
OG0002545	8	8
OG0002546	8	8
OG0002547	6	5
OG0002548	7	7
OG0002549	9	8
OG0002550	10	10
OG0002551	8	8
OG0002552	9	9
OG0002553	8	8
OG0002554	7	7
OG0002555	8	8
OG0002556	10	10
OG0002557	10	10
OG0002558	8	8
OG0002559	7	6
OG0002560	8	8
OG0002561	6	6
OG0002562	10	10
OG0002563	12	12
OG0002564	9	9
OG0002565	9	9
OG0002566	9	9
OG0002567	8	8
OG0002568	8	8
OG0002569	10	10
OG0002570	10	10
OG0002571	9	9
OG0002572	10	10
OG0002573	9	9
OG0002574	9	9
OG0002575	9	9
OG0002576	6	6
OG0002577	8	8
OG0002578	10	10
OG0002579	7	7
OG0002580	9	9
OG0002581	9	9
OG0002582	8	8
OG0002583	8	8
OG0002584	7	7
OG0002585	9	9
OG0002586	11	11
OG0002587	9	9
OG0002588	9	9
OG0002589	14	14
OG0002590	10	10
OG0002591	7	6
OG0002592	6	6
OG0002593	8	8
OG0002594	9	6
OG0002595	9	9
OG0002596	10	10
OG0002597	10	10
OG0002598	8	7
OG0002599	8	8
OG0002600	10	10
OG0002601	10	10
OG0002602	10	10
OG0002603	7	7
OG0002604	9	9
OG0002605	9	9
OG0002606	10	10
OG0002607	12	12
OG0002608	10	10
OG0002609	8	7
OG0002610	9	9
OG0002611	14	14
OG0002612	10	10
OG0002613	8	8
OG0002614	9	9
OG0002615	7	7
OG0002616	10	10
OG0002617	8	7
OG0002618	11	11
OG0002619	7	6
OG0002620	10	10
OG0002621	13	13
OG0002622	9	9
OG0002623	11	11
OG0002624	9	8
OG0002625	9	9
OG0002626	10	10
OG0002627	9	9
OG0002628	8	8
OG0002629	14	14
OG0002630	10	10
OG0002631	7	7
OG0002632	12	12
OG0002633	9	8
OG0002634	6	6
OG0002635	9	9
OG0002636	10	10
OG0002637	14	14
OG0002638	12	12
OG0002639	14	14
OG0002640	14	14
OG0002641	14	14
OG0002642	10	10
OG0002643	14	14
OG0002644	14	14
OG0002645	14	14
OG0002646	14	14
OG0002647	14	14
OG0002648	14	14
OG0002649	14	14
OG0002650	14	14
OG0002651	14	14
OG0002652	10	9
OG0002653	14	14
OG0002654	10	10
OG0002655	13	13
OG0002656	14	14
OG0002657	9	9
OG0002658	9	8
OG0002659	14	14
OG0002660	11	11
OG0002661	14	14
OG0002662	14	14
OG0002663	9	9
OG0002664	14	14
OG0002665	13	13
OG0002666	14	14
OG0002667	14	14
OG0002668	11	11
OG0002669	14	14
OG0002670	13	13
OG0002671	14	14
OG0002672	14	14
OG0002673	9	9
OG0002674	14	14
OG0002675	6	3
OG0002676	8	8
OG0002677	11	11
OG0002678	13	13
OG0002679	11	11
OG0002680	14	14
OG0002681	12	12
OG0002682	11	11
OG0002683	13	13
OG0002684	14	14
OG0002685	14	14
OG0002686	14	14
OG0002687	14	14
OG0002688	14	14
OG0002689	14	14
OG0002690	6	6
OG0002691	13	13
OG0002692	8	7
OG0002693	7	7
OG0002694	8	8
OG0002695	5	5
OG0002696	7	7
OG0002697	9	9
OG0002698	9	9
OG0002699	9	9
OG0002700	9	9
OG0002701	7	7
