HOG	OG	Gene Tree Parent Clade	Arachis_hypogaea	Brassica_napus	Capsicum_anuum	Prunus_persica	Solanum_lycopersicum
N3.HOG0000105	OG0000051	n0			CA05g18780, CA11g20040, CA05g18770, CA09g08030, CA00g19800, CA03g12840, CA11g08180, CA09g13830, CA01g29740, CA02g11690, CA09g05240, CA01g21920, CA00g98380, CA03g02290, CA07g10380, CA10g04050, CA12g05860, CA09g11920, CA04g05550, CA07g09140, CA02g02280, CA03g00450, CA01g00680, CA01g32890, CA10g09540, CA03g00230, CA12g02180, CA00g82460, CA03g00220, CA00g99330, CA03g02300, CA07g02080, CA12g02190, CA04g05560, CA06g10790, CA00g72750, CA06g23350, CA03g19300, CA06g25520, CA02g20180, CA04g04160, CA04g20790, CA00g91490, CA00g91500, CA01g32900, CA00g95190, CA02g03460, CA02g02610, CA02g10180, CA03g09560, CA00g72730, CA02g11680, CA09g04470, CA03g02270, CA00g93390, CA06g25530, CA05g12230, CA07g02090, CA00g98000, CA01g23720, CA02g04640, CA00g91480, CA07g10390, CA01g16620, CA03g13920, CA03g02280, CA05g12390, CA03g09570, CA00g72740, CA03g16490, CA09g10400, CA05g11550, CA09g07950, CA11g19320, CA00g99200, CA00g91510, CA09g07240, CA00g07310, CA02g02620, CA09g11910, CA06g06120, CA01g06940, CA02g20710, CA00g53920, CA02g04290, CA00g96120, CA04g15340, CA07g04860		Solyc02T000535.1
N3.HOG0000106	OG0000054	n1			CA03g33700, CA01g19930		Solyc07T000592.1
N3.HOG0000107	OG0000054	n13					Solyc01T001804.1, Solyc02T000446.1, Solyc12T000734.1
N3.HOG0000108	OG0000054	n16			CA07g03720		Solyc11T001747.1, Solyc03T000633.1, Solyc12T000488.1, Solyc01T000869.5, Solyc08T001309.1, Solyc03T000752.1
N3.HOG0000109	OG0000054	n22			CA02g11840		Solyc01T001431.1
N3.HOG0000110	OG0000054	n23			CA02g26290		Solyc08T001484.1, Solyc04T001675.1, Solyc03T000320.1, Solyc04T001396.1
N3.HOG0000111	OG0000054	n27			CA08g05590		Solyc12T000472.1
N3.HOG0000112	OG0000054	n28			CA12g06600, CA03g08910, CA05g02100, CA01g06360		Solyc12T000057.1
N3.HOG0000113	OG0000054	n32			CA04g20540, CA00g52250, CA08g14080, CA06g03950, CA09g13210		
N3.HOG0000114	OG0000054	n37					Solyc12T000966.1, Solyc08T001472.1, Solyc11T001771.1
N3.HOG0000115	OG0000054	n51			CA12g06470, CA08g03120, CA05g09710		
N3.HOG0000116	OG0000054	n54			CA09g06500, CA02g01460, CA12g08300, CA07g21590, CA01g05760, CA00g54080, CA11g15780		
N3.HOG0000117	OG0000054	n61			CA08g14010, CA02g11270, CA10g11140, CA02g15300, CA02g11200, CA01g09770		
N3.HOG0000118	OG0000054	n67			CA02g27590, CA04g17020		
N3.HOG0000119	OG0000054	n69			CA01g15740, CA01g27760		
N3.HOG0000120	OG0000054	n72			CA06g17170, CA03g28430, CA01g04140, CA11g04050, CA09g06690, CA02g24580, CA08g02940, CA00g84800, CA03g14300		Solyc10T002473.1
N3.HOG0000121	OG0000054	n81			CA07g15980		Solyc03T002120.1
N3.HOG0000122	OG0000054	n82			CA06g10280, CA02g13910		Solyc08T002567.1
N3.HOG0000123	OG0000054	n84			CA05g07480		
N3.HOG0000124	OG0000056	n1			CA02g11750		Solyc07T001526.1
N3.HOG0000125	OG0000056	n7			CA07g12940, CA08g05620, CA06g12080		
N3.HOG0000126	OG0000056	n11			CA09g07720, CA12g18030		
N3.HOG0000127	OG0000056	n20			CA10g17250		Solyc08T001482.1
N3.HOG0000128	OG0000056	n21			CA11g07660		Solyc12T001886.1
N3.HOG0000129	OG0000056	n22			CA00g75180, CA01g13180, CA07g13140, CA12g04770, CA01g26650, CA10g13600, CA12g11980, CA00g19870, CA02g08860, CA00g86540, CA04g09930, CA03g16360, CA10g09060, CA02g23840, CA04g03010, CA02g00050, CA07g04810, CA03g26170, CA07g12930, CA01g14930, CA09g01250, CA09g03800, CA05g07760, CA10g06120		Solyc01T001182.1, Solyc12T002269.1, Solyc07T001524.1, Solyc11T000843.1, Solyc06T000898.1, Solyc03T001798.1, Solyc07T000801.1, Solyc11T000950.1, Solyc09T002056.1, Solyc02T001838.1, Solyc06T000730.1, Solyc07T001611.1, Solyc05T001286.1, Solyc10T001596.1, Solyc10T001667.1, Solyc05T001952.1, Solyc03T001208.1, Solyc02T000892.1, Solyc04T002633.1, Solyc05T001511.1, Solyc01T002313.1, Solyc05T001096.1, Solyc10T001480.1, Solyc07T001682.1, Solyc05T001675.1, Solyc07T000780.1, Solyc08T001496.1, Solyc10T000333.1, Solyc03T000054.1
N3.HOG0000130	OG0000056	n74					Solyc02T000129.1, Solyc12T000111.1, Solyc01T000729.1, Solyc08T001292.1, Solyc03T001207.1, Solyc11T000871.1, Solyc07T001610.1, Solyc08T001267.1, Solyc05T001097.1, Solyc06T000650.1, Solyc07T001525.1
N3.HOG0000131	OG0000056	n84					Solyc12T002022.2, Solyc10T000691.1
N3.HOG0000132	OG0000056	n85			CA03g26160		Solyc08T000428.1
N3.HOG0000133	OG0000057	n0			CA00g88090, CA04g14700, CA00g93530, CA00g96020, CA01g06070, CA11g12660, CA02g09400, CA05g08080, CA00g18430, CA04g08790, CA02g02210, CA02g17880, CA08g10730, CA00g91840, CA03g25030, CA01g28540, CA02g15350, CA06g21910, CA10g19690, CA00g52590, CA08g04470, CA11g04290, CA01g17510, CA05g14110, CA03g29660, CA03g16590, CA09g01780, CA00g68660, CA03g17640, CA01g05270, CA10g17940, CA04g11130, CA03g11030, CA05g03890, CA00g41090, CA09g14850, CA02g08560, CA03g11040, CA00g63890, CA04g14710, CA08g11880, CA07g09620, CA04g05630, CA08g04460, CA06g10390, CA01g12060, CA03g06160, CA04g18650, CA02g14030, CA10g00650, CA05g10350, CA10g03480, CA07g06780, CA03g03500, CA10g17930, CA06g05920, CA01g05300, CA01g08560, CA04g08610, CA08g10310, CA09g12830, CA02g03760, CA11g11570, CA03g07560, CA07g08160, CA08g03170, CA06g07720, CA03g17630, CA02g02200, CA07g21240, CA01g12070, CA03g23290, CA00g93420, CA10g00640, CA05g14120, CA09g01790, CA01g28530, CA12g12890, CA02g15340, CA10g21100, CA09g09320, CA10g19700, CA00g52580, CA12g20120, CA03g16040		Solyc06T000670.1
N3.HOG0000134	OG0000058	n3			CA04g09720, CA01g08710, CA03g11800, CA05g10770		Solyc03T001370.1
N3.HOG0000135	OG0000058	n7			CA07g07180, CA01g32300		Solyc04T002158.1
N3.HOG0000136	OG0000058	n11			CA01g16780, CA04g10070		Solyc08T000281.1
N3.HOG0000137	OG0000058	n15			CA10g18030, CA03g04190		
N3.HOG0000138	OG0000058	n17			CA12g06920, CA07g07680, CA03g24060, CA12g15290, CA03g17910, CA11g13590, CA11g07530, CA05g11080, CA04g09910, CA01g28060, CA00g11070		
N3.HOG0000139	OG0000058	n28			CA02g14710, CA04g14290, CA01g23480, CA04g06420, CA12g07390, CA03g16700, CA03g16820, CA11g20270		Solyc09T001451.1
N3.HOG0000140	OG0000058	n36			CA11g13930, CA01g14960, CA10g13170, CA12g13030, CA00g25620		Solyc12T001359.1
N3.HOG0000141	OG0000058	n48			CA11g18530, CA01g03400, CA00g01650, CA01g13710, CA00g62870, CA09g07200, CA11g06580, CA03g18090, CA04g13470, CA11g10270, CA09g05750, CA03g00890, CA06g10700, CA05g04500, CA05g07610, CA02g29970, CA10g11920, CA12g07310, CA12g00560, CA12g15220, CA03g32390, CA06g08060, CA00g72120, CA00g58020		Solyc07T001649.1
N3.HOG0000142	OG0000058	n72			CA12g17100, CA03g32380, CA10g12270, CA11g09130		Solyc12T002219.1
N3.HOG0000143	OG0000058	n76			CA11g05270, CA00g52530, CA05g08870, CA09g12360		Solyc04T001890.1
N3.HOG0000144	OG0000058	n80			CA00g76050, CA00g11220		
N3.HOG0000145	OG0000058	n81			CA03g21540		Solyc08T000852.1, Solyc03T002796.1, Solyc08T000181.1
N3.HOG0000146	OG0000059	n1			CA03g13540, CA03g15690, CA02g08820, CA00g47430		Solyc07T000369.1
N3.HOG0000147	OG0000059	n5			CA03g06230, CA03g23160, CA10g06810, CA03g18220, CA11g01440, CA06g09540, CA07g14350, CA04g07880, CA10g07830, CA00g64120, CA07g12160, CA02g10370, CA06g10310, CA00g00820, CA10g12780, CA06g08820, CA01g27000, CA00g79650, CA06g11180, CA04g11310, CA01g01960, CA02g04400, CA00g88840, CA12g04880, CA10g21850, CA09g03640, CA00g09850, CA09g03150, CA09g03710, CA08g03960, CA12g18040, CA12g20510, CA07g05980, CA00g93760, CA10g10900, CA12g07550, CA08g05770, CA06g16260, CA03g19250, CA02g10380, CA00g30070, CA03g27280, CA05g00760, CA04g15940, CA01g16090, CA08g05780, CA03g17750, CA00g96160, CA09g04610, CA04g07870, CA10g20550, CA02g14670, CA00g43920, CA12g17140, CA07g04570, CA10g12790, CA10g10890, CA07g05970, CA01g12860, CA08g05350, CA01g19550, CA10g17740, CA12g01600, CA00g64050, CA03g09790, CA07g12170, CA12g20520, CA02g17800, CA01g20930, CA00g00810, CA04g15950, CA05g04980, CA09g03650, CA03g06540, CA11g01450, CA10g04530, CA05g08310, CA09g04620		Solyc07T001867.1
N3.HOG0000148	OG0000062	n1			CA08g06850		Solyc01T002823.1
N3.HOG0000149	OG0000062	n4			CA01g02160, CA00g63390, CA05g14250, CA03g08250, CA09g06640, CA10g06860, CA11g18460, CA02g04460		Solyc10T001906.1, Solyc03T001255.1, Solyc12T001394.1, Solyc05T001717.1, Solyc06T000600.1, Solyc10T001252.1, Solyc09T001527.1, Solyc10T001709.1, Solyc09T002061.1, Solyc05T001635.1, Solyc03T000714.1, Solyc06T000737.1, Solyc10T000401.1, Solyc01T001766.1, Solyc09T001413.1, Solyc02T000157.1, Solyc12T001925.1, Solyc12T001924.1, Solyc03T001078.1, Solyc01T001859.1, Solyc01T002234.1, Solyc08T000430.1, Solyc10T000402.1, Solyc02T000592.1, Solyc10T001764.1, Solyc01T001671.1, Solyc03T000941.1, Solyc07T001694.1, Solyc05T001229.1, Solyc12T001923.1, Solyc10T001710.1, Solyc10T001251.1, Solyc07T001300.1, Solyc09T000957.1, Solyc02T000335.1, Solyc06T000389.1, Solyc05T001634.1, Solyc09T001528.1, Solyc02T000156.1, Solyc07T001250.1, Solyc06T000390.1, Solyc05T001794.1, Solyc04T001575.1, Solyc06T000738.1, Solyc03T000891.1, Solyc02T000184.1, Solyc12T001393.1, Solyc04T000968.1, Solyc07T001433.1, Solyc01T001348.1, Solyc10T001734.1, Solyc02T000266.1, Solyc06T000511.1, Solyc05T001081.1, Solyc11T001632.1, Solyc12T000962.1, Solyc06T001846.1, Solyc01T001242.1, Solyc01T001703.1, Solyc10T000545.1, Solyc10T000544.1, PRAM_79618.1.p1, PRAM_47797.1.p1, Solyc03T000996.1, Solyc05T000945.1, Solyc12T001207.1, Solyc12T001475.1, Solyc08T001077.1
N3.HOG0000150	OG0000062	n79			CA10g08810		Solyc01T002628.1
N3.HOG0000151	OG0000065	n0					Solyc10T001287.1, Solyc11T001584.1, Solyc10T001317.1, Solyc10T001288.1, Solyc07T000620.1, Solyc04T000733.1, Solyc10T001289.1, Solyc03T001319.1, Solyc04T001647.1, Solyc07T000607.1, Solyc08T000736.1, Solyc11T001582.1, Solyc11T000573.1, Solyc06T001082.1, Solyc04T000706.1, Solyc09T001079.2, Solyc10T001290.1, Solyc08T000740.1, Solyc03T001115.1, Solyc03T001980.1, Solyc03T001318.1, Solyc10T001291.1, Solyc10T001837.1, Solyc11T001581.1, Solyc11T001534.1, Solyc04T000707.1, Solyc09T001071.1, Solyc02T000334.1, Solyc09T001183.1, Solyc11T001607.1, Solyc10T001689.1, Solyc01T002958.1, Solyc12T001683.1, Solyc07T000762.1, Solyc08T001327.1, Solyc10T001633.1, Solyc07T001211.1, Solyc06T000335.1, Solyc08T001444.1, Solyc08T001205.1, Solyc09T000615.1, Solyc05T001686.1, Solyc08T001021.1, Solyc08T000581.1, Solyc03T001838.1, Solyc03T001981.1, Solyc11T001122.1, Solyc01T001056.1, Solyc07T001098.1, Solyc10T001854.1, Solyc09T001718.1, Solyc11T001863.1, Solyc05T000935.1, Solyc12T001682.1, Solyc09T001077.1, Solyc06T001081.1, Solyc08T000738.1, Solyc07T001209.1, Solyc11T001585.1, Solyc02T000034.1, Solyc10T001853.1, Solyc11T001752.1, Solyc10T001319.1, Solyc07T001097.1, Solyc10T001030.1, Solyc07T000606.1, Solyc11T000574.1, Solyc10T001318.1, Solyc09T001998.1, Solyc04T000651.1, Solyc08T000741.1, Solyc05T000936.1, Solyc09T001999.1, Solyc11T001583.1, Solyc03T001321.1, Solyc09T001078.1, Solyc03T001320.1
N3.HOG0000152	OG0000066	n8			CA01g07800, CA01g02080, CA01g02070, CA09g03470		Solyc09T000116.1
N3.HOG0000153	OG0000066	n12			CA01g04280, CA01g04240, CA01g00990, CA01g01200, CA01g01010, CA10g03600, CA01g01040, CA01g01000, CA01g01050		Solyc08T002502.1
N3.HOG0000154	OG0000066	n21			CA09g02460, CA09g02480, CA09g02440		Solyc04T002981.2, Solyc08T002230.1, Solyc08T002228.1
N3.HOG0000155	OG0000066	n27			CA01g07810, CA01g04250, CA01g04270		Solyc08T002503.1
N3.HOG0000156	OG0000066	n30			CA09g02670, CA09g02730, CA09g02450		Solyc06T001787.2
N3.HOG0000157	OG0000066	n33			CA00g45280, CA01g04190		
N3.HOG0000158	OG0000066	n34			CA01g01190, CA03g20960, CA03g04920, CA00g86470, CA09g02470		
N3.HOG0000159	OG0000066	n44			CA04g22390		Solyc04T002957.1
N3.HOG0000160	OG0000066	n48			CA00g87830, CA01g29910		
N3.HOG0000161	OG0000066	n52			CA07g02900, CA11g00030		Solyc08T002229.1, Solyc08T001150.1
N3.HOG0000162	OG0000066	n60			CA03g26630, CA03g26810, CA03g26420, CA00g00670, CA00g00650, CA00g80660		Solyc03T002577.1
N3.HOG0000163	OG0000066	n66			CA03g26800		Solyc03T002816.1
N3.HOG0000164	OG0000066	n67			CA01g01080, CA00g83920, CA00g83910		Solyc04T001864.1, Solyc04T001862.1
N3.HOG0000165	OG0000066	n71			CA00g00660, CA05g14490, CA03g26640		Solyc03T002538.1
N3.HOG0000166	OG0000067	n0			CA10g06150		
N3.HOG0000167	OG0000070	n1					Solyc06T000833.1, Solyc08T001840.1
N3.HOG0000168	OG0000070	n20			CA07g00420		Solyc07T000185.1
N3.HOG0000169	OG0000070	n24			CA05g02440, CA08g12810		
N3.HOG0000170	OG0000070	n34			CA05g02790, CA05g02400, CA05g02250, CA05g05460, CA05g05530, CA05g02780		Solyc07T000569.1, Solyc04T000497.1, Solyc04T000551.1
N3.HOG0000171	OG0000070	n42			CA05g05550		Solyc04T000578.1
N3.HOG0000172	OG0000070	n43			CA05g02420, CA05g02370, CA04g07060, CA05g12420, CA05g07100		Solyc04T000489.1
N3.HOG0000173	OG0000070	n48			CA05g06470, CA05g03880, CA05g05570, CA05g02310, CA05g02740		Solyc04T000674.1
N3.HOG0000174	OG0000070	n53			CA05g02730		Solyc04T000488.1
N3.HOG0000175	OG0000070	n54			CA05g05590, CA05g02260		
N3.HOG0000176	OG0000070	n55			CA05g02650, CA05g02640, CA05g05520, CA05g02450, CA05g02750, CA05g02360, CA05g02410, CA05g02280, CA05g02670, CA05g02300, CA05g02240		
N3.HOG0000177	OG0000070	n65			CA05g02230		Solyc04T000577.1
N3.HOG0000178	OG0000070	n67			CA05g02340, CA05g05540, CA05g07120, CA05g02770		Solyc07T000568.1
N3.HOG0000179	OG0000070	n71			CA05g07840		Solyc02T000804.1
N3.HOG0000180	OG0000071	n0			CA08g06020		
N3.HOG0000181	OG0000076	n1			CA12g01090		Solyc11T000319.1
N3.HOG0000182	OG0000076	n3			CA00g72940, CA12g06860, CA04g21370		
N3.HOG0000183	OG0000076	n6			CA12g01400, CA12g01410, CA12g01390		Solyc11T000639.1, Solyc11T000557.1
N3.HOG0000184	OG0000076	n10			CA12g21970, CA00g73960, CA00g90160, CA12g22100, CA06g27210, CA12g21850, CA00g73970, CA00g93750, CA12g22090, CA00g90170, CA03g00050, CA00g91330, CA12g21860, CA03g00070, CA12g22080, CA00g90560, CA12g22290, CA06g03000, CA06g02980, CA00g91340, CA12g22300, CA12g21820, CA03g00060, CA12g22310, CA00g73980, CA00g90150, CA12g21840, CA06g27200, CA00g68910, CA12g00510, CA00g29850, CA01g33090, CA04g20040, CA00g45470, CA12g04730, CA00g45440, CA12g02950, CA03g19400, CA06g07970, CA08g11650, CA00g67750, CA00g70990, CA00g67700, CA00g83600, CA01g34010, CA00g45460, CA00g45480, CA00g45450, CA12g03550, CA12g00600, CA12g00520, CA12g00490, CA11g17660, CA00g62290, CA00g62270, CA00g62300, CA07g16710, CA07g20730, CA07g20710, CA07g02380		Solyc09T000502.1
N3.HOG0000185	OG0000077	n0			CA11g17320, CA02g22630, CA00g98420, CA00g99040, CA00g95970, CA00g94680, CA00g96200, CA00g99050, CA00g98680, CA00g97310, CA00g96730, CA00g92740, CA00g94670, CA00g97970, CA00g97240, CA00g97260, CA00g96390, CA00g93660, CA00g97950, CA00g93000, CA00g95880, CA00g97080, CA00g92290, CA00g92360, CA00g98200, CA00g97650, CA00g96610, CA00g95990, CA00g98450, CA00g94570, CA00g99100, CA00g97390, CA00g91920, CA00g94810, CA00g92110, CA00g98220, CA00g97720, CA10g22020, CA00g97690, CA00g92810, CA00g92280, CA10g08320, CA00g96480, CA00g92120, CA00g95830, CA03g16730, CA00g93400, CA00g95660, CA00g94180, CA00g95960, CA00g93450, CA00g94920, CA00g93460, CA00g95810, CA00g93890, CA10g12280, CA00g94340, CA00g94610, CA00g98670, CA00g98960, CA00g93860, CA00g97220, CA00g92720, CA00g97270, CA00g95820, CA00g94990, CA00g94260, CA00g95440, CA00g92270, CA00g97740		
N3.HOG0000186	OG0000078	n3			CA03g04040, CA03g04030, CA03g04050, CA07g03350, CA03g00510, CA03g00440, CA03g04080		Solyc08T000424.1
N3.HOG0000187	OG0000078	n10			CA03g00520, CA07g03340		Solyc09T002833.1
N3.HOG0000188	OG0000078	n16			CA02g01590		Solyc02T000902.1
N3.HOG0000189	OG0000078	n17			CA02g01630		Solyc02T000900.1, Solyc09T001797.1
N3.HOG0000190	OG0000078	n19			CA02g01610		Solyc02T000901.1, Solyc02T000861.1, Solyc09T001796.1
N3.HOG0000191	OG0000078	n22			CA02g25930, CA02g25940, CA02g25920		Solyc02T002558.1
N3.HOG0000192	OG0000078	n25			CA02g25890, CA02g25900, CA03g17470, CA02g25870		Solyc02T002560.1, Solyc02T002562.1
N3.HOG0000193	OG0000079	n4			CA11g17520		Solyc11T002157.1
N3.HOG0000194	OG0000079	n5			CA05g19680, CA05g19720, CA12g19710		Solyc05T002649.1
N3.HOG0000195	OG0000079	n21			CA04g02580, CA03g01790, CA03g01800, CA05g16930, CA12g19950, CA12g19930, CA12g16270, CA12g22530, CA12g22510		Solyc12T002830.1
N3.HOG0000196	OG0000079	n42			CA08g05710		Solyc12T000954.1, Solyc08T001544.1, Solyc08T001545.1
N3.HOG0000197	OG0000079	n53					Solyc03T003383.1
N3.HOG0000198	OG0000081	n1			CA04g22170, CA03g25690, CA01g25650		Solyc03T001602.1
N3.HOG0000199	OG0000081	n4			CA12g06440		Solyc03T000649.1, Solyc09T000978.1, Solyc06T000934.1, Solyc05T000866.1, Solyc10T002187.1, Solyc08T000601.1, Solyc08T000734.1, Solyc09T000956.2, Solyc08T000883.1, Solyc10T001146.1, Solyc01T000436.1, Solyc04T002118.1, Solyc08T000696.1, Solyc10T000792.1, Solyc04T001585.1, Solyc08T000884.1, Solyc10T001158.1, Solyc12T001174.2, Solyc03T001213.1, Solyc08T001336.1, Solyc05T001092.1, Solyc04T001037.1, Solyc03T001291.1, Solyc01T000752.1, Solyc04T001587.1, Solyc03T001591.1, Solyc10T001144.1, Solyc01T001287.1, Solyc08T000698.1, Solyc04T001586.1, Solyc10T001159.1, Solyc01T000568.1, Solyc02T001924.1, Solyc04T000450.1, Solyc10T000529.1, Solyc07T001067.1, Solyc01T001760.1, Solyc01T001894.1, Solyc03T000665.1, Solyc05T000989.1, Solyc01T002851.1, Solyc01T001343.1, Solyc08T000777.1, Solyc05T002043.1, Solyc07T000388.1, Solyc07T001938.1, Solyc05T000737.1, Solyc08T000776.1, Solyc06T000932.1, Solyc08T000481.1, Solyc10T002113.1, Solyc03T000650.1, Solyc08T000602.1, Solyc09T000977.1, Solyc06T000643.2, Solyc01T001296.1, Solyc06T000933.1, Solyc08T000482.1, Solyc05T000867.1, Solyc08T000735.1, Solyc10T002186.1, Solyc11T001551.1, Solyc03T001588.1, Solyc03T000961.1, Solyc03T000962.1
N3.HOG0000200	OG0000083	n1			CA10g14280		Solyc08T000755.1
N3.HOG0000201	OG0000083	n6			CA01g18600, CA01g18590, CA01g18580, CA01g18560		Solyc01T002367.1
N3.HOG0000202	OG0000083	n67			CA10g03840		Solyc10T001151.1
N3.HOG0000203	OG0000084	n5					Solyc10T002737.2, Solyc10T002738.1
N3.HOG0000204	OG0000084	n9			CA01g12720		Solyc01T000288.1
N3.HOG0000205	OG0000084	n10			CA01g12750, CA01g12580, CA01g12560		Solyc01T000291.1
N3.HOG0000206	OG0000084	n13			CA00g92130		Solyc01T000289.1
N3.HOG0000207	OG0000084	n15			CA01g05990		Solyc04T001925.1
N3.HOG0000208	OG0000084	n16			CA02g09530, CA12g05160, CA12g05240, CA12g05090, CA12g05140, CA00g52260, CA12g05070, CA02g09570, CA12g05220, CA12g05210		Solyc11T000287.1
N3.HOG0000209	OG0000084	n28			CA07g03270		Solyc07T000256.1
N3.HOG0000210	OG0000084	n29			CA07g11990		Solyc07T001948.1
N3.HOG0000211	OG0000084	n32			CA11g14520, CA00g34660, CA12g07430		Solyc08T001697.1
N3.HOG0000212	OG0000084	n35			CA08g02720, CA12g10820, CA06g03860, CA06g03870, CA06g11430		Solyc06T001280.1
N3.HOG0000213	OG0000084	n42			CA06g13710, CA06g13700		Solyc06T001649.1
N3.HOG0000214	OG0000084	n44			CA03g30980		Solyc06T000689.1, Solyc06T000619.1, Solyc08T001907.1, Solyc06T001261.1
N3.HOG0000215	OG0000084	n48			CA01g08100		Solyc08T001906.1, Solyc08T001905.1, Solyc08T001904.1
N3.HOG0000216	OG0000084	n62			CA10g06850		Solyc10T000583.1
N3.HOG0000217	OG0000084	n63			CA02g25360		Solyc02T002745.1
N3.HOG0000218	OG0000087	n10			CA00g97370, CA00g96510, CA00g97500, CA00g98930, CA00g95940		Solyc04T002052.1
N3.HOG0000219	OG0000087	n15			CA00g97750, CA00g96580, CA00g97630, CA00g98350, CA00g97150, CA00g98140, CA00g98210, CA00g99010, CA00g97820, CA00g97940, CA00g96810, CA00g96720, CA00g95760, CA00g91190, CA00g94230, CA00g96470, CA00g96850, CA00g97230, CA00g97120, CA00g97640, CA00g97210, CA00g98940, CA00g97590, CA00g97300, CA00g97870, CA00g98920, CA00g98280, CA00g98460, CA00g98430, CA00g96670, CA00g99190, CA00g98690, CA00g96620, CA00g98480, CA00g97410, CA00g98780, CA00g97050, CA00g97360, CA00g96500, CA00g97830, CA00g97620, CA00g95950, CA00g98820, CA00g98300, CA00g98400, CA00g96590, CA00g97100, CA00g97600, CA00g96630, CA00g97160, CA00g96820, CA04g21530		Solyc04T002886.1
N3.HOG0000220	OG0000092	n1			CA00g32810, CA08g00500, CA03g20450, CA08g00440		Solyc01T000659.1
N3.HOG0000221	OG0000092	n15			CA09g03440, CA00g32820, CA02g12650, CA03g20430, CA08g00360, CA00g45530		Solyc01T000660.1
N3.HOG0000222	OG0000092	n21			CA03g20460, CA02g11470, CA12g07630, CA01g12220, CA02g12220, CA08g00410, CA00g32910, CA00g32800, CA08g00480		Solyc01T000658.1
N3.HOG0000223	OG0000092	n30			CA04g05790, CA08g00380, CA08g00430, CA08g00390		Solyc10T001682.1
N3.HOG0000224	OG0000092	n34			CA02g12260, CA08g00530, CA08g00350, CA09g03460, CA01g11720, CA02g11430, CA00g32880, CA00g32920, CA12g07620		Solyc01T000597.1, Solyc01T000619.1
N3.HOG0000225	OG0000092	n44			CA02g12240, CA12g07610		
N3.HOG0000226	OG0000092	n45			CA03g20420, CA00g32930, CA08g00510, CA09g03450, CA08g00370, CA08g00400, CA08g00470, CA01g12240, CA08g00540, CA00g32830, CA08g01150, CA00g32860, CA08g00450, CA08g00460, CA02g12640, CA08g00420, CA00g32840, CA00g32900, CA02g12250, CA02g12230, CA08g00490		Solyc01T000421.1
N3.HOG0000227	OG0000093	n1			CA10g00530, CA00g25110, CA07g02760, CA03g02320, CA05g06590		Solyc09T002655.1, Solyc09T002654.1
N3.HOG0000228	OG0000093	n8			CA00g89820, CA05g06600		
N3.HOG0000229	OG0000093	n10			CA05g06620, CA05g06560		
N3.HOG0000230	OG0000093	n15			CA00g88060, CA00g88040		Solyc09T002658.1
N3.HOG0000231	OG0000093	n17			CA10g17800, CA10g17790, CA10g17780, CA10g17770, CA05g06580		Solyc09T002656.1
N3.HOG0000232	OG0000093	n23			CA03g00880		Solyc09T002774.1
N3.HOG0000233	OG0000093	n25			CA00g77060, CA00g77070		Solyc09T002743.1, Solyc09T002744.1
N3.HOG0000234	OG0000093	n31			CA10g13790, CA04g11450, CA01g33140, CA01g33160, CA02g00400		Solyc08T000067.1, Solyc03T003155.1, Solyc03T003154.1
N3.HOG0000235	OG0000093	n38			CA09g17290		Solyc08T001804.1
N3.HOG0000236	OG0000093	n44			CA09g09120		Solyc09T001907.1, Solyc09T001906.1
N3.HOG0000237	OG0000093	n46			CA00g82660		Solyc10T002943.1
N3.HOG0000238	OG0000093	n47			CA10g05020		Solyc10T002942.1, Solyc10T002944.1
N3.HOG0000239	OG0000093	n49			CA09g05600		Solyc09T000526.1, Solyc09T000527.1, Solyc09T000528.1, Solyc09T000525.1
N3.HOG0000240	OG0000093	n53			CA03g18100		Solyc03T000369.1, Solyc03T000370.1
N3.HOG0000241	OG0000093	n57			CA06g04780, CA05g16920		Solyc05T002465.1
N3.HOG0000242	OG0000093	n59			CA05g16850, CA05g16860		Solyc05T001503.1
N3.HOG0000243	OG0000093	n61			CA06g25150, CA03g02900		Solyc09T002639.1
N3.HOG0000244	OG0000093	n63			CA05g06610, CA12g02510		Solyc10T001717.1, Solyc10T001718.1
N3.HOG0000245	OG0000095	n2			CA06g05160		Solyc06T000084.1
N3.HOG0000246	OG0000095	n12			CA03g18170		Solyc03T000376.1
N3.HOG0000247	OG0000095	n13			CA06g06690		Solyc06T000691.1
N3.HOG0000248	OG0000095	n17					Solyc04T001904.6
