Orthogroup	Arachis_hypogaea	Capsicum_anuum
OG0001263	arahy.Tifrunner.gnm1.ann1.4SL3FM.1, arahy.Tifrunner.gnm1.ann1.4AVB6E.1, arahy.Tifrunner.gnm1.ann1.1L601T.1, arahy.Tifrunner.gnm1.ann1.N0BIWD.1, arahy.Tifrunner.gnm1.ann1.RY9WXU.2, arahy.Tifrunner.gnm1.ann1.NX1HSL.1, arahy.Tifrunner.gnm1.ann1.W2JFNW.1, arahy.Tifrunner.gnm1.ann1.3TK2SI.1, arahy.Tifrunner.gnm1.ann1.AY1CAG.1, arahy.Tifrunner.gnm1.ann1.7R2GDL.1, arahy.Tifrunner.gnm1.ann1.A7DQCV.1, arahy.Tifrunner.gnm1.ann1.WD7W4L.1, arahy.Tifrunner.gnm1.ann1.NE22RT.1, arahy.Tifrunner.gnm1.ann1.CIMT38.2	CA09g10170
OG0001264	arahy.Tifrunner.gnm1.ann1.P060ZG.1, arahy.Tifrunner.gnm1.ann1.V2K6XN.2, arahy.Tifrunner.gnm1.ann1.E2XQ4Y.2, arahy.Tifrunner.gnm1.ann1.1XI841.3	CA04g00420, CA03g06120, CA00g85780, CA00g85770
OG0001265	arahy.Tifrunner.gnm1.ann1.W71F47.1, arahy.Tifrunner.gnm1.ann1.3KS0IU.1	CA08g01290
OG0001265	arahy.Tifrunner.gnm1.ann1.YCS2XP.1, arahy.Tifrunner.gnm1.ann1.V8S7TV.1	CA09g00790
OG0001266	arahy.Tifrunner.gnm1.ann1.U4TVD9.1, arahy.Tifrunner.gnm1.ann1.HCPJ2X.1, arahy.Tifrunner.gnm1.ann1.NB68NZ.1, arahy.Tifrunner.gnm1.ann1.B0USY3.1, arahy.Tifrunner.gnm1.ann1.PD5CRZ.1, arahy.Tifrunner.gnm1.ann1.F176HW.1, arahy.Tifrunner.gnm1.ann1.FLH3LF.1, arahy.Tifrunner.gnm1.ann1.9S24RV.1, arahy.Tifrunner.gnm1.ann1.PZN0G5.1	CA06g08070
OG0001267	arahy.Tifrunner.gnm1.ann1.40EGC8.4, arahy.Tifrunner.gnm1.ann1.81HEJY.1, arahy.Tifrunner.gnm1.ann1.H0C62V.1, arahy.Tifrunner.gnm1.ann1.Y2TGKW.4, arahy.Tifrunner.gnm1.ann1.VIP11X.6, arahy.Tifrunner.gnm1.ann1.F98T17.1, arahy.Tifrunner.gnm1.ann1.3AS7PC.7, arahy.Tifrunner.gnm1.ann1.AB5AZK.8, arahy.Tifrunner.gnm1.ann1.PD7I3L.6, arahy.Tifrunner.gnm1.ann1.98R2QB.6, arahy.Tifrunner.gnm1.ann1.2PBN0R.1, arahy.Tifrunner.gnm1.ann1.V507XA.3, arahy.Tifrunner.gnm1.ann1.18SBFH.1	CA10g17450
OG0001268	arahy.Tifrunner.gnm1.ann1.TT6QCG.1, arahy.Tifrunner.gnm1.ann1.47B3FN.1, arahy.Tifrunner.gnm1.ann1.W9D4FW.1	CA02g09620, CA10g19400
OG0001269	arahy.Tifrunner.gnm1.ann1.C2L54K.1, arahy.Tifrunner.gnm1.ann1.HJ42P8.1, arahy.Tifrunner.gnm1.ann1.G3522P.2, arahy.Tifrunner.gnm1.ann1.VB4B3G.1	CA11g14340
OG0001270	arahy.Tifrunner.gnm1.ann1.KV2ITS.1, arahy.Tifrunner.gnm1.ann1.MD1FPQ.1	CA03g11730
OG0001270	arahy.Tifrunner.gnm1.ann1.C08MUV.1, arahy.Tifrunner.gnm1.ann1.7CXY88.1, arahy.Tifrunner.gnm1.ann1.0LH7PF.1, arahy.Tifrunner.gnm1.ann1.KD0YSM.1	CA03g07190
OG0001271	arahy.Tifrunner.gnm1.ann1.J31RGV.1, arahy.Tifrunner.gnm1.ann1.PEJ957.1, arahy.Tifrunner.gnm1.ann1.UVA2LA.1, arahy.Tifrunner.gnm1.ann1.YXC49N.1, arahy.Tifrunner.gnm1.ann1.Q9GFR9.1	CA06g25090
OG0001271	arahy.Tifrunner.gnm1.ann1.B6BKJY.3, arahy.Tifrunner.gnm1.ann1.LT1T36.3, arahy.Tifrunner.gnm1.ann1.BA10YE.1	CA00g00870
OG0001273	arahy.Tifrunner.gnm1.ann1.ZYC5JB.1, arahy.Tifrunner.gnm1.ann1.I3574Z.2, arahy.Tifrunner.gnm1.ann1.50CAXW.1, arahy.Tifrunner.gnm1.ann1.LZ85EL.1	CA03g04720, CA03g04730
OG0001273	arahy.Tifrunner.gnm1.ann1.L6V7JZ.1, arahy.Tifrunner.gnm1.ann1.WILW72.1	CA03g09480
OG0001274	arahy.Tifrunner.gnm1.ann1.6S4AXF.1, arahy.Tifrunner.gnm1.ann1.Y3FQDK.1, arahy.Tifrunner.gnm1.ann1.N0FVBM.1, arahy.Tifrunner.gnm1.ann1.DJ21JL.1, arahy.Tifrunner.gnm1.ann1.YSG4IS.1	CA03g27430
OG0001274	arahy.Tifrunner.gnm1.ann1.V1ZA79.1, arahy.Tifrunner.gnm1.ann1.7RM2L3.1	CA11g06320
OG0001275	arahy.Tifrunner.gnm1.ann1.SG3J5R.1, arahy.Tifrunner.gnm1.ann1.3C4BUC.1, arahy.Tifrunner.gnm1.ann1.BB8XW9.1, arahy.Tifrunner.gnm1.ann1.8YT8MI.1, arahy.Tifrunner.gnm1.ann1.Q9M74Z.1, arahy.Tifrunner.gnm1.ann1.984TS9.4, arahy.Tifrunner.gnm1.ann1.5UEM0D.3, arahy.Tifrunner.gnm1.ann1.JS4MJM.1	CA05g12480
OG0001276	arahy.Tifrunner.gnm1.ann1.1N290L.1, arahy.Tifrunner.gnm1.ann1.AM735H.1, arahy.Tifrunner.gnm1.ann1.12MNW0.1, arahy.Tifrunner.gnm1.ann1.JW7TU4.1, arahy.Tifrunner.gnm1.ann1.DX8F1P.1, arahy.Tifrunner.gnm1.ann1.MH5UWC.1	CA00g44680, CA10g15040, CA08g12220, CA11g19180
OG0001277	arahy.Tifrunner.gnm1.ann1.PHP8BY.1, arahy.Tifrunner.gnm1.ann1.8PGV47.1, arahy.Tifrunner.gnm1.ann1.T7ACSZ.1, arahy.Tifrunner.gnm1.ann1.MRL478.1, arahy.Tifrunner.gnm1.ann1.38RLY4.1	CA09g03690, CA10g15590
OG0001277	arahy.Tifrunner.gnm1.ann1.KDI7TH.1, arahy.Tifrunner.gnm1.ann1.YSN9W3.1, arahy.Tifrunner.gnm1.ann1.QEK7F9.1, arahy.Tifrunner.gnm1.ann1.K6QUG2.1	CA00g85250, CA11g14070
OG0001278	arahy.Tifrunner.gnm1.ann1.YQ0Y7Z.1, arahy.Tifrunner.gnm1.ann1.WJVW7L.1	CA08g06870, CA08g06880, CA08g06860, CA08g06840, CA05g17270
OG0001279	arahy.Tifrunner.gnm1.ann1.L6NMZX.1, arahy.Tifrunner.gnm1.ann1.AX2FME.1, arahy.Tifrunner.gnm1.ann1.62DZ2D.1, arahy.Tifrunner.gnm1.ann1.ES60GW.1, arahy.Tifrunner.gnm1.ann1.XCU387.1	CA02g28400, CA00g36810
OG0001280	arahy.Tifrunner.gnm1.ann1.6XU9KP.1, arahy.Tifrunner.gnm1.ann1.SUG60F.1, arahy.Tifrunner.gnm1.ann1.GL6ZL4.1, arahy.Tifrunner.gnm1.ann1.LZX2G7.1, arahy.Tifrunner.gnm1.ann1.PV0UDP.1	CA00g79800
OG0001281	arahy.Tifrunner.gnm1.ann1.RFB5QL.1, arahy.Tifrunner.gnm1.ann1.3HU3V9.1, arahy.Tifrunner.gnm1.ann1.ZGM5A8.1	CA09g13970, CA05g17650
OG0001282	arahy.Tifrunner.gnm1.ann1.MDB4JZ.1, arahy.Tifrunner.gnm1.ann1.6LM78C.1	CA09g06930
OG0001283	arahy.Tifrunner.gnm1.ann1.LB917B.1, arahy.Tifrunner.gnm1.ann1.YWUF76.1, arahy.Tifrunner.gnm1.ann1.E3SGTC.1	CA07g04480
OG0001284	arahy.Tifrunner.gnm1.ann1.5C6TR6.1, arahy.Tifrunner.gnm1.ann1.118RMI.1, arahy.Tifrunner.gnm1.ann1.A1NYJ3.1, arahy.Tifrunner.gnm1.ann1.47SLDE.2	CA10g06280, CA08g08190
OG0001286	arahy.Tifrunner.gnm1.ann1.8LR0MX.1, arahy.Tifrunner.gnm1.ann1.J10IA2.1, arahy.Tifrunner.gnm1.ann1.WP52TP.1, arahy.Tifrunner.gnm1.ann1.P4IZU2.1, arahy.Tifrunner.gnm1.ann1.65LFFQ.1, arahy.Tifrunner.gnm1.ann1.S3VH2F.1, arahy.Tifrunner.gnm1.ann1.7DR0YX.1, arahy.Tifrunner.gnm1.ann1.YSB5JQ.1	CA11g17410
OG0001287	arahy.Tifrunner.gnm1.ann1.D87WTH.1, arahy.Tifrunner.gnm1.ann1.B8DF04.1	CA10g19360, CA10g19370, CA10g20860
OG0001288	arahy.Tifrunner.gnm1.ann1.R2LB69.1, arahy.Tifrunner.gnm1.ann1.98J6A9.1	CA10g00380
OG0001288	arahy.Tifrunner.gnm1.ann1.IZM7T4.1, arahy.Tifrunner.gnm1.ann1.WC60L4.1, arahy.Tifrunner.gnm1.ann1.81P1SM.1, arahy.Tifrunner.gnm1.ann1.10AK8N.2	CA00g70510, CA00g67850, CA04g02690
OG0001289	arahy.Tifrunner.gnm1.ann1.L8QKWP.1, arahy.Tifrunner.gnm1.ann1.XCJ48I.1, arahy.Tifrunner.gnm1.ann1.3CQ5XM.1, arahy.Tifrunner.gnm1.ann1.D8N65B.1	CA02g15460
OG0001289	arahy.Tifrunner.gnm1.ann1.GRH5DP.1, arahy.Tifrunner.gnm1.ann1.DNY4I5.1, arahy.Tifrunner.gnm1.ann1.05Z6FK.1, arahy.Tifrunner.gnm1.ann1.PFT7LK.1	CA09g11550
OG0001290	arahy.Tifrunner.gnm1.ann1.E07XC4.1, arahy.Tifrunner.gnm1.ann1.V2AQ6U.1, arahy.Tifrunner.gnm1.ann1.IAB5T5.1, arahy.Tifrunner.gnm1.ann1.4EXH7Q.1	CA02g17010, CA05g10600
OG0001290	arahy.Tifrunner.gnm1.ann1.HLP8WR.1, arahy.Tifrunner.gnm1.ann1.487RVS.2, arahy.Tifrunner.gnm1.ann1.XQ0FA6.1, arahy.Tifrunner.gnm1.ann1.L9YRC6.1	CA07g12900
OG0001292	arahy.Tifrunner.gnm1.ann1.NM6PKW.1	CA12g03750, CA12g06020, CA00g71590, CA01g18380, CA07g11160, CA05g05960, CA10g09560, CA00g41030
OG0001294	arahy.Tifrunner.gnm1.ann1.ZI8G8M.1, arahy.Tifrunner.gnm1.ann1.QR0RSD.1, arahy.Tifrunner.gnm1.ann1.87NRHB.2, arahy.Tifrunner.gnm1.ann1.P43UC4.1, arahy.Tifrunner.gnm1.ann1.YC4M78.1, arahy.Tifrunner.gnm1.ann1.3EP68E.1, arahy.Tifrunner.gnm1.ann1.UD26B0.1	CA06g26460, CA06g03100
OG0001295	arahy.Tifrunner.gnm1.ann1.0TB2XJ.1, arahy.Tifrunner.gnm1.ann1.MJZL7X.1, arahy.Tifrunner.gnm1.ann1.6K92H0.1, arahy.Tifrunner.gnm1.ann1.D81V2I.1, arahy.Tifrunner.gnm1.ann1.GG5HWM.1, arahy.Tifrunner.gnm1.ann1.JN64LG.1, arahy.Tifrunner.gnm1.ann1.T7VYQ6.1, arahy.Tifrunner.gnm1.ann1.4LX9HH.1, arahy.Tifrunner.gnm1.ann1.ZY6KWR.1, arahy.Tifrunner.gnm1.ann1.DGV151.1, arahy.Tifrunner.gnm1.ann1.G5DDSF.1, arahy.Tifrunner.gnm1.ann1.IEGY60.1	CA00g81820
OG0001296	arahy.Tifrunner.gnm1.ann1.F7AR35.1, arahy.Tifrunner.gnm1.ann1.U0YEJU.1, arahy.Tifrunner.gnm1.ann1.MNWX4W.1, arahy.Tifrunner.gnm1.ann1.U55V76.1, arahy.Tifrunner.gnm1.ann1.AM9QWL.1, arahy.Tifrunner.gnm1.ann1.067A10.1, arahy.Tifrunner.gnm1.ann1.3MFN7L.1, arahy.Tifrunner.gnm1.ann1.NU92WK.1, arahy.Tifrunner.gnm1.ann1.XI0QBF.1	CA12g20860, CA12g20800, CA12g20850, CA12g20870, CA12g20820
OG0001297	arahy.Tifrunner.gnm1.ann1.0Z6569.1, arahy.Tifrunner.gnm1.ann1.9D95UI.1, arahy.Tifrunner.gnm1.ann1.6XC0NT.1, arahy.Tifrunner.gnm1.ann1.8SMM2Y.1	CA07g10040
OG0001297	arahy.Tifrunner.gnm1.ann1.3YA759.1, arahy.Tifrunner.gnm1.ann1.H48ZYL.1	CA06g15930
OG0001298	arahy.Tifrunner.gnm1.ann1.RSPK5C.1, arahy.Tifrunner.gnm1.ann1.5GV92J.1	CA07g08390
OG0001298	arahy.Tifrunner.gnm1.ann1.Q5BZ28.1, arahy.Tifrunner.gnm1.ann1.TYQK0F.1, arahy.Tifrunner.gnm1.ann1.WISH7K.1	CA05g06710
OG0001298	arahy.Tifrunner.gnm1.ann1.TMW3CG.1	CA10g04740, CA02g18420, CA02g18430
OG0001299	arahy.Tifrunner.gnm1.ann1.EG8P2C.1, arahy.Tifrunner.gnm1.ann1.LLMJ9W.1	CA12g20650
OG0001300	arahy.Tifrunner.gnm1.ann1.PJKV74.1, arahy.Tifrunner.gnm1.ann1.976DYS.1, arahy.Tifrunner.gnm1.ann1.Q10QVY.1, arahy.Tifrunner.gnm1.ann1.CCQT9P.1, arahy.Tifrunner.gnm1.ann1.UDXZ3L.1	CA07g07590, CA05g11350
OG0001301	arahy.Tifrunner.gnm1.ann1.XUTR46.1, arahy.Tifrunner.gnm1.ann1.AQUA2C.1, arahy.Tifrunner.gnm1.ann1.75T26B.1, arahy.Tifrunner.gnm1.ann1.MX8VGA.1, arahy.Tifrunner.gnm1.ann1.48UY8P.1, arahy.Tifrunner.gnm1.ann1.35C0M2.1, arahy.Tifrunner.gnm1.ann1.WU9C10.1, arahy.Tifrunner.gnm1.ann1.4NI9N6.1, arahy.Tifrunner.gnm1.ann1.S7KJ0A.1, arahy.Tifrunner.gnm1.ann1.V7S8AY.1, arahy.Tifrunner.gnm1.ann1.P4C6EV.1	CA06g24420
OG0001302	arahy.Tifrunner.gnm1.ann1.I3PUBY.1	CA06g17970
OG0001302	arahy.Tifrunner.gnm1.ann1.9V29BW.1, arahy.Tifrunner.gnm1.ann1.H8PRE0.2	CA11g01360
OG0001303	arahy.Tifrunner.gnm1.ann1.F7S1IB.1, arahy.Tifrunner.gnm1.ann1.1K9E55.2	CA07g03850
OG0001303	arahy.Tifrunner.gnm1.ann1.NKR70F.2, arahy.Tifrunner.gnm1.ann1.0AR657.1, arahy.Tifrunner.gnm1.ann1.TX6A6S.1, arahy.Tifrunner.gnm1.ann1.AE7RJF.1, arahy.Tifrunner.gnm1.ann1.7YRF18.1, arahy.Tifrunner.gnm1.ann1.QMVE3T.1	CA12g13090, CA06g17230, CA03g31940
OG0001304	arahy.Tifrunner.gnm1.ann1.7J37F0.1, arahy.Tifrunner.gnm1.ann1.JHHH6T.1, arahy.Tifrunner.gnm1.ann1.K4491K.1	CA02g30090
OG0001304	arahy.Tifrunner.gnm1.ann1.919QYJ.2, arahy.Tifrunner.gnm1.ann1.XMHS8A.1, arahy.Tifrunner.gnm1.ann1.UCK419.1, arahy.Tifrunner.gnm1.ann1.13C0EN.1	CA11g01550
OG0001306	arahy.Tifrunner.gnm1.ann1.IH9T3K.1, arahy.Tifrunner.gnm1.ann1.FW6W1M.1	CA05g19180, CA00g54150
OG0001306	arahy.Tifrunner.gnm1.ann1.NK5JY0.1, arahy.Tifrunner.gnm1.ann1.2H77W4.1	CA06g10470, CA10g04790
OG0001308	arahy.Tifrunner.gnm1.ann1.J6L1EX.1, arahy.Tifrunner.gnm1.ann1.UME9CN.2, arahy.Tifrunner.gnm1.ann1.N84Z86.2, arahy.Tifrunner.gnm1.ann1.6DQD63.2	CA10g07130, CA08g19450
OG0001308	arahy.Tifrunner.gnm1.ann1.35ZHSZ.1, arahy.Tifrunner.gnm1.ann1.QN35JK.1	CA04g05670, CA10g12150, CA02g20760
OG0001309	arahy.Tifrunner.gnm1.ann1.W31NC6.1	CA11g19000
OG0001310	arahy.Tifrunner.gnm1.ann1.GD0UEJ.1, arahy.Tifrunner.gnm1.ann1.932KHQ.1	CA01g16080
OG0001310	arahy.Tifrunner.gnm1.ann1.2HI4J5.1, arahy.Tifrunner.gnm1.ann1.6UMZ2R.1	CA10g19310, CA10g20930
OG0001312	arahy.Tifrunner.gnm1.ann1.MMD2EH.1, arahy.Tifrunner.gnm1.ann1.1WCD0X.1, arahy.Tifrunner.gnm1.ann1.X5DM3W.1, arahy.Tifrunner.gnm1.ann1.HT5LPE.1	CA08g02040, CA01g08600, CA00g85480
OG0001312	arahy.Tifrunner.gnm1.ann1.A9DRMK.1, arahy.Tifrunner.gnm1.ann1.VWQQ3X.1	CA08g19520, CA06g07300
OG0001313	arahy.Tifrunner.gnm1.ann1.KA6YJ2.1, arahy.Tifrunner.gnm1.ann1.DG0T3J.1, arahy.Tifrunner.gnm1.ann1.Z6CAHI.1, arahy.Tifrunner.gnm1.ann1.E1UHJ9.1	CA03g35040
OG0001313	arahy.Tifrunner.gnm1.ann1.18HYB7.1, arahy.Tifrunner.gnm1.ann1.MTW1LM.1	CA00g34300
OG0001314	arahy.Tifrunner.gnm1.ann1.HLYC1U.1, arahy.Tifrunner.gnm1.ann1.LZF6S4.1	CA02g14820
OG0001314	arahy.Tifrunner.gnm1.ann1.40ERU4.1, arahy.Tifrunner.gnm1.ann1.36NELZ.1	CA08g02880, CA00g51940
OG0001315	arahy.Tifrunner.gnm1.ann1.M46YAQ.1, arahy.Tifrunner.gnm1.ann1.9B3CJG.1	CA00g82490
OG0001316	arahy.Tifrunner.gnm1.ann1.SQUJ3K.1	CA03g15540, CA01g11140
OG0001316	arahy.Tifrunner.gnm1.ann1.ASBV53.1, arahy.Tifrunner.gnm1.ann1.L32ZBM.1, arahy.Tifrunner.gnm1.ann1.YC3N4I.1, arahy.Tifrunner.gnm1.ann1.UNBK0L.1, arahy.Tifrunner.gnm1.ann1.M8FB6S.2	CA11g15190, CA03g17360
OG0001317	arahy.Tifrunner.gnm1.ann1.WI1D2C.2, arahy.Tifrunner.gnm1.ann1.CQ5GAV.2	CA05g09620
OG0001317	arahy.Tifrunner.gnm1.ann1.TCIE48.1, arahy.Tifrunner.gnm1.ann1.PSQ86Q.1	CA00g34770, CA02g23340
OG0001318	arahy.Tifrunner.gnm1.ann1.X8E4UZ.1, arahy.Tifrunner.gnm1.ann1.B6VTS2.1, arahy.Tifrunner.gnm1.ann1.FRWT0V.1, arahy.Tifrunner.gnm1.ann1.NH2FYW.1	CA11g18920, CA06g24040
OG0001319	arahy.Tifrunner.gnm1.ann1.C0Y0G1.1, arahy.Tifrunner.gnm1.ann1.H0Z6HL.1	CA03g34150, CA06g16940
OG0001321	arahy.Tifrunner.gnm1.ann1.F4BP1L.1, arahy.Tifrunner.gnm1.ann1.Y7FF37.1, arahy.Tifrunner.gnm1.ann1.EGDQ86.1, arahy.Tifrunner.gnm1.ann1.DBU8EU.2, arahy.Tifrunner.gnm1.ann1.EYUN0W.1, arahy.Tifrunner.gnm1.ann1.ZP3GRT.1, arahy.Tifrunner.gnm1.ann1.M3CBH7.1	CA05g06200
OG0001322	arahy.Tifrunner.gnm1.ann1.EJIH9F.1, arahy.Tifrunner.gnm1.ann1.96C52J.1	CA06g24340, CA06g03930, CA11g13580
OG0001323	arahy.Tifrunner.gnm1.ann1.R1Y5X8.1	CA10g15440, CA11g18580, CA10g15430, CA10g15410, CA10g15400, CA09g02090, CA09g02080, CA11g17930, CA00g82190
OG0001324	arahy.Tifrunner.gnm1.ann1.80STHH.1, arahy.Tifrunner.gnm1.ann1.UZ3GC4.1	CA07g21150
OG0001324	arahy.Tifrunner.gnm1.ann1.9XY3DG.1, arahy.Tifrunner.gnm1.ann1.YW5LIS.1	CA07g21160
OG0001325	arahy.Tifrunner.gnm1.ann1.FB8STF.1, arahy.Tifrunner.gnm1.ann1.228PAQ.2	CA07g04180, CA07g10300, CA01g00220
OG0001327	arahy.Tifrunner.gnm1.ann1.SH745U.1, arahy.Tifrunner.gnm1.ann1.F6CKCC.1, arahy.Tifrunner.gnm1.ann1.I20P02.1, arahy.Tifrunner.gnm1.ann1.NFB54Z.1	CA10g01930, CA07g16100
OG0001329	arahy.Tifrunner.gnm1.ann1.JLH8ZD.1, arahy.Tifrunner.gnm1.ann1.4FD4U0.1, arahy.Tifrunner.gnm1.ann1.AYA763.1, arahy.Tifrunner.gnm1.ann1.DGXB7X.1, arahy.Tifrunner.gnm1.ann1.98QD99.1, arahy.Tifrunner.gnm1.ann1.SERK2X.1, arahy.Tifrunner.gnm1.ann1.15YI41.1, arahy.Tifrunner.gnm1.ann1.E0PK62.1, arahy.Tifrunner.gnm1.ann1.CP8NJF.1, arahy.Tifrunner.gnm1.ann1.PL6B48.1	CA02g26380, CA04g08440, CA02g26390
OG0001330	arahy.Tifrunner.gnm1.ann1.8L3EY1.1, arahy.Tifrunner.gnm1.ann1.ZW8ZX0.1	CA07g12460
OG0001330	arahy.Tifrunner.gnm1.ann1.AWBY5G.1, arahy.Tifrunner.gnm1.ann1.1L3883.1	CA07g18810, CA10g00160
OG0001331	arahy.Tifrunner.gnm1.ann1.HN3KPZ.1, arahy.Tifrunner.gnm1.ann1.LK05G0.1	CA10g04160, CA02g15860
OG0001331	arahy.Tifrunner.gnm1.ann1.3V0V2N.1, arahy.Tifrunner.gnm1.ann1.2T4TQI.1	CA10g00490
OG0001332	arahy.Tifrunner.gnm1.ann1.JA76Y5.1, arahy.Tifrunner.gnm1.ann1.08JA7Z.1, arahy.Tifrunner.gnm1.ann1.QM3HVQ.1, arahy.Tifrunner.gnm1.ann1.HAV8AB.1	CA12g12060
OG0001333	arahy.Tifrunner.gnm1.ann1.LV7AN2.1, arahy.Tifrunner.gnm1.ann1.U5Z5L6.1	CA07g05920
OG0001333	arahy.Tifrunner.gnm1.ann1.YP8DRN.1	CA01g05120
OG0001334	arahy.Tifrunner.gnm1.ann1.A3SZXW.1, arahy.Tifrunner.gnm1.ann1.T2CQE4.1	CA01g16010, CA05g16200, CA00g84120
OG0001334	arahy.Tifrunner.gnm1.ann1.F3Y113.1, arahy.Tifrunner.gnm1.ann1.PM8GQZ.1, arahy.Tifrunner.gnm1.ann1.6GE0SS.1	CA02g12340, CA03g16910
OG0001335	arahy.Tifrunner.gnm1.ann1.LQH9T0.2, arahy.Tifrunner.gnm1.ann1.LWGR4X.2	CA08g02190, CA05g09420
OG0001336	arahy.Tifrunner.gnm1.ann1.C1L015.1, arahy.Tifrunner.gnm1.ann1.H515SB.1, arahy.Tifrunner.gnm1.ann1.GR8EZE.1, arahy.Tifrunner.gnm1.ann1.Y4DE2H.1, arahy.Tifrunner.gnm1.ann1.2VF7RX.1, arahy.Tifrunner.gnm1.ann1.DHC9UX.1	CA01g07220, CA00g67690, CA06g13430
OG0001337	arahy.Tifrunner.gnm1.ann1.CM68RF.2, arahy.Tifrunner.gnm1.ann1.IE8W25.2, arahy.Tifrunner.gnm1.ann1.AKPI0I.2	CA11g07350, CA05g09470
OG0001337	arahy.Tifrunner.gnm1.ann1.1XW75L.1, arahy.Tifrunner.gnm1.ann1.G88L7W.1	CA07g00130
OG0001338	arahy.Tifrunner.gnm1.ann1.HKP4CQ.1, arahy.Tifrunner.gnm1.ann1.Q5DVPF.1, arahy.Tifrunner.gnm1.ann1.XVC262.1, arahy.Tifrunner.gnm1.ann1.XW0WPQ.1, arahy.Tifrunner.gnm1.ann1.1X45M3.1, arahy.Tifrunner.gnm1.ann1.S5HTEX.1	CA01g07570, CA03g20190, CA02g04970, CA02g00470, CA02g00500
OG0001339	arahy.Tifrunner.gnm1.ann1.6Z1DTG.1, arahy.Tifrunner.gnm1.ann1.NB98VA.1, arahy.Tifrunner.gnm1.ann1.QM99BA.1, arahy.Tifrunner.gnm1.ann1.S7A2EF.1, arahy.Tifrunner.gnm1.ann1.IXQ7CK.1, arahy.Tifrunner.gnm1.ann1.95G8P9.1	CA00g74130, CA09g16520, CA09g14810, CA01g32700
OG0001340	arahy.Tifrunner.gnm1.ann1.QWNC93.1, arahy.Tifrunner.gnm1.ann1.FX1CEN.1, arahy.Tifrunner.gnm1.ann1.IG85PU.1, arahy.Tifrunner.gnm1.ann1.DDX2YA.1, arahy.Tifrunner.gnm1.ann1.D5Y0EF.1, arahy.Tifrunner.gnm1.ann1.WWU0A6.1, arahy.Tifrunner.gnm1.ann1.41BJXF.1, arahy.Tifrunner.gnm1.ann1.W4KKVA.1, arahy.Tifrunner.gnm1.ann1.64QJ3Y.1, arahy.Tifrunner.gnm1.ann1.V0VBM3.1, arahy.Tifrunner.gnm1.ann1.T05FEK.1, arahy.Tifrunner.gnm1.ann1.ZC4AM7.1	CA10g08000
OG0001341	arahy.Tifrunner.gnm1.ann1.3XBT3V.2, arahy.Tifrunner.gnm1.ann1.3ZSL29.1	CA08g18340
OG0001341	arahy.Tifrunner.gnm1.ann1.2K2QP4.1, arahy.Tifrunner.gnm1.ann1.FDJT5A.1, arahy.Tifrunner.gnm1.ann1.AB13B4.1, arahy.Tifrunner.gnm1.ann1.R0DZQ3.1	CA04g19940
OG0001342	arahy.Tifrunner.gnm1.ann1.KE4T51.1, arahy.Tifrunner.gnm1.ann1.GJ0FTP.1, arahy.Tifrunner.gnm1.ann1.Z0JMUR.1	CA07g04510
OG0001342	arahy.Tifrunner.gnm1.ann1.64BLAQ.1	CA03g36640
OG0001343	arahy.Tifrunner.gnm1.ann1.R9ZCFD.1, arahy.Tifrunner.gnm1.ann1.XM0XDL.1, arahy.Tifrunner.gnm1.ann1.X7P2RE.1, arahy.Tifrunner.gnm1.ann1.TDG8V6.2	CA00g82870
OG0001344	arahy.Tifrunner.gnm1.ann1.YGY15Y.1	CA11g08750
OG0001344	arahy.Tifrunner.gnm1.ann1.4IKS7C.3, arahy.Tifrunner.gnm1.ann1.V50W2G.1	CA03g26330
OG0001345	arahy.Tifrunner.gnm1.ann1.SZ2FPT.1, arahy.Tifrunner.gnm1.ann1.YX0GAM.1	CA09g05760, CA10g09600, CA09g01700
OG0001345	arahy.Tifrunner.gnm1.ann1.1U7KPM.1, arahy.Tifrunner.gnm1.ann1.H8QPA0.1, arahy.Tifrunner.gnm1.ann1.Z2DCYU.1, arahy.Tifrunner.gnm1.ann1.M82ZKQ.1	CA06g07830
OG0001346	arahy.Tifrunner.gnm1.ann1.UTF5F5.1, arahy.Tifrunner.gnm1.ann1.KYEU97.1	CA07g11610
OG0001346	arahy.Tifrunner.gnm1.ann1.I64K46.1, arahy.Tifrunner.gnm1.ann1.K6BACF.1	CA04g21190
OG0001347	arahy.Tifrunner.gnm1.ann1.1BHK1H.1, arahy.Tifrunner.gnm1.ann1.246EX0.1, arahy.Tifrunner.gnm1.ann1.57RBBI.1, arahy.Tifrunner.gnm1.ann1.XBFI6K.1, arahy.Tifrunner.gnm1.ann1.JZQU6N.1	CA08g08120
OG0001348	arahy.Tifrunner.gnm1.ann1.35E9MG.1, arahy.Tifrunner.gnm1.ann1.ANFG2H.1, arahy.Tifrunner.gnm1.ann1.3E5CY6.1, arahy.Tifrunner.gnm1.ann1.MA62LX.1	CA06g07740
OG0001349	arahy.Tifrunner.gnm1.ann1.5WZ8DH.1, arahy.Tifrunner.gnm1.ann1.T95NYF.1	CA12g00650
OG0001350	arahy.Tifrunner.gnm1.ann1.X5Q5RE.1, arahy.Tifrunner.gnm1.ann1.W4JVCT.1	CA01g21390
OG0001350	arahy.Tifrunner.gnm1.ann1.8Z3R8Q.1, arahy.Tifrunner.gnm1.ann1.SAS3Z5.1	CA01g12630, CA11g12310
