Orthogroup	Arachis_hypogaea	Solanum_lycopersicum
OG0000109	arahy.Tifrunner.gnm1.ann1.XRL6UG.1, arahy.Tifrunner.gnm1.ann1.XZ1J2P.1, arahy.Tifrunner.gnm1.ann1.Z32C6Q.1, arahy.Tifrunner.gnm1.ann1.JIXG41.1, arahy.Tifrunner.gnm1.ann1.INWB9U.1, arahy.Tifrunner.gnm1.ann1.94LQEE.1, arahy.Tifrunner.gnm1.ann1.3CP25B.1, arahy.Tifrunner.gnm1.ann1.L5CGP9.1, arahy.Tifrunner.gnm1.ann1.F1JPW2.1, arahy.Tifrunner.gnm1.ann1.381GIR.1, arahy.Tifrunner.gnm1.ann1.1KA2VU.1, arahy.Tifrunner.gnm1.ann1.LJCR4H.1	Solyc05T000628.1, Solyc10T000803.1, Solyc10T000796.1, Solyc11T001139.1, Solyc12T001034.1, Solyc10T000806.1, Solyc09T001491.1, Solyc03T000902.1, Solyc11T001143.1, Solyc11T001247.1, Solyc05T002053.1, Solyc05T002057.1, Solyc03T000107.1, Solyc03T000108.1, Solyc09T001265.1, Solyc05T000632.1, Solyc05T002051.1, Solyc05T000631.1
OG0000113	arahy.Tifrunner.gnm1.ann1.PAA9BU.1, arahy.Tifrunner.gnm1.ann1.AL1RZL.1, arahy.Tifrunner.gnm1.ann1.HF6EG5.1, arahy.Tifrunner.gnm1.ann1.0G9B1N.1	Solyc04T001692.1, Solyc11T000545.1, Solyc10T001724.1, Solyc04T001702.1, Solyc04T001704.1, Solyc04T001696.1, Solyc04T001703.1, Solyc04T001698.1, Solyc04T001700.1, Solyc04T001689.1, Solyc11T000548.3, Solyc10T001723.1, Solyc10T001726.1, Solyc10T001720.1, Solyc10T001722.1
OG0000118	arahy.Tifrunner.gnm1.ann1.KH6B5H.1, arahy.Tifrunner.gnm1.ann1.ZKXL37.1, arahy.Tifrunner.gnm1.ann1.THM2IN.1, arahy.Tifrunner.gnm1.ann1.06TEM4.1, arahy.Tifrunner.gnm1.ann1.ZVXK34.4, arahy.Tifrunner.gnm1.ann1.I5UGXE.1, arahy.Tifrunner.gnm1.ann1.CVQ7TS.1, arahy.Tifrunner.gnm1.ann1.S0UFBH.1, arahy.Tifrunner.gnm1.ann1.WE1EI7.1, arahy.Tifrunner.gnm1.ann1.RP4NXG.1, arahy.Tifrunner.gnm1.ann1.L6A5G2.1, arahy.Tifrunner.gnm1.ann1.5Y9MTZ.1, arahy.Tifrunner.gnm1.ann1.7B0ACA.1, arahy.Tifrunner.gnm1.ann1.8XG5WK.1, arahy.Tifrunner.gnm1.ann1.P3DR9P.1, arahy.Tifrunner.gnm1.ann1.6K70C8.1, arahy.Tifrunner.gnm1.ann1.Y0PLFS.1, arahy.Tifrunner.gnm1.ann1.IC7WFX.1, arahy.Tifrunner.gnm1.ann1.78R4V6.1, arahy.Tifrunner.gnm1.ann1.PQ0I8W.1, arahy.Tifrunner.gnm1.ann1.YWW6BT.1, arahy.Tifrunner.gnm1.ann1.V2KEMD.1, arahy.Tifrunner.gnm1.ann1.A89EQ4.1, arahy.Tifrunner.gnm1.ann1.LUKB4F.1, arahy.Tifrunner.gnm1.ann1.5N34JX.1, arahy.Tifrunner.gnm1.ann1.P0BRAJ.1, arahy.Tifrunner.gnm1.ann1.BZ4YM3.1, arahy.Tifrunner.gnm1.ann1.FZJ4PH.1, arahy.Tifrunner.gnm1.ann1.T8ALRF.1, arahy.Tifrunner.gnm1.ann1.50R0Y8.1, arahy.Tifrunner.gnm1.ann1.RN7II1.2, arahy.Tifrunner.gnm1.ann1.37HYKA.1, arahy.Tifrunner.gnm1.ann1.W4II7B.1, arahy.Tifrunner.gnm1.ann1.5PMJ60.1, arahy.Tifrunner.gnm1.ann1.Q56HID.1, arahy.Tifrunner.gnm1.ann1.1ZUZ54.1, arahy.Tifrunner.gnm1.ann1.CUW4CV.1, arahy.Tifrunner.gnm1.ann1.0WE2W7.1, arahy.Tifrunner.gnm1.ann1.PS7FJ4.2, arahy.Tifrunner.gnm1.ann1.ADN3D2.1, arahy.Tifrunner.gnm1.ann1.8W1B0F.2, arahy.Tifrunner.gnm1.ann1.NRK3PF.1, arahy.Tifrunner.gnm1.ann1.UWE409.1, arahy.Tifrunner.gnm1.ann1.HF790K.1, arahy.Tifrunner.gnm1.ann1.9MZ5HL.1, arahy.Tifrunner.gnm1.ann1.JN7S8K.1, arahy.Tifrunner.gnm1.ann1.90C8Z0.1, arahy.Tifrunner.gnm1.ann1.TJ7CVH.1, arahy.Tifrunner.gnm1.ann1.2ELG64.1, arahy.Tifrunner.gnm1.ann1.4HIY73.1, arahy.Tifrunner.gnm1.ann1.Z00V7E.1, arahy.Tifrunner.gnm1.ann1.486ADY.1, arahy.Tifrunner.gnm1.ann1.ZYLI8Y.1, arahy.Tifrunner.gnm1.ann1.1UL4FR.1, arahy.Tifrunner.gnm1.ann1.G3S6MP.1, arahy.Tifrunner.gnm1.ann1.T6CN8Y.1, arahy.Tifrunner.gnm1.ann1.DD6RUZ.1, arahy.Tifrunner.gnm1.ann1.U2Q3GN.1	Solyc11T000062.1
OG0000124	arahy.Tifrunner.gnm1.ann1.KQZX4E.1	Solyc09T001302.1, Solyc05T002232.1, Solyc01T001949.1, Solyc08T001079.1, Solyc12T001071.1, Solyc09T001417.1, Solyc04T001796.1, Solyc04T001813.1, Solyc04T001805.1, Solyc04T001800.1, Solyc04T001816.1, Solyc04T001801.1, Solyc04T001806.1, Solyc07T001392.1, Solyc07T001558.1, Solyc07T001712.1, Solyc04T001807.1, Solyc05T002046.1, Solyc12T001164.1, Solyc03T001532.1, Solyc10T001733.1, Solyc04T001120.1, Solyc05T000557.1, Solyc03T000313.1, Solyc07T001183.1, Solyc12T001348.1, Solyc01T001397.1, Solyc07T001184.1, Solyc09T001576.1, Solyc12T001403.1, Solyc05T001892.1, Solyc05T002045.1, Solyc07T001448.1, Solyc09T001485.1, Solyc04T000905.1, Solyc04T001119.1, Solyc06T000996.1, Solyc01T001076.1, Solyc09T001418.1, Solyc05T002233.1
OG0000133	arahy.Tifrunner.gnm1.ann1.DBH2B1.1	Solyc05T001151.1
OG0000139	arahy.Tifrunner.gnm1.ann1.V16S4V.1, arahy.Tifrunner.gnm1.ann1.1KTY7R.1, arahy.Tifrunner.gnm1.ann1.S8G8YG.1, arahy.Tifrunner.gnm1.ann1.4ZV927.1, arahy.Tifrunner.gnm1.ann1.I1MYW0.1, arahy.Tifrunner.gnm1.ann1.03Q7VJ.1	Solyc03T001598.1, Solyc03T001597.1
OG0000140	arahy.Tifrunner.gnm1.ann1.APP8UD.1	Solyc02T001396.1
OG0000140	arahy.Tifrunner.gnm1.ann1.A5PTB1.1	Solyc03T002527.1
OG0000147	arahy.Tifrunner.gnm1.ann1.M1AXPP.1, arahy.Tifrunner.gnm1.ann1.1541Y3.1, arahy.Tifrunner.gnm1.ann1.P1Z8MH.1, arahy.Tifrunner.gnm1.ann1.MLG9BT.1, arahy.Tifrunner.gnm1.ann1.K9GL5G.1, arahy.Tifrunner.gnm1.ann1.42LL83.1, arahy.Tifrunner.gnm1.ann1.FT6SUY.1	PRAM_26245.1.p1
OG0000147	arahy.Tifrunner.gnm1.ann1.2U2D57.1, arahy.Tifrunner.gnm1.ann1.GW3QL7.1, arahy.Tifrunner.gnm1.ann1.63GLR8.1, arahy.Tifrunner.gnm1.ann1.Z64X3Y.1, arahy.Tifrunner.gnm1.ann1.H41NY2.1, arahy.Tifrunner.gnm1.ann1.96PB6J.1, arahy.Tifrunner.gnm1.ann1.2TIK4C.1, arahy.Tifrunner.gnm1.ann1.MZJT69.1	Solyc05T000399.1, Solyc04T000158.1, Solyc05T000401.1
OG0000155	arahy.Tifrunner.gnm1.ann1.L8KVB3.1, arahy.Tifrunner.gnm1.ann1.VU3H9N.1, arahy.Tifrunner.gnm1.ann1.ID495C.1, arahy.Tifrunner.gnm1.ann1.X7UX0V.1, arahy.Tifrunner.gnm1.ann1.10ECP5.2, arahy.Tifrunner.gnm1.ann1.E4I4JS.1	Solyc01T000861.1, Solyc07T001352.1, Solyc07T001238.1, Solyc07T001220.1, Solyc01T001981.1, Solyc01T001483.1, Solyc07T001275.1, Solyc07T001218.1, Solyc07T001267.1, Solyc07T001260.1, Solyc07T001270.1, Solyc07T001271.1, Solyc07T001258.1, Solyc07T001356.1, Solyc07T001276.1, Solyc07T001354.1, Solyc01T003173.1, Solyc09T000816.1, Solyc07T001264.1, Solyc01T001482.1, Solyc01T001497.1, Solyc07T001257.1, Solyc01T001982.1
OG0000164	arahy.Tifrunner.gnm1.ann1.XZI96J.1, arahy.Tifrunner.gnm1.ann1.TX730R.1, arahy.Tifrunner.gnm1.ann1.I5UB9Z.1, arahy.Tifrunner.gnm1.ann1.RJ3HQ5.1, arahy.Tifrunner.gnm1.ann1.BXP6HQ.1, arahy.Tifrunner.gnm1.ann1.658MFZ.1, arahy.Tifrunner.gnm1.ann1.LKMD2I.1, arahy.Tifrunner.gnm1.ann1.DAV6SS.1, arahy.Tifrunner.gnm1.ann1.X4TXS8.1	Solyc08T000138.1
OG0000165	arahy.Tifrunner.gnm1.ann1.V1GZBW.1, arahy.Tifrunner.gnm1.ann1.A9BSDH.1, arahy.Tifrunner.gnm1.ann1.VTI3QV.1, arahy.Tifrunner.gnm1.ann1.ZJ6I06.1, arahy.Tifrunner.gnm1.ann1.CXK9V5.1, arahy.Tifrunner.gnm1.ann1.3B9B5X.1, arahy.Tifrunner.gnm1.ann1.I4EBGW.1, arahy.Tifrunner.gnm1.ann1.U204L7.1, arahy.Tifrunner.gnm1.ann1.NC333T.1, arahy.Tifrunner.gnm1.ann1.ANPF37.1, arahy.Tifrunner.gnm1.ann1.8BT59E.1, arahy.Tifrunner.gnm1.ann1.UB30J7.1, arahy.Tifrunner.gnm1.ann1.HG6XTC.1, arahy.Tifrunner.gnm1.ann1.9FM0BX.1, arahy.Tifrunner.gnm1.ann1.N5266S.1, arahy.Tifrunner.gnm1.ann1.5FL4AU.1	Solyc05T000285.1
OG0000165	arahy.Tifrunner.gnm1.ann1.PWAC4T.1, arahy.Tifrunner.gnm1.ann1.08QMYU.2	Solyc12T001869.1, Solyc03T002257.1
OG0000167	arahy.Tifrunner.gnm1.ann1.S75E27.1, arahy.Tifrunner.gnm1.ann1.02EYZX.1, arahy.Tifrunner.gnm1.ann1.A9PH9N.1	Solyc07T002371.2
OG0000173	arahy.Tifrunner.gnm1.ann1.2HU8EJ.1	Solyc10T001267.1, Solyc11T001356.1
OG0000173	arahy.Tifrunner.gnm1.ann1.PK4DTL.1	Solyc05T001447.1
OG0000173	arahy.Tifrunner.gnm1.ann1.QE2SNE.1	Solyc11T001363.1
OG0000175	arahy.Tifrunner.gnm1.ann1.0Q00UB.1, arahy.Tifrunner.gnm1.ann1.VRM8BV.1	Solyc04T002726.1
OG0000175	arahy.Tifrunner.gnm1.ann1.MJ29ZM.1, arahy.Tifrunner.gnm1.ann1.Q9F5SX.1, arahy.Tifrunner.gnm1.ann1.21D9BM.1, arahy.Tifrunner.gnm1.ann1.056HEM.1, arahy.Tifrunner.gnm1.ann1.AK4T3E.1, arahy.Tifrunner.gnm1.ann1.CC54W0.1	Solyc04T002731.1, Solyc04T002728.1
OG0000176	arahy.Tifrunner.gnm1.ann1.ARM8GS.1, arahy.Tifrunner.gnm1.ann1.T10V46.1	Solyc01T000713.1, Solyc01T000701.1, Solyc01T000124.1
OG0000179	arahy.Tifrunner.gnm1.ann1.FZ7LTG.1	Solyc01T003496.1
OG0000180	arahy.Tifrunner.gnm1.ann1.8TF3WB.1, arahy.Tifrunner.gnm1.ann1.WJIQ4A.1, arahy.Tifrunner.gnm1.ann1.A5BJE4.1, arahy.Tifrunner.gnm1.ann1.DR7X1V.1, arahy.Tifrunner.gnm1.ann1.FVXT0M.1, arahy.Tifrunner.gnm1.ann1.H3NIE5.1, arahy.Tifrunner.gnm1.ann1.22EC2Q.2, arahy.Tifrunner.gnm1.ann1.7J3SUQ.1, arahy.Tifrunner.gnm1.ann1.554ZX1.1, arahy.Tifrunner.gnm1.ann1.N5YDJK.1, arahy.Tifrunner.gnm1.ann1.MTQ70D.1, arahy.Tifrunner.gnm1.ann1.9T04HJ.1, arahy.Tifrunner.gnm1.ann1.AG2ZXZ.1, arahy.Tifrunner.gnm1.ann1.032U0L.1, arahy.Tifrunner.gnm1.ann1.49BDLC.1, arahy.Tifrunner.gnm1.ann1.2HJ0TV.1, arahy.Tifrunner.gnm1.ann1.MD7XU0.1	Solyc01T000470.1, Solyc09T002791.1, Solyc11T000154.1, Solyc09T002794.1, Solyc09T002793.1, Solyc11T000155.1
OG0000182	arahy.Tifrunner.gnm1.ann1.9C57BJ.1, arahy.Tifrunner.gnm1.ann1.WX5DE3.1, arahy.Tifrunner.gnm1.ann1.WDT8PU.1, arahy.Tifrunner.gnm1.ann1.FVA8KK.1, arahy.Tifrunner.gnm1.ann1.V0SS2W.1, arahy.Tifrunner.gnm1.ann1.WMI0Y6.1, arahy.Tifrunner.gnm1.ann1.79QGAF.1, arahy.Tifrunner.gnm1.ann1.A4UT03.1	Solyc01T004373.1
OG0000182	arahy.Tifrunner.gnm1.ann1.52I5HI.1, arahy.Tifrunner.gnm1.ann1.R39A5A.1, arahy.Tifrunner.gnm1.ann1.EL9BSJ.1	Solyc01T004374.1
OG0000183	arahy.Tifrunner.gnm1.ann1.6KFB7I.1	Solyc01T001488.1, Solyc12T001794.1, Solyc12T000103.1, Solyc08T001562.1, Solyc06T000209.1, Solyc06T000211.2, Solyc10T001679.1, Solyc12T002815.1
OG0000184	arahy.Tifrunner.gnm1.ann1.FXQ5KC.1	Solyc03T000911.1, Solyc05T001743.1, Solyc05T001744.1
OG0000188	arahy.Tifrunner.gnm1.ann1.C180KA.1, arahy.Tifrunner.gnm1.ann1.GS6JIA.1, arahy.Tifrunner.gnm1.ann1.DL8Y3K.1, arahy.Tifrunner.gnm1.ann1.QEX5C0.1, arahy.Tifrunner.gnm1.ann1.5ZM60A.1, arahy.Tifrunner.gnm1.ann1.E11MFK.1, arahy.Tifrunner.gnm1.ann1.HV242L.2, arahy.Tifrunner.gnm1.ann1.0779KL.1	Solyc07T002393.1
OG0000189	arahy.Tifrunner.gnm1.ann1.6UG5XV.1	Solyc12T001665.1
OG0000194	arahy.Tifrunner.gnm1.ann1.JIV3CX.1, arahy.Tifrunner.gnm1.ann1.JB0HVI.1, arahy.Tifrunner.gnm1.ann1.173QHH.1, arahy.Tifrunner.gnm1.ann1.VZ818S.1, arahy.Tifrunner.gnm1.ann1.C5JAZI.1, arahy.Tifrunner.gnm1.ann1.CDK8UN.1	Solyc09T002511.2, Solyc09T002509.1, Solyc09T002510.1, Solyc03T002034.1, Solyc03T002033.2, Solyc09T002507.1, Solyc12T000144.1, Solyc09T000409.1
OG0000195	arahy.Tifrunner.gnm1.ann1.37FE2U.1, arahy.Tifrunner.gnm1.ann1.5HQE64.1	Solyc10T000603.1
OG0000196	arahy.Tifrunner.gnm1.ann1.C21L6K.1	Solyc03T002347.1, Solyc06T002057.1
OG0000197	arahy.Tifrunner.gnm1.ann1.H3TEND.1, arahy.Tifrunner.gnm1.ann1.H9FWK3.1	Solyc10T002365.1, Solyc10T002361.1, Solyc10T002362.1
OG0000208	arahy.Tifrunner.gnm1.ann1.I255AM.1, arahy.Tifrunner.gnm1.ann1.BHDE6S.1, arahy.Tifrunner.gnm1.ann1.6D2G91.1, arahy.Tifrunner.gnm1.ann1.RNBV6A.1, arahy.Tifrunner.gnm1.ann1.6WEA5J.1, arahy.Tifrunner.gnm1.ann1.J2BZ41.1, arahy.Tifrunner.gnm1.ann1.60TT6H.2, arahy.Tifrunner.gnm1.ann1.56Z1DA.1, arahy.Tifrunner.gnm1.ann1.YX4IN3.4, arahy.Tifrunner.gnm1.ann1.DJ3JB0.1, arahy.Tifrunner.gnm1.ann1.D6AW8Q.1, arahy.Tifrunner.gnm1.ann1.08UV73.1, arahy.Tifrunner.gnm1.ann1.M2HI9M.5, arahy.Tifrunner.gnm1.ann1.N4GAS1.3, arahy.Tifrunner.gnm1.ann1.5I47GQ.1, arahy.Tifrunner.gnm1.ann1.VA6IN1.1, arahy.Tifrunner.gnm1.ann1.5ZS5X5.1	Solyc03T000898.1, Solyc04T001882.1
OG0000209	arahy.Tifrunner.gnm1.ann1.03D2PE.1, arahy.Tifrunner.gnm1.ann1.8Q9CA2.1, arahy.Tifrunner.gnm1.ann1.RD8EBH.1, arahy.Tifrunner.gnm1.ann1.M41MI0.1, arahy.Tifrunner.gnm1.ann1.3NJ4XJ.1, arahy.Tifrunner.gnm1.ann1.HB2QQZ.1, arahy.Tifrunner.gnm1.ann1.B3YEKY.1, arahy.Tifrunner.gnm1.ann1.4YX886.1, arahy.Tifrunner.gnm1.ann1.6UEV59.1, arahy.Tifrunner.gnm1.ann1.A8GCEE.1, arahy.Tifrunner.gnm1.ann1.3KF6VB.1, arahy.Tifrunner.gnm1.ann1.AXJT52.1, arahy.Tifrunner.gnm1.ann1.4CT70F.1	Solyc03T000541.1, Solyc02T001957.1, Solyc02T001953.1, Solyc02T001956.1, Solyc02T001954.1, Solyc02T001955.1
OG0000209	arahy.Tifrunner.gnm1.ann1.MNM086.1, arahy.Tifrunner.gnm1.ann1.34JMHW.1, arahy.Tifrunner.gnm1.ann1.2Q5L9E.1, arahy.Tifrunner.gnm1.ann1.PYEM9P.1	Solyc02T001959.1
OG0000210	arahy.Tifrunner.gnm1.ann1.L9P5SS.1	Solyc03T000851.1, Solyc03T000856.1, Solyc03T000853.1, Solyc01T004068.1
OG0000210	arahy.Tifrunner.gnm1.ann1.5D2RAG.1, arahy.Tifrunner.gnm1.ann1.JI3QAC.1, arahy.Tifrunner.gnm1.ann1.R8A83X.1, arahy.Tifrunner.gnm1.ann1.ZD80WJ.1, arahy.Tifrunner.gnm1.ann1.4J2USK.1, arahy.Tifrunner.gnm1.ann1.8T4BD4.1, arahy.Tifrunner.gnm1.ann1.CH3WPF.1, arahy.Tifrunner.gnm1.ann1.LP72HD.1	Solyc01T004066.1, Solyc01T004067.1, Solyc09T000738.1, Solyc01T004065.1, Solyc07T002196.1, Solyc01T004069.1, Solyc01T004072.1
OG0000211	arahy.Tifrunner.gnm1.ann1.5P7K6N.1, arahy.Tifrunner.gnm1.ann1.B6WU7N.1	Solyc04T001146.1, Solyc01T000921.1
OG0000211	arahy.Tifrunner.gnm1.ann1.4DVC71.1, arahy.Tifrunner.gnm1.ann1.TS71JS.1	Solyc11T001068.1, Solyc01T000922.1, Solyc11T001070.1
OG0000212	arahy.Tifrunner.gnm1.ann1.DFZ8YY.1	Solyc01T000950.1
OG0000212	arahy.Tifrunner.gnm1.ann1.0FQ6JR.1, arahy.Tifrunner.gnm1.ann1.13XSJR.1, arahy.Tifrunner.gnm1.ann1.XG10WT.1, arahy.Tifrunner.gnm1.ann1.R84DZU.1	Solyc11T001729.1
OG0000213	arahy.Tifrunner.gnm1.ann1.V4D6TT.1	Solyc01T001426.1, Solyc04T001180.1, Solyc09T001908.1, Solyc12T001448.1, Solyc01T003328.1, Solyc04T000748.1, Solyc07T000950.1, Solyc03T001405.1, Solyc12T001786.1, Solyc10T001601.1, Solyc05T001063.1, Solyc02T000712.1, Solyc08T000905.1, Solyc08T001525.1, Solyc07T002430.1, Solyc11T001608.1, Solyc12T001172.1, Solyc12T001171.1, Solyc12T001169.1, Solyc01T001039.1, Solyc01T001530.1, Solyc05T001715.1, Solyc03T001406.1, Solyc07T000949.1, Solyc03T001537.1, Solyc01T000810.1, Solyc05T001064.1, Solyc04T000956.1, Solyc03T001613.1
OG0000222	arahy.Tifrunner.gnm1.ann1.KI24FV.1, arahy.Tifrunner.gnm1.ann1.FR1ZDM.1	Solyc05T001132.1, Solyc11T001485.1
OG0000223	arahy.Tifrunner.gnm1.ann1.4JW8IZ.1, arahy.Tifrunner.gnm1.ann1.UNZM7G.1, arahy.Tifrunner.gnm1.ann1.A8GULN.1, arahy.Tifrunner.gnm1.ann1.W9N7XY.1, arahy.Tifrunner.gnm1.ann1.G1K9TP.1, arahy.Tifrunner.gnm1.ann1.I2MC74.1	Solyc02T001451.1
OG0000223	arahy.Tifrunner.gnm1.ann1.PJ5GMF.1	Solyc12T002186.1
OG0000224	arahy.Tifrunner.gnm1.ann1.J788ZI.1	Solyc05T001498.1, Solyc03T001563.1
OG0000224	arahy.Tifrunner.gnm1.ann1.NW7YUK.1, arahy.Tifrunner.gnm1.ann1.RVS99V.1, arahy.Tifrunner.gnm1.ann1.UMJV5L.1, arahy.Tifrunner.gnm1.ann1.CUBR2G.1, arahy.Tifrunner.gnm1.ann1.Y0LS4I.1, arahy.Tifrunner.gnm1.ann1.13Q8F8.1, arahy.Tifrunner.gnm1.ann1.DA0NUJ.1, arahy.Tifrunner.gnm1.ann1.1ITS02.1, arahy.Tifrunner.gnm1.ann1.WDK2BM.1	Solyc11T000513.2, Solyc11T000514.1, Solyc11T000476.1
OG0000235	arahy.Tifrunner.gnm1.ann1.45U5GW.1, arahy.Tifrunner.gnm1.ann1.UYUS3H.1, arahy.Tifrunner.gnm1.ann1.A1L2FP.1, arahy.Tifrunner.gnm1.ann1.K7QSJD.1, arahy.Tifrunner.gnm1.ann1.NFPE2L.1	Solyc03T001869.1
OG0000236	arahy.Tifrunner.gnm1.ann1.YDHQ7Y.1, arahy.Tifrunner.gnm1.ann1.WCN1YP.1, arahy.Tifrunner.gnm1.ann1.L410JY.1, arahy.Tifrunner.gnm1.ann1.BC5GM2.1	Solyc05T002101.1, Solyc01T002874.1
OG0000236	arahy.Tifrunner.gnm1.ann1.FN4EG0.1, arahy.Tifrunner.gnm1.ann1.Z8RB6C.1	Solyc11T002526.1
OG0000236	arahy.Tifrunner.gnm1.ann1.RQ7QZ9.2, arahy.Tifrunner.gnm1.ann1.AF4FIK.3	Solyc06T000015.1
OG0000236	arahy.Tifrunner.gnm1.ann1.80H1WW.1, arahy.Tifrunner.gnm1.ann1.C5DY5V.1	Solyc08T000452.1, Solyc12T000937.1
OG0000239	arahy.Tifrunner.gnm1.ann1.UWY4YC.1, arahy.Tifrunner.gnm1.ann1.Y9R7EH.1, arahy.Tifrunner.gnm1.ann1.7RZ9ZD.1, arahy.Tifrunner.gnm1.ann1.ZJK6D8.1	Solyc12T001732.1, Solyc07T002598.1, Solyc04T000773.1, Solyc04T000772.1, Solyc04T000766.1, Solyc04T000784.1, Solyc04T000767.1, Solyc12T001733.1, Solyc07T002600.1
OG0000246	arahy.Tifrunner.gnm1.ann1.S3ZP24.1, arahy.Tifrunner.gnm1.ann1.RP5N3Y.1, arahy.Tifrunner.gnm1.ann1.A9VDNP.1, arahy.Tifrunner.gnm1.ann1.4PNZ6Y.1	Solyc01T003962.1, Solyc01T003963.1, Solyc01T003964.1, Solyc01T003970.1
OG0000247	arahy.Tifrunner.gnm1.ann1.5DU88J.1, arahy.Tifrunner.gnm1.ann1.PP1EYL.1	Solyc06T002089.1
OG0000247	arahy.Tifrunner.gnm1.ann1.4JF4QJ.1, arahy.Tifrunner.gnm1.ann1.E67C5B.1, arahy.Tifrunner.gnm1.ann1.A62LL4.1, arahy.Tifrunner.gnm1.ann1.3JRE7Y.1, arahy.Tifrunner.gnm1.ann1.Y48MES.1, arahy.Tifrunner.gnm1.ann1.S4KWA1.1, arahy.Tifrunner.gnm1.ann1.QI34GE.1, arahy.Tifrunner.gnm1.ann1.AVR3JD.1, arahy.Tifrunner.gnm1.ann1.8XHA1T.1, arahy.Tifrunner.gnm1.ann1.HKUE12.1, arahy.Tifrunner.gnm1.ann1.9W2H9Q.1, arahy.Tifrunner.gnm1.ann1.CL29KC.1, arahy.Tifrunner.gnm1.ann1.B7YI93.1	Solyc06T001924.1, Solyc06T001925.2, Solyc06T001923.1
OG0000248	arahy.Tifrunner.gnm1.ann1.BD5KCN.1, arahy.Tifrunner.gnm1.ann1.KRJ4S2.1	Solyc02T002708.1
OG0000248	arahy.Tifrunner.gnm1.ann1.JS2UUQ.1, arahy.Tifrunner.gnm1.ann1.P17M1H.1	Solyc04T002506.1, Solyc08T000187.1, Solyc02T002359.1
OG0000249	arahy.Tifrunner.gnm1.ann1.B3W5YN.1, arahy.Tifrunner.gnm1.ann1.Y8F5KD.1, arahy.Tifrunner.gnm1.ann1.65MVIR.1, arahy.Tifrunner.gnm1.ann1.2H67VJ.1, arahy.Tifrunner.gnm1.ann1.77VLFZ.1	Solyc03T000677.1
OG0000249	arahy.Tifrunner.gnm1.ann1.WC2950.1, arahy.Tifrunner.gnm1.ann1.L9QBLA.1, arahy.Tifrunner.gnm1.ann1.YT05AF.1, arahy.Tifrunner.gnm1.ann1.L0U7LH.1	Solyc05T000351.1, Solyc05T000352.1
OG0000250	arahy.Tifrunner.gnm1.ann1.12HLQD.1, arahy.Tifrunner.gnm1.ann1.0U8PS9.1, arahy.Tifrunner.gnm1.ann1.H70GWQ.1, arahy.Tifrunner.gnm1.ann1.TQ3MBI.1	Solyc12T000542.1, Solyc07T002343.1, Solyc07T002342.1
OG0000250	arahy.Tifrunner.gnm1.ann1.VJD5NB.1, arahy.Tifrunner.gnm1.ann1.Z5CZ6Q.1	Solyc07T002344.1
OG0000251	arahy.Tifrunner.gnm1.ann1.H3ZTVM.1, arahy.Tifrunner.gnm1.ann1.Y26Y18.1, arahy.Tifrunner.gnm1.ann1.13J4KN.1	Solyc01T002079.1, Solyc01T002222.1, Solyc01T002364.1, Solyc12T002250.1, Solyc10T000398.1, Solyc01T002360.1, Solyc01T002391.1
OG0000251	arahy.Tifrunner.gnm1.ann1.IK3KCX.1, arahy.Tifrunner.gnm1.ann1.D91UJQ.1	Solyc04T002872.1
OG0000251	arahy.Tifrunner.gnm1.ann1.XYSL2Y.1	Solyc11T000405.1
OG0000252	arahy.Tifrunner.gnm1.ann1.QG99LK.1	Solyc03T000173.1, Solyc03T000174.1
OG0000253	arahy.Tifrunner.gnm1.ann1.A8RGCZ.1, arahy.Tifrunner.gnm1.ann1.RAC32H.1, arahy.Tifrunner.gnm1.ann1.0WQ1EB.1	PRAM_25906.1.p1
OG0000260	arahy.Tifrunner.gnm1.ann1.W83XS8.1, arahy.Tifrunner.gnm1.ann1.Y6TMI0.1	Solyc09T002271.1
OG0000260	arahy.Tifrunner.gnm1.ann1.X2PZVA.1, arahy.Tifrunner.gnm1.ann1.JCCX09.1, arahy.Tifrunner.gnm1.ann1.6Z8VVX.1, arahy.Tifrunner.gnm1.ann1.KIDE1I.1	Solyc01T003309.1
OG0000260	arahy.Tifrunner.gnm1.ann1.FLPC2Q.1, arahy.Tifrunner.gnm1.ann1.VEBE8E.1	Solyc12T002763.1, Solyc01T001853.1, Solyc01T001851.1, Solyc12T001074.1, Solyc12T001104.1
OG0000261	arahy.Tifrunner.gnm1.ann1.531WVK.1, arahy.Tifrunner.gnm1.ann1.SG054P.1, arahy.Tifrunner.gnm1.ann1.N2LXJ1.1, arahy.Tifrunner.gnm1.ann1.YJ1YKZ.1, arahy.Tifrunner.gnm1.ann1.ZH9CQ9.1	Solyc08T000788.1, Solyc03T001403.1, Solyc12T002839.1, Solyc01T002536.1, Solyc01T002532.1, Solyc01T002535.1
OG0000262	arahy.Tifrunner.gnm1.ann1.D8HE8P.1, arahy.Tifrunner.gnm1.ann1.2IW93A.1, arahy.Tifrunner.gnm1.ann1.DB1UC1.1, arahy.Tifrunner.gnm1.ann1.R2DD9C.1, arahy.Tifrunner.gnm1.ann1.8T3H8C.1, arahy.Tifrunner.gnm1.ann1.PGQR8U.1, arahy.Tifrunner.gnm1.ann1.8313P7.1, arahy.Tifrunner.gnm1.ann1.G3KF9G.1, arahy.Tifrunner.gnm1.ann1.HDLM03.1	Solyc01T002281.1
