Orthogroup	Prunus_persica	Solanum_lycopersicum
OG0000286	Prupe.5G051900.1, Prupe.2G304800.1, Prupe.2G099700.1	Solyc12T000056.1
OG0000286	Prupe.1G067000.1, Prupe.2G169200.1, Prupe.2G169000.1, Prupe.2G168800.1, Prupe.2G169500.1, Prupe.2G168400.1, Prupe.2G169100.1, Prupe.2G168700.1, Prupe.2G167700.1, Prupe.2G172300.1, Prupe.2G167500.1, Prupe.2G155800.1, Prupe.2G155500.1, Prupe.2G155900.1, Prupe.2G155600.1, Prupe.2G156100.1, Prupe.2G166100.1, Prupe.2G166300.1, Prupe.2G171500.1, Prupe.2G078600.1, Prupe.2G078100.1, Prupe.2G077700.1, Prupe.2G077400.1, Prupe.2G078800.1, Prupe.2G099600.1, Prupe.2G167600.1	Solyc07T000381.1, Solyc07T000379.1, Solyc07T000820.1, Solyc07T000378.1, Solyc07T000819.1
OG0000289	Prupe.3G222300.1, Prupe.3G222200.1	Solyc02T001684.1, Solyc01T003796.1, Solyc01T003794.1, Solyc01T003793.2
OG0000290	Prupe.1G169300.1, Prupe.1G169200.1, Prupe.1G169100.1	Solyc09T002785.1, Solyc12T002696.2, Solyc07T000329.1, Solyc09T002783.1, Solyc03T001106.1, Solyc01T001290.1, Solyc05T001364.1, Solyc01T001293.1, Solyc01T001806.1, Solyc05T001531.1, Solyc07T001454.1, Solyc07T001458.1, Solyc07T001451.1, Solyc07T001455.1, Solyc07T001461.1, Solyc07T001460.1, Solyc09T002784.1, Solyc12T002695.1, Solyc05T002502.1
OG0000291	Prupe.3G274300.1, Prupe.3G274200.1, Prupe.3G274100.1, Prupe.3G273900.1, Prupe.3G274000.1	Solyc02T002328.1, Solyc02T002327.1
OG0000292	Prupe.7G029600.1	Solyc12T001265.1, Solyc00T000029.1, Solyc04T000860.1
OG0000293	Prupe.3G185100.1, Prupe.3G184900.1, Prupe.3G185400.1, Prupe.3G185200.1, Prupe.3G185000.1, Prupe.7G013100.1, Prupe.3G184700.1, Prupe.3G184800.1, Prupe.3G184600.1	Solyc07T001616.1, Solyc07T001614.1, Solyc12T000644.1, Solyc09T002839.1, Solyc07T001612.1, Solyc07T001613.1
OG0000294	Prupe.7G269000.1	Solyc07T001968.1, Solyc05T000252.1, Solyc09T001798.1, Solyc05T001608.1, Solyc09T002461.1, Solyc10T001736.1, Solyc09T002140.1, Solyc09T000434.1, Solyc02T000538.1, Solyc09T002699.1, Solyc03T000644.1, Solyc09T002139.1, Solyc05T001574.1, Solyc01T001906.1
OG0000303	Prupe.1G504900.1, Prupe.1G504800.1	Solyc05T000081.1
OG0000306	Prupe.6G010300.1	Solyc01T000078.1, Solyc01T001101.1
OG0000306	Prupe.8G162200.1	Solyc10T001926.1, Solyc10T001925.1, Solyc10T001930.1, Solyc10T001924.1, Solyc10T000397.1, Solyc02T000450.1
OG0000306	Prupe.7G083100.1	Solyc07T001521.1
OG0000313	Prupe.7G214300.1, Prupe.7G214400.1	Solyc04T001976.1
OG0000315	Prupe.6G292500.1	Solyc09T000254.1, Solyc10T002093.1, Solyc10T002092.1, Solyc10T002100.1, Solyc09T000864.1, Solyc10T002084.1, Solyc10T002087.1, Solyc10T002086.1, Solyc10T002088.1
OG0000317	Prupe.7G265200.1	Solyc07T000086.1
OG0000317	Prupe.3G102300.1, Prupe.3G102200.1	Solyc11T002068.1
OG0000317	Prupe.6G252500.1, Prupe.6G079800.1	Solyc10T002923.1, Solyc09T000472.1, Solyc11T002064.1, Solyc06T002439.1
OG0000318	Prupe.4G097500.1, Prupe.4G097800.1, Prupe.4G097000.1, Prupe.4G096900.1, Prupe.4G096700.1, Prupe.4G092500.1, Prupe.4G096600.1, Prupe.4G096500.1, Prupe.4G097100.1, Prupe.4G096000.1	PRAM_25996.1.p1
OG0000319	Prupe.5G186900.1	Solyc03T002575.1, Solyc06T001942.1
OG0000319	Prupe.1G268700.1, Prupe.1G268500.1	Solyc01T000489.1
OG0000319	Prupe.3G271600.1	Solyc02T002341.1, Solyc03T001151.1, Solyc02T001003.1, Solyc03T001153.1, Solyc02T001002.1
OG0000320	Prupe.1G278600.1	Solyc05T000775.7
OG0000320	Prupe.1G278700.1, Prupe.1G278800.1, Prupe.3G264100.1	Solyc02T002398.2
OG0000321	Prupe.6G208400.1	Solyc05T002247.1
OG0000321	Prupe.1G536700.1, Prupe.1G536600.1, Prupe.1G538400.1, Prupe.1G538300.1	Solyc04T002465.1
OG0000321	Prupe.1G537300.1	Solyc04T002464.1, Solyc12T002360.5
OG0000328	Prupe.4G190100.1, Prupe.8G075500.1	Solyc10T002425.2, Solyc05T000847.1, Solyc09T001949.1, Solyc01T000514.1
OG0000331	Prupe.1G251500.1, Prupe.3G287000.1	Solyc01T000222.1
OG0000331	Prupe.6G308600.1, Prupe.1G109200.1, Prupe.6G229500.1, Prupe.3G005200.1	Solyc04T001005.2
OG0000333	Prupe.6G302700.1	Solyc01T003456.1
OG0000335	Prupe.8G186200.1, Prupe.8G186100.1, Prupe.8G186000.1, Prupe.8G185900.1, Prupe.8G150700.1, Prupe.8G150600.1, Prupe.I000900.1, Prupe.I001000.1, Prupe.6G211600.1	Solyc06T000159.1, Solyc08T000126.1, Solyc08T000125.2, Solyc08T000124.1
OG0000335	Prupe.1G505200.1, Prupe.1G505100.1	Solyc12T002624.1, Solyc12T002625.1
OG0000336	Prupe.4G087900.1, Prupe.4G087700.1	Solyc08T000387.2, Solyc08T000384.1, Solyc08T000546.1, Solyc08T000383.1
OG0000338	Prupe.5G185100.1, Prupe.5G185200.1	Solyc06T001997.3, Solyc03T002600.1
OG0000348	Prupe.2G150500.1, Prupe.2G150200.1, Prupe.2G150400.1, Prupe.2G150000.1, Prupe.2G149900.1, Prupe.2G150300.1, Prupe.2G151800.1	Solyc01T002788.1
OG0000348	Prupe.2G151500.1, Prupe.2G150600.1	Solyc08T002265.1
OG0000349	Prupe.8G093100.1, Prupe.8G093500.1, Prupe.8G093200.1, Prupe.8G093600.1, Prupe.8G092900.1, Prupe.8G092800.1, Prupe.8G093000.1, Prupe.8G092700.1	Solyc04T001867.1, Solyc04T001870.1, Solyc04T001866.2, Solyc04T001869.1
OG0000352	Prupe.1G519500.1, Prupe.1G520000.1, Prupe.1G519900.1, Prupe.1G519800.1, Prupe.1G520300.1, Prupe.1G520200.1, Prupe.1G520100.1, Prupe.1G520400.1, Prupe.1G519700.1, Prupe.1G519600.1	Solyc04T002334.1, Solyc04T002338.1, Solyc04T002341.1, Solyc04T002335.1, Solyc12T002319.3, Solyc04T002333.1, Solyc12T002318.1
OG0000362	Prupe.1G514100.1	Solyc12T002804.1, Solyc05T000693.1, Solyc01T001487.1, Solyc12T002071.1, Solyc08T001561.1, Solyc04T002563.1
OG0000365	Prupe.1G032100.1, Prupe.1G032000.1, Prupe.I000300.1, Prupe.1G032500.1, Prupe.I000200.1, Prupe.1G032400.1	Solyc10T002896.1, Solyc09T002489.1, Solyc09T002488.1, Solyc09T002487.1, Solyc09T002486.1, Solyc09T002484.2, Solyc09T002482.1, Solyc09T002483.1, Solyc09T002485.1
OG0000366	Prupe.6G335500.1, Prupe.1G142800.1	Solyc08T000243.4, Solyc01T003166.1, Solyc01T001976.1
OG0000366	Prupe.5G071100.1	Solyc01T002683.1, Solyc10T000680.1
OG0000367	Prupe.1G321200.1	Solyc02T002645.1
OG0000367	Prupe.5G228400.1, Prupe.5G228700.1, Prupe.5G228800.1, Prupe.8G008300.1, Prupe.5G228600.1, Prupe.5G228900.1, Prupe.5G228500.1, Prupe.5G229000.1, Prupe.1G345700.1, Prupe.1G334700.1	Solyc01T000031.1, Solyc01T000030.1, Solyc01T000019.1
OG0000368	Prupe.4G237600.1, Prupe.6G233700.1	Solyc09T000204.1, Solyc10T002685.1, Solyc06T002350.1, Solyc11T002331.1
OG0000368	Prupe.6G107800.1	Solyc03T002516.1
OG0000369	Prupe.6G025100.1	Solyc12T000743.5
OG0000369	Prupe.6G024900.1, Prupe.6G024800.1, Prupe.6G025000.1	Solyc07T002732.1
OG0000370	Prupe.7G124500.1, Prupe.7G124400.1, Prupe.7G124300.1, Prupe.7G124200.1, Prupe.7G124600.1	Solyc10T002876.1, Solyc10T002875.1, Solyc12T001887.1, Solyc12T001885.1, Solyc10T002667.1
OG0000371	Prupe.6G081300.1	Solyc06T000040.1, Solyc06T002067.1, Solyc05T002577.1, Solyc11T002549.1, Solyc04T000422.1
OG0000372	Prupe.1G545900.1, Prupe.2G015900.1, Prupe.2G016500.1, Prupe.2G015800.1, Prupe.2G016300.1, Prupe.6G131100.1, Prupe.6G131500.1, Prupe.6G131800.1, Prupe.6G131400.1, Prupe.6G131600.1	PRAM_25896.1.p1
OG0000385	Prupe.7G072300.1, Prupe.7G072400.1, Prupe.7G072200.1	Solyc01T000451.1
OG0000388	Prupe.4G007000.1	Solyc05T002536.1, Solyc11T000644.1
OG0000389	Prupe.4G080700.1	Solyc02T001223.1, Solyc08T000607.1
OG0000389	Prupe.4G150200.1, Prupe.1G536200.1	Solyc07T002369.1, Solyc07T002370.1, Solyc07T002363.1, Solyc10T000263.1
OG0000390	Prupe.1G504300.1, Prupe.2G037500.1	Solyc01T003005.1
OG0000390	Prupe.7G038800.1	Solyc12T000991.1, Solyc10T002241.1, Solyc10T002463.2
OG0000391	Prupe.7G129100.1, Prupe.7G129500.1, Prupe.6G046800.1	Solyc12T000015.1, Solyc04T001022.1, Solyc04T000039.1, Solyc04T000040.1, Solyc04T000986.1, Solyc08T001557.1
OG0000392	Prupe.3G161600.1	Solyc11T000504.3
OG0000392	Prupe.1G329900.1	Solyc05T001676.1
OG0000393	Prupe.7G019000.1, Prupe.4G179100.1	Solyc08T002142.1, Solyc08T000239.1, Solyc12T001861.1, Solyc10T002217.1, Solyc12T002497.1, Solyc11T000146.1, Solyc01T003556.1
OG0000393	Prupe.3G008200.1	Solyc01T003390.1
OG0000394	Prupe.1G209400.1	Solyc08T000326.1, Solyc08T002431.3, Solyc02T001273.1, Solyc08T000327.1
OG0000394	Prupe.5G111600.1	Solyc12T002203.1
OG0000396	Prupe.6G039600.1	Solyc06T002593.1, Solyc06T000145.2
OG0000396	Prupe.6G033700.1	Solyc03T000564.1, Solyc02T001998.1
OG0000396	Prupe.2G183100.1, Prupe.6G296100.1	Solyc08T002446.1, Solyc10T000499.2
OG0000396	Prupe.2G306300.1	Solyc03T000251.1
OG0000396	Prupe.5G114000.1	Solyc05T002122.1
OG0000397	Prupe.5G078300.1, Prupe.5G077800.1, Prupe.5G078200.1, Prupe.5G078100.1, Prupe.5G077600.1, Prupe.5G077700.1	Solyc08T002212.1, Solyc08T002210.1
OG0000398	Prupe.4G009000.1, Prupe.4G009100.1, Prupe.4G008900.1	Solyc11T000624.1, Solyc04T000565.2
OG0000410	Prupe.5G223500.1, Prupe.5G223400.1, Prupe.3G144800.1	Solyc12T001492.1, Solyc03T003216.1
OG0000413	Prupe.5G233300.1	Solyc06T001823.1, Solyc12T001800.1
OG0000413	Prupe.3G162800.1, Prupe.3G162700.1, Prupe.3G162900.1	Solyc02T002678.1, Solyc02T000823.1, Solyc02T000822.1
OG0000415	Prupe.1G361600.1, Prupe.7G172300.1	Solyc12T002476.1, Solyc06T000827.1
OG0000416	Prupe.7G051800.1, Prupe.7G051900.1, Prupe.7G051700.1, Prupe.7G052000.1, Prupe.7G052100.1, Prupe.7G051600.1	Solyc04T000727.1, Solyc10T002380.1
OG0000416	Prupe.1G121800.1	Solyc01T001658.1, Solyc01T001655.1, Solyc01T001656.1
OG0000417	Prupe.8G079800.1, Prupe.2G117200.1, Prupe.2G117300.1, Prupe.2G117700.1, Prupe.2G119900.1, Prupe.2G117400.1, Prupe.2G117500.1, Prupe.2G118000.1, Prupe.1G195100.1, Prupe.1G217800.1, Prupe.1G217900.1, Prupe.1G043700.1, Prupe.1G041300.1, Prupe.1G043100.1, Prupe.1G042900.1, Prupe.1G051800.1, Prupe.1G046700.1, Prupe.1G047700.1, Prupe.1G048000.1, Prupe.1G049900.1, Prupe.1G043600.1, Prupe.1G051500.1, Prupe.1G048500.1, Prupe.1G047900.1, Prupe.1G052200.1	Solyc12T002634.1
OG0000418	Prupe.2G039700.1	Solyc03T000942.1
OG0000418	Prupe.7G015500.1	Solyc04T002194.1, Solyc11T002357.1
OG0000428	Prupe.6G156300.1	Solyc01T002271.2, Solyc08T000817.1, Solyc09T002251.3
OG0000429	Prupe.4G032300.1, Prupe.4G019300.1, Prupe.4G251300.1	Solyc02T001670.1
OG0000430	Prupe.8G238000.1	Solyc09T002368.1, Solyc03T000020.1, Solyc09T001972.1, Solyc06T002739.1
OG0000430	Prupe.8G237900.1	Solyc09T001974.1, Solyc09T002369.1, Solyc06T001163.2, Solyc09T001973.1
OG0000431	Prupe.6G356800.1	Solyc10T002715.1, Solyc10T002718.1, Solyc01T002468.1, Solyc10T002736.1, Solyc01T002474.3, Solyc04T002649.1, Solyc04T002651.1
OG0000431	Prupe.1G433300.1	Solyc04T002653.1
OG0000434	Prupe.2G156000.1, Prupe.1G271900.1, Prupe.5G189400.1	Solyc03T002564.1
OG0000435	Prupe.1G362900.1	Solyc03T000565.1, Solyc02T002000.1
OG0000435	Prupe.8G165000.1	Solyc01T004324.2
OG0000435	Prupe.3G126500.1	Solyc02T001495.1
OG0000435	Prupe.5G177400.1	Solyc03T002666.1
OG0000436	Prupe.8G119400.1	Solyc01T004046.2, Solyc10T001637.2
OG0000436	Prupe.1G440400.1	Solyc12T002430.1
OG0000437	Prupe.3G203900.1, Prupe.3G203300.1, Prupe.3G203600.1, Prupe.3G204000.1, Prupe.3G204100.1, Prupe.3G204200.1, Prupe.1G044900.1, Prupe.1G167700.1, Prupe.1G045000.1, Prupe.2G009400.1, Prupe.2G009200.1, Prupe.2G009300.1, Prupe.2G005600.1, Prupe.2G005700.1, Prupe.2G008600.1, Prupe.3G109400.1, Prupe.3G109700.1, Prupe.3G109100.1, Prupe.3G109500.1, Prupe.3G109200.1	Solyc07T001689.1, Solyc12T000136.1, Solyc12T000133.1
OG0000439	Prupe.6G227500.1, Prupe.6G227100.1, Prupe.6G227400.1, Prupe.6G226600.1, Prupe.6G226800.1, Prupe.6G226900.1, Prupe.6G227000.1	Solyc02T002808.1
OG0000440	Prupe.7G112400.1	Solyc09T000350.3
OG0000440	Prupe.2G079000.1	Solyc11T000197.1, Solyc05T002645.1
OG0000442	Prupe.2G065700.1	Solyc01T003060.1
OG0000442	Prupe.6G150000.1, Prupe.6G150400.1, Prupe.6G150500.1, Prupe.6G150200.1	Solyc11T002425.1
OG0000442	Prupe.7G007200.1, Prupe.7G007600.1	Solyc04T000638.1
OG0000442	Prupe.6G150800.1	Solyc01T000348.1, Solyc11T002424.1
OG0000448	Prupe.1G164400.1	Solyc01T001536.2, Solyc12T001461.1, Solyc03T001301.1, Solyc09T000871.1
OG0000453	Prupe.1G517200.1, Prupe.1G519100.1, Prupe.1G388300.1, Prupe.1G489700.1	Solyc08T000117.1, Solyc02T000769.1, Solyc08T000118.1, Solyc02T000044.1, Solyc05T000825.1, Solyc04T002044.1
OG0000456	Prupe.2G126600.1, Prupe.2G126700.1, Prupe.2G121000.1, Prupe.2G127000.1, Prupe.2G126300.1, Prupe.6G132100.1, Prupe.2G126800.1, Prupe.2G127100.1, Prupe.4G260900.1, Prupe.2G126400.1, Prupe.2G126100.1, Prupe.2G126200.1, Prupe.2G126900.1, Prupe.8G184900.1, Prupe.8G185300.1, Prupe.8G185200.1, Prupe.6G083400.1, Prupe.6G083100.1, Prupe.6G083200.1, Prupe.2G135500.1, Prupe.2G135700.1	Solyc01T003497.1
OG0000456	Prupe.2G126000.1, Prupe.2G135600.1	Solyc01T003492.1
OG0000456	Prupe.2G125800.1	Solyc02T000498.1, Solyc02T000468.1
OG0000461	Prupe.6G354100.1	Solyc04T001551.1
OG0000461	Prupe.6G354200.1, Prupe.8G209600.1	Solyc09T001835.1, Solyc06T002688.1
OG0000463	Prupe.4G264600.1, Prupe.4G263400.1, Prupe.4G263500.1, Prupe.7G126600.1, Prupe.7G052800.1	Solyc09T000246.2
OG0000463	Prupe.6G104900.1	Solyc11T002322.1, Solyc06T002360.1, Solyc06T002359.1
OG0000465	Prupe.5G177700.1	Solyc06T001971.5, Solyc12T001131.1, Solyc03T002661.1
OG0000465	Prupe.8G146600.1	Solyc10T001417.1, Solyc01T003882.1
OG0000465	Prupe.1G258700.1	Solyc05T000095.1
OG0000466	Prupe.4G271000.1	Solyc11T000094.1
OG0000466	Prupe.2G003400.1	Solyc01T002338.1
OG0000467	Prupe.3G068800.1	Solyc03T003362.1
OG0000467	Prupe.7G232200.1	Solyc12T000218.1
OG0000467	Prupe.7G153100.1	Solyc10T001697.1, Solyc11T001538.1, Solyc01T004138.1
OG0000468	Prupe.1G561500.1	Solyc07T000538.1
OG0000468	Prupe.1G561200.1, Prupe.1G561300.1, Prupe.1G561400.1, Prupe.7G118800.1, Prupe.7G041900.1, Prupe.7G042100.1	Solyc01T003686.1
OG0000470	Prupe.1G198900.1, Prupe.7G035900.1, Prupe.6G363900.1, Prupe.1G193400.1	Solyc11T000335.1, Solyc05T002681.1, Solyc03T001162.1, Solyc11T001626.1
OG0000471	Prupe.4G239100.1, Prupe.4G198100.1, Prupe.4G199800.1, Prupe.4G199400.1, Prupe.4G199100.1, Prupe.4G225200.1, Prupe.I003400.1	Solyc03T002457.1, Solyc03T002458.2, Solyc03T002462.1, Solyc03T002461.1, Solyc03T002459.1, Solyc03T002463.1, Solyc03T002464.1
OG0000471	Prupe.7G209500.1, Prupe.5G163500.1	Solyc03T002456.1
OG0000472	Prupe.3G296100.1	Solyc02T001043.1
OG0000472	Prupe.5G160600.1	Solyc03T002446.1
OG0000472	Prupe.1G295500.1, Prupe.3G247400.1	Solyc02T000942.1, Solyc02T002482.1
OG0000473	Prupe.4G059100.1	Solyc02T001498.1, Solyc12T001518.1, Solyc02T001497.1, Solyc02T001457.2, Solyc02T001459.1, Solyc02T001472.1, Solyc02T001469.1, Solyc02T001465.1, Solyc02T001467.1, Solyc02T001471.1, Solyc02T000178.1
OG0000474	Prupe.1G145500.1	Solyc06T001215.1, Solyc01T002217.1
OG0000474	Prupe.3G274700.1	Solyc02T002321.1, Solyc02T001010.1
OG0000474	Prupe.2G297000.1	Solyc03T000351.2
OG0000476	Prupe.7G043200.1	Solyc10T002348.1, Solyc04T000855.1
OG0000477	Prupe.3G252900.1, Prupe.3G252800.1, Prupe.3G253100.1, Prupe.3G253300.1, Prupe.3G253700.1, Prupe.3G253600.1, Prupe.3G253800.1, Prupe.3G254200.1, Prupe.3G253900.1, Prupe.3G254400.1, Prupe.3G254300.1, Prupe.3G254000.1, Prupe.3G253500.1, Prupe.3G253400.1, Prupe.3G253000.1, Prupe.3G253200.1, Prupe.3G252700.1	Solyc10T000375.6, Solyc12T002017.1, Solyc10T000377.1
OG0000478	Prupe.6G235300.1	Solyc04T001301.1, Solyc01T000743.1, Solyc07T001736.1, Solyc04T001545.1
OG0000478	Prupe.1G066000.1, Prupe.6G164700.1, Prupe.6G182100.1, Prupe.6G181000.1	Solyc09T001515.1, Solyc08T000560.1
OG0000482	Prupe.6G144800.1	Solyc08T000834.1, Solyc05T002217.1, Solyc05T002223.1, Solyc03T001328.1
OG0000488	Prupe.7G031300.1	Solyc12T002841.1, Solyc10T000184.1, Solyc12T001521.1, Solyc12T002835.1, Solyc12T002055.1, PRAM_141691.1.p1, Solyc10T002478.1, Solyc10T002477.1, Solyc10T002228.1
OG0000490	Prupe.2G301600.1	Solyc06T000729.1, Solyc03T000298.1
OG0000491	Prupe.3G255900.1	Solyc02T002429.1
OG0000491	Prupe.3G256300.1, Prupe.3G256200.1, Prupe.3G256000.1, Prupe.3G256100.1	Solyc02T000968.1
OG0000493	Prupe.6G315900.1	Solyc06T000337.1, Solyc01T001723.1, Solyc08T000829.1
OG0000493	Prupe.6G310800.1, Prupe.6G311300.1	Solyc01T003396.3
OG0000494	Prupe.5G167100.1	Solyc06T002012.1, Solyc03T002497.1
OG0000494	Prupe.4G247800.1	Solyc11T002042.1
OG0000494	Prupe.6G303300.1	Solyc10T001073.1, PRAM_15848.1.p1
OG0000495	Prupe.8G224400.1, Prupe.8G224500.1	Solyc09T002071.1, Solyc06T000613.1, Solyc09T002146.1
OG0000495	Prupe.2G042500.1, Prupe.1G038600.1	Solyc03T000053.1, Solyc03T000055.1
OG0000495	Prupe.1G038700.1	Solyc09T002533.1, Solyc09T002534.1
OG0000496	Prupe.6G181600.1	Solyc05T002311.1, Solyc03T002111.1, Solyc04T001834.1
OG0000497	Prupe.2G286800.1	Solyc10T001213.1, Solyc10T001231.1, Solyc09T000306.1, Solyc06T000871.1, Solyc03T000186.1, Solyc11T002488.1, Solyc06T000646.1
OG0000497	Prupe.2G150700.1	Solyc01T002787.1
OG0000500	Prupe.4G155100.1, Prupe.4G155000.1, Prupe.4G154800.1	Solyc02T001304.1, Solyc02T001307.1, Solyc12T001404.1, Solyc08T001245.1
OG0000502	Prupe.4G129700.1, Prupe.4G129600.1, Prupe.3G084500.1	Solyc02T000455.1
OG0000502	Prupe.3G185500.1, Prupe.3G185300.1	Solyc07T001619.1, Solyc07T001617.1
OG0000502	Prupe.4G117200.1, Prupe.4G117100.1	Solyc02T001818.1
OG0000503	Prupe.3G215900.1	Solyc07T001925.2, Solyc05T001951.1, Solyc05T001960.1, Solyc10T001486.1, Solyc05T001945.1, Solyc07T001914.1, Solyc07T001913.1, Solyc07T001915.1, Solyc07T001918.2, Solyc07T001916.1, Solyc07T001917.1, Solyc05T001955.1, Solyc05T001961.1, Solyc07T001441.1, Solyc07T001439.2, Solyc07T001437.1
OG0000504	Prupe.1G201200.1	Solyc11T000188.1, Solyc11T000125.1
OG0000504	Prupe.1G341500.1	Solyc04T000247.1, Solyc01T001114.1, Solyc07T000274.1, Solyc07T000277.1, Solyc07T000276.1
OG0000505	Prupe.5G240300.1	Solyc03T002270.1
OG0000505	Prupe.3G016000.1, Prupe.3G015900.1	Solyc04T001008.1, Solyc01T000002.1, Solyc05T002521.1, Solyc11T000570.1
OG0000507	Prupe.2G164900.1, Prupe.2G165200.1, Prupe.2G165100.1, Prupe.2G164700.1	Solyc05T002081.1, Solyc01T002819.1
OG0000507	Prupe.2G294800.1, Prupe.2G294900.1	Solyc01T002820.1
OG0000508	Prupe.5G168300.1	Solyc03T002503.1, Solyc06T002006.1
OG0000508	Prupe.1G248300.1, Prupe.1G248200.1	Solyc05T001718.1, Solyc01T000976.1, Solyc01T000975.1
OG0000509	Prupe.1G525600.1, Prupe.1G525800.1	Solyc07T000359.1, Solyc06T000636.1, Solyc12T002343.1, Solyc12T002322.1, Solyc12T002326.1
OG0000511	Prupe.8G254200.1	Solyc09T002201.1
OG0000512	Prupe.6G197000.1, Prupe.4G133100.1, Prupe.3G193400.1, Prupe.3G193200.1, Prupe.3G193000.1, Prupe.3G193300.1, Prupe.4G133200.1, Prupe.4G132900.1, Prupe.4G133500.1, Prupe.4G133300.1, Prupe.4G133400.1, Prupe.4G133600.1, Prupe.4G002200.1	Solyc07T002755.1
OG0000513	Prupe.1G037700.1	Solyc09T002523.1, Solyc03T000050.1
OG0000513	Prupe.1G037800.1	Solyc03T000051.1, Solyc09T002524.1
OG0000521	Prupe.2G303200.1	Solyc03T000277.1
OG0000521	Prupe.7G250600.1, Prupe.5G108800.1, Prupe.5G109700.1, Prupe.2G178400.1	Solyc08T002420.1
OG0000522	Prupe.8G227300.1	Solyc09T002064.1
OG0000522	Prupe.2G146500.1	Solyc01T002729.1
OG0000522	Prupe.7G011300.1	Solyc01T003168.1
OG0000522	Prupe.8G227500.1	Solyc06T002714.1, Solyc09T002063.1
OG0000524	Prupe.3G032600.1	Solyc12T002104.1
OG0000524	Prupe.3G032700.1, Prupe.3G033100.1, Prupe.3G033500.1, Prupe.3G033600.1, Prupe.3G033400.1, Prupe.3G033200.1, Prupe.3G033300.1	Solyc06T001533.1, Solyc06T001532.2, Solyc01T004090.1, Solyc11T001050.1, Solyc06T001531.1, Solyc06T001534.1, Solyc11T001154.1, Solyc11T001161.1
OG0000525	Prupe.4G192000.1, Prupe.4G035100.1	Solyc02T001643.1, Solyc10T000047.1
OG0000525	Prupe.3G228500.1	Solyc10T000378.1, Solyc07T002192.1
OG0000526	Prupe.7G046000.1, Prupe.7G045600.1, Prupe.7G045700.1, Prupe.8G075900.1, Prupe.8G076000.1, Prupe.7G043500.1, Prupe.7G045900.1, Prupe.7G045800.1	Solyc10T002345.1
OG0000529	Prupe.2G211800.1, Prupe.6G235400.1	Solyc09T000189.2, Solyc09T000190.2, Solyc03T000684.2, Solyc03T000693.2, Solyc03T000702.1, Solyc10T000521.1, Solyc10T000520.1, Solyc10T000519.1, Solyc10T002904.3, Solyc05T002733.1
OG0000530	Prupe.7G076500.1	Solyc12T002837.1, Solyc12T002060.1, Solyc12T002061.1, PRAM_141672.1.p1, Solyc12T002062.1, Solyc04T000841.1, Solyc12T002056.1, Solyc12T001522.1, Solyc12T002836.1, Solyc12T002838.1, Solyc01T000115.1, Solyc03T001114.1
OG0000531	Prupe.6G230400.1	Solyc03T000781.1, Solyc03T000790.1, Solyc03T000783.1, Solyc02T002825.1
OG0000531	Prupe.1G431000.1	Solyc12T002409.1, Solyc04T002630.1
OG0000532	Prupe.1G581900.1	Solyc01T003546.1
OG0000532	Prupe.2G271800.1	Solyc05T002513.1, Solyc08T002085.1
OG0000533	Prupe.6G082000.1, Prupe.6G082700.1, Prupe.6G083500.1	Solyc11T000280.1
OG0000533	Prupe.6G113500.1	Solyc05T002663.1
OG0000535	Prupe.2G282300.1	Solyc06T000637.1, Solyc03T000219.1
OG0000535	Prupe.5G081500.1	Solyc08T002234.1, Solyc08T000258.1
OG0000536	Prupe.4G253700.1	Solyc01T000278.1, Solyc01T000280.1, Solyc01T000279.1
OG0000538	Prupe.4G178700.1, Prupe.4G178600.1, Prupe.4G178900.1, Prupe.4G177700.1, Prupe.4G206700.1	Solyc10T000243.2, Solyc10T000244.1, Solyc10T000245.1, Solyc10T000211.1, Solyc10T000210.1, Solyc10T000208.1
OG0000539	Prupe.5G072400.1	Solyc08T000244.1, Solyc08T002163.1
OG0000539	Prupe.4G215300.1	Solyc10T000124.1, Solyc07T002630.1
OG0000540	Prupe.4G191800.1	Solyc07T002188.1, Solyc07T002187.1
OG0000540	Prupe.4G035300.1	Solyc02T001639.1
OG0000541	Prupe.4G277600.1	Solyc06T002615.1, Solyc09T000963.1
OG0000541	Prupe.1G490900.1	Solyc06T001270.1
OG0000542	Prupe.3G092000.1	Solyc09T000602.1
OG0000543	Prupe.5G146500.1	Solyc03T002205.1, Solyc06T002113.3, Solyc06T002112.1, Solyc03T002208.1, Solyc03T002235.1, Solyc03T002206.4, Solyc03T002207.1, Solyc03T002209.1
OG0000544	Prupe.1G148700.1	Solyc01T002190.1
OG0000544	Prupe.5G236300.1, Prupe.1G346600.1, Prupe.3G166500.1	Solyc04T000537.1, Solyc05T002235.1, Solyc11T000522.1
OG0000545	Prupe.1G249400.1	Solyc05T000007.5, Solyc01T000221.1
OG0000546	Prupe.3G140300.1	Solyc07T002099.1, Solyc10T000325.1
OG0000548	Prupe.5G188800.1	Solyc03T002566.1
OG0000548	Prupe.3G270200.1	Solyc02T002352.1
OG0000549	Prupe.7G136700.1	Solyc02T002578.1, Solyc02T000888.1
OG0000549	Prupe.8G117200.1	Solyc01T004033.1
OG0000549	Prupe.7G031700.1	Solyc10T002233.1
OG0000550	Prupe.1G521200.1	Solyc04T002350.1
OG0000550	Prupe.6G191200.1, Prupe.5G055000.1, Prupe.8G064200.1	Solyc11T000390.1, Solyc01T003753.1, Solyc01T003750.1, Solyc01T003749.1
