Orthogroup	Capsicum_anuum	Arachis_hypogaea
OG0000882	CA03g13490	arahy.Tifrunner.gnm1.ann1.5M2IN1.1, arahy.Tifrunner.gnm1.ann1.WEUQ1L.1, arahy.Tifrunner.gnm1.ann1.X1JF0V.1, arahy.Tifrunner.gnm1.ann1.GAPV5X.1, arahy.Tifrunner.gnm1.ann1.78WKC1.1, arahy.Tifrunner.gnm1.ann1.D8BFI7.1
OG0000883	CA01g19200	arahy.Tifrunner.gnm1.ann1.SIWW3U.1, arahy.Tifrunner.gnm1.ann1.KEZ9JE.1
OG0000883	CA12g13880, CA01g03340	arahy.Tifrunner.gnm1.ann1.H37VQ6.1, arahy.Tifrunner.gnm1.ann1.8JW32C.1, arahy.Tifrunner.gnm1.ann1.385S8G.1, arahy.Tifrunner.gnm1.ann1.FY8Y8K.1
OG0000884	CA12g04640	arahy.Tifrunner.gnm1.ann1.9M9DE9.1, arahy.Tifrunner.gnm1.ann1.YAWL8X.1, arahy.Tifrunner.gnm1.ann1.7PSI4R.1, arahy.Tifrunner.gnm1.ann1.RHLQ3D.1
OG0000884	CA11g18070, CA06g09190, CA11g18060, CA06g23430	arahy.Tifrunner.gnm1.ann1.58WDF9.2, arahy.Tifrunner.gnm1.ann1.A9E03W.2
OG0000885	CA01g29380, CA00g07140	arahy.Tifrunner.gnm1.ann1.Y4QQE4.1, arahy.Tifrunner.gnm1.ann1.U6ZQZC.1, arahy.Tifrunner.gnm1.ann1.V1GP0X.1, arahy.Tifrunner.gnm1.ann1.54F4RD.1
OG0000885	CA06g22680, CA11g16440	arahy.Tifrunner.gnm1.ann1.UUW3MN.1, arahy.Tifrunner.gnm1.ann1.UJH38K.1, arahy.Tifrunner.gnm1.ann1.4U64XY.2, arahy.Tifrunner.gnm1.ann1.1J1N84.1
OG0000888	CA04g20150, CA12g17430, CA02g06510	arahy.Tifrunner.gnm1.ann1.7MK8W0.1, arahy.Tifrunner.gnm1.ann1.SPI7HB.1, arahy.Tifrunner.gnm1.ann1.ZGY2QD.1, arahy.Tifrunner.gnm1.ann1.56E7CB.1, arahy.Tifrunner.gnm1.ann1.IS30UE.1, arahy.Tifrunner.gnm1.ann1.ND2ZET.1, arahy.Tifrunner.gnm1.ann1.81AMKE.1, arahy.Tifrunner.gnm1.ann1.RCTC3C.1, arahy.Tifrunner.gnm1.ann1.L8DRY5.1, arahy.Tifrunner.gnm1.ann1.57RV2P.1, arahy.Tifrunner.gnm1.ann1.E1N5UY.1
OG0000889	CA00g53670	arahy.Tifrunner.gnm1.ann1.ZFHV8M.2, arahy.Tifrunner.gnm1.ann1.A1MQRB.2, arahy.Tifrunner.gnm1.ann1.P8FLYC.2, arahy.Tifrunner.gnm1.ann1.T97MCH.2, arahy.Tifrunner.gnm1.ann1.MU7GXS.1, arahy.Tifrunner.gnm1.ann1.BMWZ1G.1
OG0000892	CA08g00900, CA11g06790	arahy.Tifrunner.gnm1.ann1.TA8DPM.1, arahy.Tifrunner.gnm1.ann1.R60S14.1, arahy.Tifrunner.gnm1.ann1.16295S.1, arahy.Tifrunner.gnm1.ann1.84PEGK.1, arahy.Tifrunner.gnm1.ann1.A2BAJG.1, arahy.Tifrunner.gnm1.ann1.FENI28.2, arahy.Tifrunner.gnm1.ann1.IPVE35.1, arahy.Tifrunner.gnm1.ann1.8SCN2T.1, arahy.Tifrunner.gnm1.ann1.AP71DE.1
OG0000893	CA06g05240, CA05g09300, CA05g12890, CA10g14220, CA00g43760, CA08g09520, CA05g14550, CA06g23930, CA02g23200, CA02g23230, CA00g65680, CA03g09990, CA05g10110, CA10g07550, CA12g16660	arahy.Tifrunner.gnm1.ann1.N2KMKI.1, arahy.Tifrunner.gnm1.ann1.76QWAA.1, arahy.Tifrunner.gnm1.ann1.L9JJXJ.1, arahy.Tifrunner.gnm1.ann1.BSNJ2C.1
OG0000894	CA04g13630	arahy.Tifrunner.gnm1.ann1.14GSB9.1, arahy.Tifrunner.gnm1.ann1.DE87MA.1, arahy.Tifrunner.gnm1.ann1.RNVH09.2, arahy.Tifrunner.gnm1.ann1.FVN5RM.1
OG0000894	CA10g07850, CA00g80220	arahy.Tifrunner.gnm1.ann1.84W2TN.2, arahy.Tifrunner.gnm1.ann1.33788D.1, arahy.Tifrunner.gnm1.ann1.G913TM.4, arahy.Tifrunner.gnm1.ann1.C8TPBC.2
OG0000897	CA00g52140	arahy.Tifrunner.gnm1.ann1.AS7J9R.2, arahy.Tifrunner.gnm1.ann1.AVGT3S.1
OG0000897	CA12g16640	arahy.Tifrunner.gnm1.ann1.87EHUY.1, arahy.Tifrunner.gnm1.ann1.P712UD.1, arahy.Tifrunner.gnm1.ann1.1L7GT4.1, arahy.Tifrunner.gnm1.ann1.5HMM9E.1
OG0000897	CA04g14200	arahy.Tifrunner.gnm1.ann1.PX9GP5.1, arahy.Tifrunner.gnm1.ann1.684WH3.1
OG0000898	CA08g00920	arahy.Tifrunner.gnm1.ann1.VWB10K.2, arahy.Tifrunner.gnm1.ann1.G3L9EH.1, arahy.Tifrunner.gnm1.ann1.N199JY.1, arahy.Tifrunner.gnm1.ann1.RM2YS3.1, arahy.Tifrunner.gnm1.ann1.ZUV7WX.1, arahy.Tifrunner.gnm1.ann1.1C19KZ.1
OG0000898	CA06g17410	arahy.Tifrunner.gnm1.ann1.BH8J5B.1
OG0000899	CA06g16030	arahy.Tifrunner.gnm1.ann1.JLB2Y6.1, arahy.Tifrunner.gnm1.ann1.5H94GS.1, arahy.Tifrunner.gnm1.ann1.8CJ5S5.1, arahy.Tifrunner.gnm1.ann1.13E1N0.1
OG0000899	CA12g18570, CA00g45220	arahy.Tifrunner.gnm1.ann1.KS3LQK.2
OG0000900	CA08g16540	arahy.Tifrunner.gnm1.ann1.IJU18W.1, arahy.Tifrunner.gnm1.ann1.6D1JQT.1
OG0000901	CA03g36140, CA03g36150, CA06g16320, CA06g16330, CA06g16310	arahy.Tifrunner.gnm1.ann1.U3WWWH.1, arahy.Tifrunner.gnm1.ann1.JA012F.1, arahy.Tifrunner.gnm1.ann1.K5MJK0.1, arahy.Tifrunner.gnm1.ann1.6374NN.1
OG0000902	CA10g15860, CA10g19840, CA10g19770, CA12g18180	arahy.Tifrunner.gnm1.ann1.AX4PLB.1, arahy.Tifrunner.gnm1.ann1.GM6XL6.1
OG0000903	CA02g19520	arahy.Tifrunner.gnm1.ann1.NMHK8P.1, arahy.Tifrunner.gnm1.ann1.22TEMJ.1, arahy.Tifrunner.gnm1.ann1.9G5EML.1, arahy.Tifrunner.gnm1.ann1.RZ403H.1
OG0000904	CA05g05080, CA07g11820, CA09g07140	arahy.Tifrunner.gnm1.ann1.F7A2EF.1, arahy.Tifrunner.gnm1.ann1.NH9EVC.1, arahy.Tifrunner.gnm1.ann1.BX530H.1, arahy.Tifrunner.gnm1.ann1.N2ITRL.1, arahy.Tifrunner.gnm1.ann1.3DFH2T.1, arahy.Tifrunner.gnm1.ann1.F8M37Q.1
OG0000905	CA09g14590, CA05g11970, CA05g11980, CA07g07150, CA03g13190	arahy.Tifrunner.gnm1.ann1.6BML15.1, arahy.Tifrunner.gnm1.ann1.90KKP0.1, arahy.Tifrunner.gnm1.ann1.J64R4J.1, arahy.Tifrunner.gnm1.ann1.F381U8.1
OG0000906	CA07g01810	arahy.Tifrunner.gnm1.ann1.CR443U.1
OG0000907	CA08g05560, CA10g01950	arahy.Tifrunner.gnm1.ann1.3UI9Y2.1, arahy.Tifrunner.gnm1.ann1.WMGP34.1
OG0000907	CA07g16160	arahy.Tifrunner.gnm1.ann1.5Z6Y8Z.1, arahy.Tifrunner.gnm1.ann1.QHM6UX.1
OG0000908	CA06g16990, CA09g15680, CA08g03400	arahy.Tifrunner.gnm1.ann1.NM15TM.1, arahy.Tifrunner.gnm1.ann1.407M44.1, arahy.Tifrunner.gnm1.ann1.86V3X8.1
OG0000909	CA07g16590, CA10g01850	arahy.Tifrunner.gnm1.ann1.KXH2SR.1, arahy.Tifrunner.gnm1.ann1.8F3XE1.1
OG0000909	CA07g15380, CA07g14780	arahy.Tifrunner.gnm1.ann1.LP1FMS.1, arahy.Tifrunner.gnm1.ann1.ZIU9VW.1, arahy.Tifrunner.gnm1.ann1.Q98R2Z.1, arahy.Tifrunner.gnm1.ann1.LNL7J5.1, arahy.Tifrunner.gnm1.ann1.3P0VVA.3
OG0000910	CA07g11540, CA07g11530, CA07g11510, CA07g11520, CA07g11570, CA07g11550	arahy.Tifrunner.gnm1.ann1.0Q085S.1, arahy.Tifrunner.gnm1.ann1.UIR2ZL.1
OG0000911	CA07g12670	arahy.Tifrunner.gnm1.ann1.AUSP9T.1, arahy.Tifrunner.gnm1.ann1.M23BVA.1, arahy.Tifrunner.gnm1.ann1.D2YYPY.1, arahy.Tifrunner.gnm1.ann1.BWKC5Z.1, arahy.Tifrunner.gnm1.ann1.F8EDYM.1
OG0000912	CA02g04520	arahy.Tifrunner.gnm1.ann1.P3ZWTW.1, arahy.Tifrunner.gnm1.ann1.668WW2.1, arahy.Tifrunner.gnm1.ann1.4PQ52P.1
OG0000913	CA08g04300, CA06g14670, CA06g14690	arahy.Tifrunner.gnm1.ann1.BJI0RA.1, arahy.Tifrunner.gnm1.ann1.L2GPYS.1
OG0000913	CA06g14640	arahy.Tifrunner.gnm1.ann1.GDDA1J.1, arahy.Tifrunner.gnm1.ann1.TJC09S.1
OG0000914	CA08g16710, CA08g16720, CA08g16700, CA08g16730	arahy.Tifrunner.gnm1.ann1.IUAA86.1, arahy.Tifrunner.gnm1.ann1.IQ24II.1, arahy.Tifrunner.gnm1.ann1.BYT55W.2, arahy.Tifrunner.gnm1.ann1.K0V5T8.1
OG0000916	CA04g22890, CA00g46180, CA08g18410	arahy.Tifrunner.gnm1.ann1.Q5NAD7.1, arahy.Tifrunner.gnm1.ann1.JW0C82.1, arahy.Tifrunner.gnm1.ann1.HWY8JN.1, arahy.Tifrunner.gnm1.ann1.IHX1LT.1, arahy.Tifrunner.gnm1.ann1.9UAB1P.1, arahy.Tifrunner.gnm1.ann1.7ZT4LX.1
OG0000918	CA08g18170	arahy.Tifrunner.gnm1.ann1.R6Y0SS.1, arahy.Tifrunner.gnm1.ann1.L8FFLZ.1
OG0000918	CA02g07800, CA02g26160, CA02g26150	arahy.Tifrunner.gnm1.ann1.XTK3T9.1, arahy.Tifrunner.gnm1.ann1.7XB9B7.1, arahy.Tifrunner.gnm1.ann1.AHT50L.1, arahy.Tifrunner.gnm1.ann1.H9XZM9.1, arahy.Tifrunner.gnm1.ann1.5K2UEX.1, arahy.Tifrunner.gnm1.ann1.DYUL7K.1, arahy.Tifrunner.gnm1.ann1.VUN41D.1
OG0000919	CA04g08170, CA04g08160	arahy.Tifrunner.gnm1.ann1.JT4S9L.1, arahy.Tifrunner.gnm1.ann1.631UJH.1, arahy.Tifrunner.gnm1.ann1.Y1BPQQ.1, arahy.Tifrunner.gnm1.ann1.02AKAS.1, arahy.Tifrunner.gnm1.ann1.ZAWC4J.1, arahy.Tifrunner.gnm1.ann1.WES6LZ.1
OG0000920	CA10g04600, CA04g17800, CA02g02240, CA12g04430, CA06g08100, CA03g23010, CA03g00670, CA02g17930, CA07g14920, CA09g05440, CA09g12640, CA01g16420, CA11g05630, CA04g17480, CA02g10460, CA09g12480	arahy.Tifrunner.gnm1.ann1.KPGU9X.1, arahy.Tifrunner.gnm1.ann1.L2V2PJ.1, arahy.Tifrunner.gnm1.ann1.8J635S.1, arahy.Tifrunner.gnm1.ann1.1MTN21.1
OG0000921	CA11g08610, CA02g01930, CA04g17190	arahy.Tifrunner.gnm1.ann1.1324HP.1, arahy.Tifrunner.gnm1.ann1.61CX9G.1, arahy.Tifrunner.gnm1.ann1.668I09.1, arahy.Tifrunner.gnm1.ann1.5EK85H.1, arahy.Tifrunner.gnm1.ann1.CY1TAH.1, arahy.Tifrunner.gnm1.ann1.XA7C26.1, arahy.Tifrunner.gnm1.ann1.XR81AR.1
OG0000922	CA05g08550, CA01g17850, CA10g13810	arahy.Tifrunner.gnm1.ann1.GI13C9.1, arahy.Tifrunner.gnm1.ann1.62AV4C.1, arahy.Tifrunner.gnm1.ann1.V8SBL2.1, arahy.Tifrunner.gnm1.ann1.V4GUGH.1
OG0000922	CA03g29340	arahy.Tifrunner.gnm1.ann1.MI7SE3.1, arahy.Tifrunner.gnm1.ann1.GGS4HZ.2
OG0000923	CA12g14150, CA01g02480, CA01g34180	arahy.Tifrunner.gnm1.ann1.QZ950J.1, arahy.Tifrunner.gnm1.ann1.18NJDF.1
OG0000923	CA08g07290, CA05g16220	arahy.Tifrunner.gnm1.ann1.742XN0.1
OG0000924	CA03g33750	arahy.Tifrunner.gnm1.ann1.72M3AR.2, arahy.Tifrunner.gnm1.ann1.5R3T82.2, arahy.Tifrunner.gnm1.ann1.C3P2HV.2, arahy.Tifrunner.gnm1.ann1.V72G13.2
OG0000925	CA02g12350	arahy.Tifrunner.gnm1.ann1.96K5LW.1, arahy.Tifrunner.gnm1.ann1.K4NWLQ.1, arahy.Tifrunner.gnm1.ann1.39JKIG.1, arahy.Tifrunner.gnm1.ann1.AZZ831.2
OG0000925	CA07g15410, CA10g02290	arahy.Tifrunner.gnm1.ann1.48W8D3.1, arahy.Tifrunner.gnm1.ann1.94900P.1, arahy.Tifrunner.gnm1.ann1.151W35.1, arahy.Tifrunner.gnm1.ann1.U06LHF.1
OG0000927	CA11g04200	arahy.Tifrunner.gnm1.ann1.V2MLU3.1, arahy.Tifrunner.gnm1.ann1.1LGD4F.1, arahy.Tifrunner.gnm1.ann1.F1ZF7M.1, arahy.Tifrunner.gnm1.ann1.YHJ5ZY.1, arahy.Tifrunner.gnm1.ann1.LR2QH7.1, arahy.Tifrunner.gnm1.ann1.W4CKNF.1
OG0000928	CA03g06130, CA07g21390	arahy.Tifrunner.gnm1.ann1.TD7I6F.1, arahy.Tifrunner.gnm1.ann1.KA488U.2
OG0000929	CA02g11160, CA00g90640	arahy.Tifrunner.gnm1.ann1.930IYI.1, arahy.Tifrunner.gnm1.ann1.G623B4.1, arahy.Tifrunner.gnm1.ann1.EN97M4.1
OG0000930	CA04g00130	arahy.Tifrunner.gnm1.ann1.S20Q1U.1, arahy.Tifrunner.gnm1.ann1.0LD5E8.1, arahy.Tifrunner.gnm1.ann1.MYD918.2, arahy.Tifrunner.gnm1.ann1.Y4R2VT.1
OG0000930	CA03g24330, CA05g03190	arahy.Tifrunner.gnm1.ann1.L60JVI.1, arahy.Tifrunner.gnm1.ann1.EBNM3F.1
OG0000931	CA03g14100, CA06g06010, CA05g15400	arahy.Tifrunner.gnm1.ann1.Q8AGNQ.1, arahy.Tifrunner.gnm1.ann1.691U9V.1, arahy.Tifrunner.gnm1.ann1.S3M94I.1, arahy.Tifrunner.gnm1.ann1.PWM8ST.1, arahy.Tifrunner.gnm1.ann1.AM2AK0.1, arahy.Tifrunner.gnm1.ann1.1Z8SFE.1
OG0000932	CA02g14350, CA02g14340, CA02g14360, CA02g01890	arahy.Tifrunner.gnm1.ann1.M6G4Q4.1, arahy.Tifrunner.gnm1.ann1.SNPS34.1, arahy.Tifrunner.gnm1.ann1.4D3EC8.1
OG0000933	CA06g12840	arahy.Tifrunner.gnm1.ann1.A0XYYU.1, arahy.Tifrunner.gnm1.ann1.EM4L5Q.1, arahy.Tifrunner.gnm1.ann1.84UTM8.1, arahy.Tifrunner.gnm1.ann1.X2EPYD.1
OG0000933	CA10g11070, CA05g11160, CA01g27380	arahy.Tifrunner.gnm1.ann1.2BM1Y5.1, arahy.Tifrunner.gnm1.ann1.X82UB4.1, arahy.Tifrunner.gnm1.ann1.1Q3TB5.1, arahy.Tifrunner.gnm1.ann1.T6L3DL.1
OG0000934	CA08g14510, CA08g14500, CA03g31740	arahy.Tifrunner.gnm1.ann1.1FS32P.1, arahy.Tifrunner.gnm1.ann1.3J2MYH.1, arahy.Tifrunner.gnm1.ann1.LIRE4J.1, arahy.Tifrunner.gnm1.ann1.LMQR93.1
OG0000935	CA12g18240	arahy.Tifrunner.gnm1.ann1.Q758V8.1, arahy.Tifrunner.gnm1.ann1.N0BVKE.1, arahy.Tifrunner.gnm1.ann1.U67RVC.1
OG0000936	CA01g20710	arahy.Tifrunner.gnm1.ann1.8K87SY.1
OG0000936	CA08g05850, CA11g12780	arahy.Tifrunner.gnm1.ann1.G8GDNC.1
OG0000936	CA07g09340, CA01g05890, CA00g31370, CA08g09300, CA04g09490	arahy.Tifrunner.gnm1.ann1.9LD85R.1
OG0000937	CA12g05540, CA08g06080, CA02g31010	arahy.Tifrunner.gnm1.ann1.R1695A.1, arahy.Tifrunner.gnm1.ann1.8EAL4D.1
OG0000937	CA01g17930, CA11g02980	arahy.Tifrunner.gnm1.ann1.VWK9E1.1, arahy.Tifrunner.gnm1.ann1.GV3QTF.1, arahy.Tifrunner.gnm1.ann1.7U6XXD.1, arahy.Tifrunner.gnm1.ann1.JS4AYC.1
OG0000938	CA03g28200	arahy.Tifrunner.gnm1.ann1.2EPV6W.1, arahy.Tifrunner.gnm1.ann1.NMQ392.1, arahy.Tifrunner.gnm1.ann1.CT4JMD.1, arahy.Tifrunner.gnm1.ann1.J6YH7R.1
OG0000938	CA11g02090, CA11g02690, CA11g00250, CA11g02070	arahy.Tifrunner.gnm1.ann1.G5G1MY.1
OG0000939	CA01g32340, CA08g09210, CA01g15580, CA01g15180, CA10g04420, CA11g09320, CA00g81720, CA04g07400, CA00g77170, CA01g14790, CA04g09730, CA10g04390	arahy.Tifrunner.gnm1.ann1.SV4NE2.1, arahy.Tifrunner.gnm1.ann1.UAA9PJ.1
OG0000940	CA08g16840, CA10g07410	arahy.Tifrunner.gnm1.ann1.UV35CQ.1
OG0000941	CA09g10630, CA12g12130	arahy.Tifrunner.gnm1.ann1.79GVE2.1, arahy.Tifrunner.gnm1.ann1.790TYF.1
OG0000941	CA10g10560, CA10g10540	arahy.Tifrunner.gnm1.ann1.L5TNM0.1, arahy.Tifrunner.gnm1.ann1.GDD9UC.1
OG0000942	CA03g31610	arahy.Tifrunner.gnm1.ann1.QA2XZ5.1
OG0000943	CA06g09430, CA08g03610, CA02g11450, CA07g05660, CA06g12980, CA11g08860, CA00g68450, CA01g14560, CA01g20400, CA07g06950, CA00g77150, CA03g12940, CA00g81690, CA07g05200, CA07g02970, CA01g15150, CA06g02560, CA01g21780	arahy.Tifrunner.gnm1.ann1.XU0GU1.1
OG0000944	CA07g10890, CA09g13990	arahy.Tifrunner.gnm1.ann1.A1RQ10.3, arahy.Tifrunner.gnm1.ann1.ES9RY0.1
OG0000944	CA12g00730, CA10g01250, CA03g10460	arahy.Tifrunner.gnm1.ann1.230XUM.1, arahy.Tifrunner.gnm1.ann1.Y057K4.1, arahy.Tifrunner.gnm1.ann1.E06EVW.1, arahy.Tifrunner.gnm1.ann1.63XCF8.2
OG0000945	CA01g28450, CA12g19240, CA07g00240	arahy.Tifrunner.gnm1.ann1.ES33NP.1, arahy.Tifrunner.gnm1.ann1.0G1U1N.1
OG0000946	CA05g01720, CA12g00420, CA05g17970	arahy.Tifrunner.gnm1.ann1.CMF379.1, arahy.Tifrunner.gnm1.ann1.Q4MEBS.1, arahy.Tifrunner.gnm1.ann1.34Y9P3.1, arahy.Tifrunner.gnm1.ann1.L21B75.1
OG0000947	CA02g30000, CA00g75310	arahy.Tifrunner.gnm1.ann1.HWDC2K.1, arahy.Tifrunner.gnm1.ann1.07DJUP.1
OG0000947	CA06g20010, CA00g00390	arahy.Tifrunner.gnm1.ann1.V2JARX.1
OG0000948	CA08g17280	arahy.Tifrunner.gnm1.ann1.5WL6PR.1
OG0000950	CA03g10950, CA07g20080	arahy.Tifrunner.gnm1.ann1.ZQ7JRA.1, arahy.Tifrunner.gnm1.ann1.75Z370.1
OG0000951	CA06g04030, CA00g67740, CA08g09390, CA09g13390, CA08g09030, CA04g07480, CA03g11370, CA01g22830, CA00g36220, CA00g57340	arahy.Tifrunner.gnm1.ann1.U57TMC.1, arahy.Tifrunner.gnm1.ann1.RBM67I.1, arahy.Tifrunner.gnm1.ann1.CXW88U.1, arahy.Tifrunner.gnm1.ann1.F0S3GF.1, arahy.Tifrunner.gnm1.ann1.9IC8RT.1, arahy.Tifrunner.gnm1.ann1.510BCU.1
OG0000978	CA09g05740	arahy.Tifrunner.gnm1.ann1.J6Z8IZ.1, arahy.Tifrunner.gnm1.ann1.DI08LN.1, arahy.Tifrunner.gnm1.ann1.1EL8LN.2, arahy.Tifrunner.gnm1.ann1.9SAY5Z.1
OG0000979	CA11g05160	arahy.Tifrunner.gnm1.ann1.TP47QD.1, arahy.Tifrunner.gnm1.ann1.WMRY2G.1, arahy.Tifrunner.gnm1.ann1.XU3QCQ.1, arahy.Tifrunner.gnm1.ann1.FBF79B.1, arahy.Tifrunner.gnm1.ann1.E3S8EN.1, arahy.Tifrunner.gnm1.ann1.9L8GEJ.1, arahy.Tifrunner.gnm1.ann1.X2MKKS.1, arahy.Tifrunner.gnm1.ann1.03W370.1, arahy.Tifrunner.gnm1.ann1.A0X5FR.2, arahy.Tifrunner.gnm1.ann1.BY5KCT.1
OG0000982	CA11g17240, CA06g23060	arahy.Tifrunner.gnm1.ann1.793UIY.1, arahy.Tifrunner.gnm1.ann1.NJ7QKI.1, arahy.Tifrunner.gnm1.ann1.TN1PNA.1, arahy.Tifrunner.gnm1.ann1.5L9AX6.1, arahy.Tifrunner.gnm1.ann1.AF6LVX.1, arahy.Tifrunner.gnm1.ann1.1I8IFE.2, arahy.Tifrunner.gnm1.ann1.6D0QG7.1, arahy.Tifrunner.gnm1.ann1.B777LX.1, arahy.Tifrunner.gnm1.ann1.G0MLFH.1, arahy.Tifrunner.gnm1.ann1.66UTKX.1, arahy.Tifrunner.gnm1.ann1.QK4PF2.2, arahy.Tifrunner.gnm1.ann1.BQ53C9.1
OG0000984	CA06g06890	arahy.Tifrunner.gnm1.ann1.NQPD42.1, arahy.Tifrunner.gnm1.ann1.R4XPT2.1, arahy.Tifrunner.gnm1.ann1.R1RGSZ.1, arahy.Tifrunner.gnm1.ann1.MV2SR8.1
OG0000985	CA05g11850, CA00g64740	arahy.Tifrunner.gnm1.ann1.HAFQ9G.1, arahy.Tifrunner.gnm1.ann1.T5IY8Z.1
OG0000985	CA00g84060	arahy.Tifrunner.gnm1.ann1.IA8S0M.1, arahy.Tifrunner.gnm1.ann1.S68IDS.1, arahy.Tifrunner.gnm1.ann1.LVRM3I.1, arahy.Tifrunner.gnm1.ann1.G4V3K2.1
OG0000987	CA00g18360, CA10g14310, CA10g14290	arahy.Tifrunner.gnm1.ann1.D3ZBZF.1, arahy.Tifrunner.gnm1.ann1.FZ7LA7.1, arahy.Tifrunner.gnm1.ann1.SXMW95.1, arahy.Tifrunner.gnm1.ann1.KTQ5NK.1, arahy.Tifrunner.gnm1.ann1.AGF01G.1, arahy.Tifrunner.gnm1.ann1.TG5IZ1.1
OG0000988	CA09g17170, CA07g07280	arahy.Tifrunner.gnm1.ann1.9XM5YI.1, arahy.Tifrunner.gnm1.ann1.0EN5GD.1, arahy.Tifrunner.gnm1.ann1.0513A0.1, arahy.Tifrunner.gnm1.ann1.RPGZ11.1
OG0000988	CA12g00190, CA12g00220	arahy.Tifrunner.gnm1.ann1.2547FM.1, arahy.Tifrunner.gnm1.ann1.G5DPCC.1
OG0000989	CA09g00830	arahy.Tifrunner.gnm1.ann1.9K247M.1, arahy.Tifrunner.gnm1.ann1.SB1I92.1, arahy.Tifrunner.gnm1.ann1.DYRS20.1, arahy.Tifrunner.gnm1.ann1.BBG51B.1, arahy.Tifrunner.gnm1.ann1.02PX6U.2, arahy.Tifrunner.gnm1.ann1.CIFX90.1
OG0000990	CA12g13060, CA00g10970	arahy.Tifrunner.gnm1.ann1.PF76WK.1, arahy.Tifrunner.gnm1.ann1.Z23D3B.1, arahy.Tifrunner.gnm1.ann1.JWT6XR.1, arahy.Tifrunner.gnm1.ann1.K1QIEY.1, arahy.Tifrunner.gnm1.ann1.HG05DD.1, arahy.Tifrunner.gnm1.ann1.9J7JQ6.1, arahy.Tifrunner.gnm1.ann1.IKUR0B.1, arahy.Tifrunner.gnm1.ann1.KW4E90.1, arahy.Tifrunner.gnm1.ann1.Z5SK82.1, arahy.Tifrunner.gnm1.ann1.N7W281.1, arahy.Tifrunner.gnm1.ann1.YUT84C.1
OG0000991	CA10g13930, CA10g08570, CA10g08580	arahy.Tifrunner.gnm1.ann1.36PEC4.1, arahy.Tifrunner.gnm1.ann1.0CQJ15.1, arahy.Tifrunner.gnm1.ann1.F2F8FV.1, arahy.Tifrunner.gnm1.ann1.N5X18U.1, arahy.Tifrunner.gnm1.ann1.9KNF1J.1, arahy.Tifrunner.gnm1.ann1.FYP25E.1
OG0000992	CA03g17950	arahy.Tifrunner.gnm1.ann1.18M8R5.1, arahy.Tifrunner.gnm1.ann1.5K396S.1
OG0000992	CA03g17970	arahy.Tifrunner.gnm1.ann1.HT839T.1, arahy.Tifrunner.gnm1.ann1.C6CLGC.1
OG0000993	CA06g09770, CA03g19850, CA00g64710, CA05g10640	arahy.Tifrunner.gnm1.ann1.2P3YG5.1, arahy.Tifrunner.gnm1.ann1.3R9A5K.1, arahy.Tifrunner.gnm1.ann1.5T510H.1, arahy.Tifrunner.gnm1.ann1.8LKN4P.1
OG0000995	CA10g00270	arahy.Tifrunner.gnm1.ann1.QHE7IT.1, arahy.Tifrunner.gnm1.ann1.4HL1MH.1
OG0000995	CA06g25220	arahy.Tifrunner.gnm1.ann1.PM64UH.1, arahy.Tifrunner.gnm1.ann1.HZCX8J.2, arahy.Tifrunner.gnm1.ann1.ZM6ZIL.1
OG0000995	CA10g05800, CA02g17460	arahy.Tifrunner.gnm1.ann1.TH0EQN.1, arahy.Tifrunner.gnm1.ann1.23EIYW.1
OG0000996	CA06g01620	arahy.Tifrunner.gnm1.ann1.W0ZNBQ.1, arahy.Tifrunner.gnm1.ann1.D0TPSC.1, arahy.Tifrunner.gnm1.ann1.J2ZPCA.1, arahy.Tifrunner.gnm1.ann1.YL9UVR.1
OG0000996	CA02g00460	arahy.Tifrunner.gnm1.ann1.79M87P.1, arahy.Tifrunner.gnm1.ann1.3L8WES.1
OG0000997	CA01g22480	arahy.Tifrunner.gnm1.ann1.DP7WE9.1
OG0000997	CA05g16520	arahy.Tifrunner.gnm1.ann1.909YBZ.1, arahy.Tifrunner.gnm1.ann1.VIJ10A.1
OG0000998	CA05g15200, CA06g25110	arahy.Tifrunner.gnm1.ann1.26I3WB.1, arahy.Tifrunner.gnm1.ann1.QI3UGF.1
OG0000998	CA09g06510, CA10g11030	arahy.Tifrunner.gnm1.ann1.4PXD14.1, arahy.Tifrunner.gnm1.ann1.W9RD48.1
OG0000999	CA00g90810, CA03g02390	arahy.Tifrunner.gnm1.ann1.DT38XC.1, arahy.Tifrunner.gnm1.ann1.JHIU29.1, arahy.Tifrunner.gnm1.ann1.HV7TXL.1, arahy.Tifrunner.gnm1.ann1.V0H717.1, arahy.Tifrunner.gnm1.ann1.AD6V86.1, arahy.Tifrunner.gnm1.ann1.63P7R9.1
OG0001000	CA03g06870	arahy.Tifrunner.gnm1.ann1.MD3LS0.1, arahy.Tifrunner.gnm1.ann1.5185HY.1, arahy.Tifrunner.gnm1.ann1.JZ1PRS.1
OG0001001	CA04g06220, CA08g06830	arahy.Tifrunner.gnm1.ann1.2WW2WS.1, arahy.Tifrunner.gnm1.ann1.4QLA4Z.1, arahy.Tifrunner.gnm1.ann1.GF06UQ.2, arahy.Tifrunner.gnm1.ann1.K54NA5.2
