Orthogroup	Capsicum_anuum	Brassica_napus
OG0000289	CA08g16390	CDY66920, CDX83558, CDY13587, CDY13589, CDX83560, CDY13590, CDX76827, CDX83208, CDY21487, CDX90785, CDY68788, CDY15827, CDY72187
OG0000291	CA02g28840, CA02g28820, CA02g28880, CA02g28830, CA02g28800, CA02g28850	CDY00125
OG0000292	CA12g13270	CDX98578, CDX99945, CDY38700
OG0000292	CA01g20610, CA04g12510, CA04g06570, CA01g25910, CA01g14610	CDX99944, CDY38699, CDX98577
OG0000292	CA07g05490	CDY21199, CDX92356
OG0000292	CA03g15010, CA12g11600	CDY45484
OG0000293	CA07g07050	CDY69479
OG0000293	CA05g14260, CA11g04080, CA07g07060, CA03g03950, CA01g22510, CA02g16620, CA12g02050	CDY55650, CDX92924, CDY24268, CDY65253, CDY24263, CDX92923, CDY19298, CDX92922, CDY24262, CDY38640, CDY33142
OG0000302	CA10g17720, CA00g93850, CA04g03070, CA04g03310, CA04g03300, CA10g17730	CDX94168, CDX76944, CDY41248, CDY10846, CDY41247, CDY10847, CDY41372, CDX94167, CDY41246, CDY39507, CDX94169, CDY10869, CDY59784, CDY12405, CDY41770, CDY10852, CDY41240, CDY47325, CDY01121
OG0000303	CA11g07180	CDX85604, CDX78570, CDX70555, CDY57901, CDX69590, CDX91071
OG0000304	CA10g13280, CA00g28810, CA06g00800, CA10g13270, CA03g01690, CA07g15350, CA05g17150, CA07g15000, CA10g06030, CA12g06980, CA00g68980, CA03g24970, CA05g13830, CA00g83670, CA05g14330, CA00g62240, CA07g14910, CA03g21080, CA01g18950, CA11g04750, CA12g06630, CA01g13990, CA09g07560, CA09g06280, CA10g16870, CA12g06620	CDY06401
OG0000305	CA01g29010, CA03g06030, CA04g12490, CA07g09950, CA04g01160, CA07g07990, CA00g79900, CA04g14440, CA00g86800, CA02g01350, CA10g07540, CA00g85660, CA04g12500, CA01g20620, CA07g09940, CA00g68250, CA01g25920	CDX92357, CDX99936, CDX98576, CDX99943
OG0000306	CA01g16630	CDY04437, CDY04356
OG0000306	CA12g07560, CA10g05650, CA09g04150	CDY21398, CDY04773
OG0000306	CA11g18860	CDY47901
OG0000313	CA04g12060	CDY60872, CDX94354
OG0000313	CA04g05310, CA04g05330	CDY36885
OG0000317	CA05g03370, CA03g30260, CA11g13250, CA10g11580, CA09g04850, CA04g02800, CA06g24540	CDX73815, CDY00784, CDY50531, CDY52661
OG0000318	CA02g04960, CA02g10570, CA07g14340, CA07g13480, CA07g14330, CA02g05000, CA02g05050, CA11g13520, CA06g15180, CA06g15170, CA06g10950	CDX94788, CDY29116, CDY13104
OG0000320	CA11g04130	CDY40927, CDX95933
OG0000320	CA02g28020, CA02g28030	CDY16129, CDY33781, CDY36429, CDX98143, CDY33783, CDY56002, CDY08134, CDY36431, CDY16128, CDY45174, CDY45171, CDY03007, CDY03008, CDY09339, CDY37178, CDY45175, CDY03011, CDY04142, CDY04143, CDY60937, CDY45173, CDY04052, CDY44412
OG0000321	CA05g01490, CA05g00950, CA05g01940, CA05g00960, CA05g01500, CA05g01920, CA12g02810	CDY13740, CDX76902, CDX89492
OG0000321	CA04g17000	CDX93464, CDX94932
OG0000327	CA05g15760	CDY33677, CDY71838, CDX79178, CDY64807, CDY63088, CDY29468, CDY63090, CDX96597, CDX96598, CDY33678, CDY33675, CDY63085, CDX96596, CDY63082, CDY63086, CDY29470, CDY04615, CDY64810, CDY04611, CDY71088, CDY04608, CDY01329, CDY00367, CDY00366, CDY01331, CDY29469, CDY29465, CDY64812, CDY29467, CDY04612, CDY64808, CDY01330, CDY63087, CDY64811, CDY04616
OG0000328	CA04g07960, CA07g09490, CA04g11880, CA09g08180, CA01g30760, CA07g04770, CA12g13950, CA00g25020, CA09g11460, CA08g05270, CA04g10170, CA03g33360, CA09g03980, CA07g08720, CA10g09350, CA12g17950, CA10g12040, CA04g13510, CA01g22380, CA12g11720, CA08g00090, CA00g58050, CA02g00100, CA10g12050, CA12g17540, CA05g14340, CA09g06430, CA03g33370, CA11g05800	CDY46783
OG0000331	CA08g13290, CA01g22680	CDX93979, CDY47221, CDY53050, CDX89139, CDX80083, CDY37791, CDY51415
OG0000331	CA11g08520, CA08g00830, CA08g00840	CDY44152, CDY04706, CDY54291, CDY41444, CDX91717, CDY11588, CDY03747, CDY25787
OG0000333	CA00g53630, CA00g53640, CA00g92420, CA08g13330, CA08g13350, CA08g13340	CDY22633, CDY06361, CDX93502, CDY50897, CDY31080, CDY20692
OG0000334	CA01g08430, CA11g09390, CA09g13590, CA07g04980, CA10g02430, CA03g15160, CA00g77240, CA01g15240, CA01g20330, CA00g57220, CA12g11630, CA09g02590, CA10g04320, CA01g26080, CA09g13420, CA08g09120, CA00g81780, CA03g11440, CA06g13370	CDY19677
OG0000336	CA02g10680	CDY10283, CDY06713, CDY09910, CDY06267, CDX86473, CDY15618, CDX90789, CDY48575, CDX73787, CDX77948, CDY21333, CDY62000, CDY59275, CDY09154, CDY48578, CDY48574, CDY21982, CDY21332, CDY21990, CDY21988, CDY48580, CDY48576, CDY21986, CDY22112, CDY48577
OG0000337	CA00g77280, CA08g09290, CA01g26130, CA03g11430	CDY19673
OG0000337	CA10g02390, CA04g07520	CDY60972
OG0000338	CA06g19280, CA00g90320, CA03g27780, CA03g27790	CDX81902, CDY21692, CDY09846, CDX96690, CDX83801, CDY26715, CDY45756, CDY45754, CDY30731, CDY00315, CDX84344, CDY16764, CDX87266, CDY16763, CDY69433, CDY21805, CDY51783, CDY36913, CDX83027, CDX68450
OG0000348	CA01g30750, CA01g10400, CA01g10410, CA01g10430, CA01g10420, CA05g09120, CA01g03680	CDY57070, CDX98054, CDY16010, CDY26570, CDY26571, CDY26572, CDY16012, CDY16011, CDY17092, CDY54697
OG0000350	CA06g02120	CDY20275, CDY26582, CDY26589, CDY26583, CDX71969, CDY26607, CDY47545, CDY50108, CDY15998, CDY00489, CDY51169, CDY16110, CDY34869, CDY33753, CDY35831, CDY16050, CDY21064, CDY15970, CDY06383, CDY34688, CDY25703, CDY34375, CDY25522, CDY25491, CDY65982
OG0000352	CA04g15390, CA00g36460, CA00g36490, CA07g06320, CA07g06280, CA07g06310, CA07g06260, CA07g06300, CA04g15380, CA07g06250, CA03g17860	CDY38225, CDY21358, CDY21359, CDY46643
OG0000365	CA00g85170, CA00g85850	CDY07693, CDY14424, CDX93297, CDY39726
OG0000366	CA01g33960, CA08g11200, CA01g25560, CA00g85950, CA10g09430	CDX71796, CDY41153, CDX89063, CDY48365, CDX67837, CDY37029, CDY27392, CDX83400, CDX95631
OG0000367	CA08g01520, CA02g20210, CA00g25340, CA08g01510, CA03g22810, CA00g89000, CA02g20200	CDY12685, CDY54658, CDY01878, CDX96052
OG0000368	CA09g02170, CA10g15360, CA11g19620, CA03g26720	CDY07941, CDX73996, CDY41316, CDY22207, CDY54618, CDY41581, CDY11249, CDX80862, CDX73571, CDY13308, CDX67563
OG0000369	CA01g29840	CDY26083, CDY10524, CDY53759
OG0000369	CA05g16620, CA05g12930, CA07g20480, CA07g20470	CDY53760, CDY42390, CDY26084, CDY10526, CDY08264, CDY08263, CDY26085
OG0000370	CA10g12640, CA10g12120, CA10g12130, CA10g15740, CA10g15730	CDY55264, CDY33189, CDY33193, CDX75014, CDX75015, CDY33191, CDY53268, CDY70880, CDY63987, CDX84547, CDY33195, CDY53269, CDY33194, CDX75013, CDX75012, CDX84548
OG0000371	CA06g04270	CDY04583, CDX83302, CDX93616, CDX77204
OG0000371	CA05g03420, CA01g20030, CA07g05330, CA06g24450, CA11g13640, CA06g24430	CDX71081, CDY70247, CDX86050, CDX93630, CDY15777, CDY06280
OG0000372	CA05g04850	CDY61717, CDY13083, CDX98639
OG0000380	CA07g04880	CDX73283
OG0000381	CA00g15340, CA06g28230, CA00g71730, CA08g01820, CA06g09660, CA04g01720, CA10g14320, CA03g15320, CA09g14950, CA06g01450, CA07g12560, CA01g21690, CA00g86160, CA01g24510, CA11g16980, CA01g28620, CA11g11800, CA12g07600, CA11g11880, CA00g91930, CA04g12710, CA06g27250, CA00g86860, CA12g10160, CA00g90230, CA00g69700, CA00g86170, CA00g69780, CA00g67150	CDY15040
OG0000385	CA01g14400, CA06g24290, CA06g24300	CDY05007, CDY14064
OG0000387	CA10g19460, CA10g19470, CA01g11060, CA03g08230, CA05g17920, CA12g08270	CDY57107, CDY37037, CDX74737, CDY72000
OG0000388	CA05g17940, CA12g00630	CDX79621, CDY69773, CDY40441, CDY71930
OG0000389	CA02g10780, CA08g04350	CDY35262, CDX90223, CDX98172, CDY43206, CDX99878, CDY26299
OG0000389	CA07g16050, CA07g16310, CA07g16060, CA10g01910	CDY52444, CDX88447, CDY14480, CDY52443, CDY60153, CDY26865
OG0000390	CA00g18720, CA08g08750	CDX74020, CDY07964, CDY22147
OG0000390	CA03g11250, CA10g21670, CA10g18990, CA03g11260	CDY59828, CDX67667, CDX72087, CDY47391, CDX76022, CDY27172, CDY22511, CDY35423, CDY23866, CDX79949
OG0000391	CA00g73110, CA01g00030, CA05g16500	CDY63895, CDX69373, CDY63922, CDY39472, CDX90374, CDY25587
OG0000392	CA12g02730, CA04g11470	CDY30352, CDY26821, CDY54334, CDY04684, CDY04685, CDY08082, CDY70446, CDY68996, CDX68331, CDY55310, CDY32462, CDY04686, CDY37423, CDY32460, CDY11546, CDY11548, CDX96276, CDY03722, CDY09481, CDY25773, CDY04741, CDY21420
OG0000393	CA01g05350, CA00g96340, CA03g05040, CA03g05030, CA03g05050, CA09g08370, CA12g18050, CA08g15230, CA04g17250, CA08g13070, CA08g13060	CDX82109, CDX82112
OG0000394	CA01g23930, CA01g10250, CA01g01730, CA01g01740, CA02g12130, CA01g34270	CDY46053, CDX82359, CDY69175
OG0000394	CA12g13500	CDY39729, CDY44462
OG0000395	CA06g22910, CA04g00780	CDX80366, CDY42245, CDY40859, CDX80367
OG0000395	CA01g06380, CA01g06390	CDX94239, CDX88029, CDY40858, CDY09647, CDY64779, CDX86827, CDY52845, CDY35603, CDY42957, CDY42246, CDY42243, CDY14266, CDY22640, CDY06352
OG0000396	CA03g19120, CA06g03040, CA06g25990, CA04g05530, CA02g21290, CA07g20880, CA01g01450, CA08g08050, CA10g05890, CA05g11660, CA01g34290	CDY35636, CDY49174, CDX96210
OG0000397	CA01g04510, CA01g04520, CA01g04540, CA01g04460, CA01g04480, CA01g04490, CA01g04470	CDY65737, CDY49024, CDY72661, CDY70590
OG0000398	CA12g00800, CA05g01630, CA02g14950, CA00g71420, CA00g97200, CA05g01620, CA05g01610, CA05g01600, CA01g12590, CA05g01590	CDY41056, CDY25959, CDY66113, CDY04171, CDY04170, CDY33126, CDY17727, CDX77776, CDY12162, CDY12163, CDY60619, CDX93868, CDY28922, CDY40558
OG0000408	CA12g02290, CA12g02430, CA12g06900, CA12g19850	CDX89658
OG0000408	CA11g06210, CA11g06230	CDY42319, CDY64557
OG0000408	CA01g16070, CA06g15070	CDY25539, CDY25525, CDX93896
OG0000410	CA04g22150, CA03g33320	CDY26503, CDX69465, CDX70676, CDX78674, CDY26504
OG0000410	CA11g00740	CDX73016
OG0000413	CA06g17690, CA12g11530	CDX75953, CDY51927
OG0000413	CA03g30840	CDX82060, CDY47746
OG0000413	CA02g24270, CA00g42440, CA00g42450	CDY07499, CDX96152, CDY49631, CDY01709, CDX74562, CDY27005, CDY38572
OG0000414	CA09g13300, CA09g13600, CA07g06070, CA07g09320, CA11g03090, CA00g86010, CA08g05870, CA01g20310, CA10g02400, CA08g09100	CDY45977
OG0000414	CA08g09280, CA01g11700	CDY19674, CDX95212, CDY45544
OG0000415	CA00g70970, CA04g22040, CA00g97880, CA04g22030, CA04g22020	CDX85929, CDX68113, CDY53562, CDX87651, CDX73211, CDX73210, CDX87652, CDX87653, CDY70534, CDX85928, CDX85927
OG0000416	CA05g00420, CA00g77550	CDX67683, CDY33832, CDY30976, CDX76042, CDX76044
OG0000416	CA01g15970, CA03g30020	CDY34445, CDY32230
OG0000417	CA12g19770	CDY45054, CDY03593
OG0000418	CA00g54060, CA10g16680	CDY47216, CDY53048, CDY47217, CDY53046, CDY34117, CDY03289, CDY34120, CDY24536, CDY02039, CDY23281
OG0000418	CA11g20010, CA11g20020, CA10g17290, CA10g17140	CDY36456
OG0000428	CA03g08580, CA03g08540	CDX89939
OG0000429	CA04g02900, CA02g17340	CDX79055
OG0000430	CA03g07280, CA06g08760, CA06g27110	CDY50674
OG0000430	CA06g27120, CA06g26990, CA03g07270, CA06g08750, CA09g09990	CDY66095
OG0000431	CA10g15200, CA10g14810, CA10g14800, CA01g21090, CA00g79830, CA01g21100, CA01g21110, CA04g18490, CA04g18500, CA12g16680, CA12g16700, CA12g16690, CA04g18510	CDY09336
OG0000433	CA07g06220	CDY50419
OG0000434	CA11g05030, CA11g05040, CA11g05050, CA11g04980, CA11g04920, CA00g89860, CA05g08200	CDY16205, CDY46430, CDY52764
OG0000434	CA03g26830	CDY60836, CDY17425, CDY62176, CDY09349, CDY03028, CDY45190, CDY62015, CDY49094, CDX81631, CDY33754
OG0000435	CA04g05500, CA00g84620, CA02g05500, CA02g21300	CDX75541, CDY26832
OG0000435	CA08g19280	CDX75480
OG0000435	CA02g04310	CDX77623, CDY58056
OG0000435	CA03g28070	CDY56740
OG0000436	CA08g17440, CA01g21860, CA10g11210	CDX89672, CDY02280, CDX71239, CDY36646, CDX75432
OG0000439	CA00g75770, CA01g29500, CA00g91760, CA02g14910, CA00g91790, CA00g91780	CDX69295, CDY29548, CDX75643, CDX72626, CDY29549
OG0000440	CA09g00870, CA09g00860, CA09g00850, CA00g70840, CA10g10420, CA10g10430, CA00g70910, CA05g19630, CA05g19640, CA05g19650	CDX84140, CDX75055, CDX96530, CDX73073, CDY65628, CDY41508, CDY21822, CDX77906, CDY49719, CDY39579
OG0000442	CA08g09990	CDY11314, CDX80926
OG0000442	CA01g13680, CA06g22430, CA06g22440, CA11g15500	CDY16581, CDX92422, CDY09090
OG0000448	CA09g02660, CA11g01850, CA02g08480, CA02g08650, CA02g03030, CA01g34030, CA06g11680, CA12g17660, CA03g16450, CA01g00850, CA12g06950, CA01g13340, CA08g17410, CA05g10580, CA06g06680, CA00g43990, CA10g13520, CA11g14310, CA03g13380, CA01g13090, CA09g04880, CA02g04660, CA09g15630, CA06g12650	CDY53142
OG0000461	CA06g28170	CDY02631, CDY53245, CDY35219, CDY06871
OG0000463	CA10g15690, CA11g18810, CA00g91080, CA00g91090	CDY45963, CDY45480, CDY23976, CDX84811, CDX71369, CDY04545, CDY65169, CDX93593, CDX95095, CDX93595, CDX95097
OG0000464	CA11g01630, CA00g86760, CA06g01290, CA03g15130, CA00g99270, CA11g07100, CA07g06350, CA11g07010, CA11g06670, CA05g14620, CA03g12400, CA04g15930, CA12g14790, CA12g14720, CA10g12620	CDY45519
OG0000465	CA06g19540, CA11g12600, CA00g90490	CDY16755
OG0000465	CA08g16680	CDY03581, CDY59368
OG0000465	CA00g86030	CDY24508, CDY33617
OG0000466	CA12g07860	CDY37215
OG0000466	CA01g11310	CDX85677, CDX91152, CDX69678, CDX97217
OG0000466	CA01g26370	CDY12242, CDY42084, CDY10125
OG0000467	CA03g34910	CDY47531, CDY02546
OG0000467	CA00g24880, CA00g71470	CDY50610
OG0000467	CA10g07910, CA11g10900, CA12g15300, CA08g18530	CDY65603, CDX99312, CDX92276
OG0000468	CA07g09740, CA00g80250, CA12g08720	CDY62464, CDY64689, CDY59354, CDY42121
OG0000470	CA12g04460	CDY23367, CDX83482, CDX79823, CDY30407, CDX67802, CDX98380, CDY00624, CDX89028, CDY72317, CDX71899, CDY05991, CDY17926, CDY44229, CDX86946
OG0000472	CA02g09020	CDX91066
OG0000472	CA03g25400	CDY03421, CDY34308, CDX92650, CDY11031
OG0000472	CA02g26840	CDY56180, CDX98113, CDX85290, CDX86348, CDY35777
OG0000473	CA12g13800, CA02g04270, CA02g04280, CA02g10900, CA02g11170, CA02g04590, CA02g11180, CA02g11150, CA11g02660	CDY01554, CDY68806, CDY53993, CDX76515, CDY34061, CDX99456
OG0000474	CA00g47410	CDY38223, CDY13928, CDX92575, CDY47187, CDY02598, CDY24704, CDY05250, CDX74110, CDY08058
OG0000474	CA02g28920, CA02g08750	CDY63215, CDY00131, CDX86429, CDX85201
OG0000474	CA03g18270	CDX89410, CDX94437
OG0000475	CA02g07630, CA00g16460, CA03g02160, CA01g20530, CA11g10200, CA00g81550, CA10g07640, CA04g14340, CA09g07530, CA08g04280, CA11g11070, CA11g07810, CA01g29040, CA00g68330, CA01g15010, CA00g00590, CA11g11060, CA09g07540, CA03g14930, CA00g81540, CA04g14350, CA06g05250	CDY15768, CDY29456, CDX99952
OG0000476	CA10g20020, CA00g73160	CDX72074, CDY06138, CDX76039, CDY30970, CDY66825, CDY02694, CDY69460, CDY31197, CDY70221, CDY70336, CDY49366, CDY31196, CDY17428, CDY23855, CDX79941, CDY65242, CDX82973, CDY65241, CDY22520, CDY35418, CDY14762, CDY06932
OG0000479	CA02g20490	CDY36178, CDY54220, CDY36176, CDY45593, CDY36183, CDY54218, CDY54219, CDY44434, CDX86469, CDX83229, CDY38516, CDY20286, CDY20288, CDY20287, CDY46131, CDY63516, CDY54216, CDY36182, CDY45594, CDY36175, CDY36177, CDY54223, CDY54222, CDY36179, CDY54221, CDY36181, CDY64713
OG0000481	CA02g28560, CA08g00190, CA09g12950, CA03g06840, CA05g07640, CA01g14040, CA01g12510, CA12g15310, CA06g08050, CA00g65340, CA07g03810, CA12g04250, CA02g07290, CA12g19020, CA08g02740, CA12g15700, CA06g06520, CA10g13990, CA01g09800, CA00g71610, CA12g13930, CA00g58000, CA02g05700, CA01g29070	CDY00868
OG0000482	CA07g06980, CA06g26770	CDY16308, CDX88018, CDY25449, CDY31639, CDY28275, CDX88257, CDY01057, CDY69248, CDY68225, CDX82724, CDX84031, CDY24596
OG0000488	CA12g22560, CA12g22660, CA12g22640, CA12g16290, CA10g18850, CA10g18840, CA01g24640, CA10g21800, CA10g13210	CDY03343, CDY48725, CDY07814, CDY29203
OG0000490	CA04g22280, CA06g05800, CA03g25730	CDY15173, CDX90036, CDY38009
OG0000491	CA02g27470, CA02g27460, CA02g01250, CA02g01380	CDY43260, CDY37551, CDY37552
OG0000493	CA06g00340, CA01g14210, CA08g04570	CDX90544, CDY22779, CDY52043, CDY32215, CDY34430
OG0000493	CA08g13140	CDX94988, CDX93514, CDY32165
OG0000494	CA00g53680	CDY05516, CDY05331
OG0000495	CA03g09810, CA11g01230	CDX74874, CDY13225
OG0000495	CA04g00530	CDX79505, CDY22352
OG0000496	CA05g13910, CA12g09450	CDX81162, CDY08821, CDY14539, CDX81161, CDX78369, CDX85778, CDY40078
OG0000497	CA03g03670, CA00g96530, CA00g82970, CA06g06540, CA03g03400, CA03g03660, CA03g16130, CA11g15220, CA06g06550, CA01g10440	CDY49714, CDX92707, CDX94446, CDY55723
OG0000499	CA12g16950, CA00g41160	CDY26696, CDY67790, CDX83780, CDY33100, CDX96674, CDY41024, CDY51212, CDY02986, CDY67789, CDX83044, CDY67024, CDX83045, CDX68486, CDX77920, CDY37916
OG0000500	CA02g12570, CA02g12590	CDY35138, CDY40002, CDY21770, CDX81795, CDX81796, CDY21769, CDX92689, CDY11068, CDY08970, CDY24858
OG0000502	CA07g08640, CA11g14400, CA00g18760, CA07g08630, CA02g19100	CDY08406, CDY42175
OG0000503	CA07g11660, CA05g10210, CA05g10180	CDY15535, CDX86580, CDY53386, CDY18291
OG0000504	CA12g06730, CA05g04040	CDY31356, CDY39856
OG0000504	CA08g01060, CA07g03730, CA05g06720, CA07g03760, CA07g03740	CDY09389, CDY51475, CDY17613, CDY48618, CDY04121
OG0000505	CA03g23180	CDY46883
OG0000505	CA08g01070	CDY07474, CDY39258, CDY09396, CDY15807, CDY56295, CDY04111
OG0000505	CA05g17810, CA12g01290	CDY16935, CDX78739
OG0000507	CA08g06930	CDY48932, CDX71753, CDY58789, CDY45704, CDY69828
OG0000507	CA03g18190, CA08g06920	CDX80388, CDX88050, CDY08097, CDY05887
OG0000508	CA00g00350, CA06g20030	CDY34300, CDY03429
OG0000508	CA01g30770, CA00g64440, CA11g11480	CDY61226, CDY66293, CDY09456, CDY03738, CDY66292
OG0000509	CA00g25420, CA06g12220, CA00g25410, CA12g15410, CA12g15400, CA12g15390, CA05g16510	CDX94594, CDY15687, CDX94595, CDY35721, CDX90135, CDY46286, CDY26364, CDY46618, CDY35722, CDX90136
OG0000511	CA06g27490, CA06g01380, CA00g85300	CDY68061, CDX89162, CDY11466, CDX76678, CDX95739, CDY53024, CDX80139, CDY27469, CDY55528, CDY10229, CDY54881, CDY09953, CDY06230, CDY71728, CDY10745, CDY29666, CDX97821, CDX97824, CDY52638, CDX84825, CDY23990
OG0000512	CA07g20720	CDY28617, CDY70595, CDY24078, CDY36600, CDY64984, CDY06528, CDY11707, CDX67472, CDY06529, CDY64983, CDY69949
OG0000513	CA03g05620, CA04g00510	CDY18225, CDY60663, CDY10057, CDY53187, CDY32941, CDY50478, CDX85070, CDY35515, CDX77538
OG0000513	CA03g05630	CDX77537, CDX85071, CDY08986, CDY35516
OG0000518	CA01g06310, CA12g14640, CA01g27260, CA03g33510, CA08g10680, CA02g24280	CDY06091, CDX86145, CDY09507
OG0000518	CA10g05270, CA03g18450, CA09g07080, CA07g14460	CDX73005
OG0000518	CA01g12280, CA02g05450, CA12g18850, CA10g08050, CA07g15020, CA04g15820, CA03g33500, CA11g20450, CA03g06460, CA01g12810	CDX77695, CDY06092
OG0000522	CA01g11190, CA01g11210, CA08g11220, CA04g08750, CA06g27850, CA03g10850	CDY35378
OG0000524	CA03g37100, CA00g58070, CA06g15260, CA06g15250	CDX98433
OG0000525	CA02g16960, CA10g05760	CDX79061, CDY63474, CDX94036, CDX98685, CDX76426, CDY47094
OG0000525	CA10g03650, CA07g13030	CDY29882, CDY68230, CDX89203, CDY19003
OG0000529	CA09g02410, CA10g12380, CA05g20790	CDY08611
OG0000529	CA00g95510	CDY61769, CDY18463
OG0000530	CA12g22580, CA12g22630, CA12g22620, CA12g22610, CA12g22570, CA01g27640	CDY01103, CDY08454
OG0000531	CA02g14650	CDY22445, CDY44047, CDX75633, CDX69285
OG0000531	CA00g84350	CDY22370, CDX71540, CDY25228, CDY02431
OG0000532	CA08g15140	CDY56593, CDY47919
OG0000532	CA05g14880, CA08g00160, CA05g17560	CDY40564, CDY28967, CDY43436, CDX77748, CDX76566
OG0000533	CA06g23380, CA00g86430	CDX71015
OG0000535	CA06g07090, CA03g16970, CA03g17390	CDY07238, CDY07239
OG0000535	CA01g04110, CA01g33170	CDY04392, CDY47428, CDX82971, CDY41291, CDX98767, CDX94122
OG0000536	CA06g10230, CA06g10220	CDY03618, CDY65726, CDY43911
OG0000538	CA10g01710, CA10g01720, CA10g01760, CA00g97700, CA01g34580	CDY65688, CDY17027, CDY09031, CDY18116, CDY18118, CDY09029, CDY09030
OG0000539	CA01g33970, CA01g13140	CDY68526, CDY40540
OG0000539	CA04g03430, CA02g18300	CDX82890
OG0000540	CA07g13070, CA07g13060, CA00g97610	CDY26923
OG0000540	CA02g16930	CDY36937, CDY24164, CDX81334, CDX86000, CDX93772, CDX93771, CDX93770, CDX86003, CDY51975, CDX85994, CDX93775, CDX93776, CDX93773, CDX86001, CDX85996
OG0000541	CA06g26160, CA06g26170, CA09g08480	CDY31429, CDX76445
OG0000541	CA06g11790	CDY00396, CDY01318, CDY08188, CDY04660, CDX87523, CDX88363
OG0000542	CA07g03500, CA07g03450, CA09g06250	CDY53311
OG0000543	CA03g22230, CA06g21130, CA06g21120, CA06g21110, CA03g22290, CA03g22760, CA03g22250, CA03g22260, CA03g22240	CDY25828, CDX84877, CDY69440
OG0000544	CA01g24340	CDY49365, CDY33684, CDX74644
OG0000544	CA05g01850, CA05g12940	CDX95818
OG0000544	CA12g02230	CDY52941, CDY16439, CDY49656, CDX69442, CDX85499, CDY38104
OG0000545	CA11g08020, CA08g00820, CA08g00810, CA05g15710, CA03g14060, CA11g13530, CA10g08780, CA10g15290, CA11g16200, CA11g16180, CA08g00770, CA08g00790, CA11g16210, CA07g14140, CA11g17480	CDY09449, CDY03741, CDY47145
OG0000546	CA06g22010	CDX73361
OG0000546	CA07g14160, CA00g85970, CA09g00450, CA10g00010, CA10g02960, CA00g97780, CA00g89550, CA09g00630, CA10g01440, CA04g23190, CA01g01560	CDX89868, CDY18183, CDY32512, CDY37411
OG0000546	CA06g22000	CDY48997
OG0000548	CA03g26780	CDY36929, CDY24155
OG0000548	CA02g28450, CA02g28460, CA02g28440, CA02g28420, CA02g28410, CA02g28430	CDX78613, CDX70595, CDX69547, CDX85053, CDX74292, CDX91954
OG0000549	CA02g25710, CA02g02040	CDY65016, CDY52824, CDY65651, CDY69753
OG0000549	CA08g17540, CA10g21760	CDX79956, CDY23873, CDY22505, CDY35427, CDY47375, CDX76010
OG0000550	CA00g36540	CDX87459, CDX88433, CDY04818, CDY21361, CDY41485, CDY68560
OG0000550	CA12g03620, CA08g15910, CA12g03600	CDX68985, CDX75362
OG0000552	CA05g14850, CA05g14840	CDX98975, CDX70037, CDY14046, CDY55179
OG0000553	CA02g25600, CA01g29670, CA04g19100, CA04g19090	CDY21469, CDX83197
OG0000554	CA04g05290, CA02g21090, CA02g21100, CA02g21110, CA02g21080, CA00g58040, CA02g02810, CA03g34220, CA02g02830	CDY24351, CDY64460
