Orthogroup	Capsicum_anuum	Prunus_persica
OG0000253	CA02g10230	Prupe.3G181600.1, Prupe.3G182500.1, Prupe.3G182300.1, Prupe.3G182100.1, Prupe.3G180700.1, Prupe.3G181000.1, Prupe.3G181200.1, Prupe.1G188700.1, Prupe.1G188400.1, Prupe.3G180500.1, Prupe.3G182800.1, Prupe.3G182700.1, Prupe.3G182400.1, Prupe.5G051400.1, Prupe.5G051600.1, Prupe.5G051200.1, Prupe.3G182200.1, Prupe.3G182600.1, Prupe.3G182000.1, Prupe.3G181900.1, Prupe.3G181800.1, Prupe.3G181500.1, Prupe.3G181400.1, Prupe.3G181100.1
OG0000259	CA11g09630	Prupe.1G169500.1
OG0000260	CA03g24920	Prupe.8G263700.1
OG0000260	CA12g21390, CA01g18250	Prupe.1G124300.1, Prupe.1G124500.1, Prupe.1G124200.1
OG0000261	CA10g10220	Prupe.2G112600.1, Prupe.2G112900.1, Prupe.2G112800.1, Prupe.2G113500.1, Prupe.2G113600.1
OG0000261	CA04g04810, CA00g87940, CA12g22670, CA12g22650, CA01g27070, CA01g27080, CA01g19130	Prupe.3G128800.1, Prupe.2G113000.1
OG0000262	CA00g36740	Prupe.1G526000.1
OG0000262	CA09g04040, CA00g36700, CA00g57920	Prupe.2G101600.1, Prupe.2G101400.1, Prupe.2G101500.1
OG0000262	CA03g02910	Prupe.1G054800.1, Prupe.1G054900.1, Prupe.1G055000.1, Prupe.8G210200.1, Prupe.8G210400.1, Prupe.8G210800.1, Prupe.8G210500.1, Prupe.8G210600.1, Prupe.8G210300.1, Prupe.8G210700.1, Prupe.1G055900.1, Prupe.1G056000.1, Prupe.1G055300.1, Prupe.1G056100.1
OG0000263	CA04g05830, CA02g21610, CA02g05680	Prupe.7G167000.1
OG0000263	CA00g58550, CA00g58590, CA00g58580, CA00g58560, CA03g04940, CA04g21570, CA00g58570	Prupe.1G367800.1, Prupe.8G082100.1
OG0000264	CA01g03710	Prupe.5G086100.1, Prupe.5G085100.1, Prupe.5G085200.1, Prupe.5G085600.1, Prupe.5G085300.1, Prupe.5G085400.1, Prupe.5G085500.1, Prupe.5G085800.1, Prupe.5G085700.1, Prupe.5G085000.1
OG0000264	CA02g13630, CA02g13640, CA02g13650, CA01g03770, CA01g03760, CA01g03750, CA01g03780, CA01g33390, CA06g21680, CA10g15170, CA01g07470, CA00g15850, CA01g33360, CA01g03740	Prupe.5G086000.1
OG0000266	CA00g77050, CA10g10550	Prupe.8G149400.1, Prupe.8G149900.1, Prupe.8G149700.1, Prupe.8G149300.1, Prupe.8G149600.1, Prupe.8G149800.1, Prupe.8G149500.1
OG0000275	CA12g10530, CA06g16240, CA03g36270	Prupe.3G050200.1
OG0000275	CA09g16570	Prupe.3G298200.1, Prupe.7G210000.1
OG0000276	CA02g17830, CA02g17850, CA02g17780, CA02g17770, CA02g17820, CA02g17790, CA02g17760, CA02g17810	Prupe.1G469100.1, Prupe.1G469000.1, Prupe.1G469200.1, Prupe.1G469300.1, Prupe.1G468600.1, Prupe.6G183600.1, Prupe.6G184400.1, Prupe.6G183500.1, Prupe.6G184500.1, Prupe.4G028700.1, Prupe.4G028800.1, Prupe.1G174500.1, Prupe.4G100700.1, Prupe.4G028200.1, Prupe.4G028000.1, Prupe.4G028100.1, Prupe.4G028600.1, Prupe.4G027900.1
OG0000277	CA04g21260	Prupe.1G372000.1
OG0000277	CA01g19520, CA00g72070	Prupe.8G088900.1, Prupe.8G088800.1, Prupe.8G089000.1, Prupe.8G089100.1, Prupe.8G089200.1
OG0000278	CA00g74120	Prupe.1G276700.1
OG0000278	CA01g23870, CA02g28130	Prupe.3G265800.1
OG0000278	CA05g15870, CA06g07160	Prupe.2G263600.1, Prupe.6G042000.1
OG0000279	CA03g24050	Prupe.3G111300.1
OG0000279	CA04g11660	Prupe.3G307800.1
OG0000279	CA12g13970, CA01g03610, CA10g06270, CA01g10480, CA03g16030, CA12g03010	Prupe.1G531500.1, Prupe.1G531300.1
OG0000279	CA00g78240	Prupe.7G055900.1
OG0000279	CA02g24310	Prupe.1G538700.1
OG0000280	CA00g82760, CA00g82710	Prupe.7G205500.1
OG0000280	CA00g82750, CA00g82740, CA06g04810	Prupe.6G203700.1, Prupe.6G203500.1
OG0000280	CA02g04910, CA02g04880	Prupe.1G534200.1
OG0000280	CA00g82690	Prupe.6G203900.1, Prupe.6G203800.1, Prupe.6G204000.1
OG0000281	CA07g15560, CA07g15570	Prupe.4G234800.1, Prupe.2G123900.1
OG0000281	CA07g20740	Prupe.6G030900.1, Prupe.6G030600.1, Prupe.6G030500.1, Prupe.6G031100.1, Prupe.6G031000.1, Prupe.6G030300.1, Prupe.6G030400.1, Prupe.6G025900.1, Prupe.6G030200.1
OG0000282	CA01g27740, CA05g07130	Prupe.5G052400.1, Prupe.5G049200.1
OG0000283	CA00g11030, CA04g13930, CA01g28230, CA00g11020	Prupe.1G404400.1, Prupe.1G404600.1, Prupe.8G038200.1, Prupe.7G069300.1, Prupe.7G069200.1, Prupe.I001500.1, Prupe.5G083600.1, Prupe.5G053200.1, Prupe.5G213700.1, Prupe.5G181600.1, Prupe.3G194200.1, Prupe.7G247200.1, Prupe.4G126500.1, Prupe.8G168400.1, Prupe.8G213700.1, Prupe.8G159200.1, Prupe.1G269300.1, Prupe.6G354500.1, Prupe.6G354300.1, Prupe.6G354600.1, Prupe.1G496200.1, Prupe.1G495800.1, Prupe.1G495700.1, Prupe.1G496400.1, Prupe.1G496600.1, Prupe.1G495900.1, Prupe.1G496300.1, Prupe.1G496000.1, Prupe.1G496800.1, Prupe.3G136800.1, Prupe.3G257200.1
OG0000284	CA06g12440, CA12g15930, CA04g21980, CA12g16820, CA11g05290, CA12g11570, CA01g23630, CA09g12520, CA01g13620, CA12g15190, CA03g10800, CA00g93030, CA06g02230, CA05g11780, CA01g31840, CA06g06170, CA05g11410, CA03g13800, CA06g09360, CA11g13920, CA06g14990, CA10g07070, CA00g71600, CA10g12200, CA07g04170, CA12g05730, CA03g27540, CA09g12910, CA09g12670, CA07g11240	Prupe.5G026400.1
OG0000285	CA01g28610, CA05g20400, CA03g26070, CA03g25940, CA05g20410, CA03g26040, CA03g25950, CA05g18170, CA05g20620, CA03g25980, CA00g98870, CA05g18280, CA05g20590, CA00g33000, CA05g20560, CA01g28590, CA01g28600, CA01g28380, CA04g03590, CA05g20420, CA04g15870, CA05g18890, CA05g20600, CA01g32260, CA05g20510, CA05g20370, CA12g18660, CA05g18150, CA03g26080, CA05g20460, CA00g90910, CA05g18120, CA05g20390	Prupe.7G182000.1
OG0000286	CA07g01930, CA07g06170, CA07g06180, CA11g14730	Prupe.1G067000.1, Prupe.2G169200.1, Prupe.2G169000.1, Prupe.2G168800.1, Prupe.2G169500.1, Prupe.2G168400.1, Prupe.2G169100.1, Prupe.2G168700.1, Prupe.2G167700.1, Prupe.2G172300.1, Prupe.2G167500.1, Prupe.2G155800.1, Prupe.2G155500.1, Prupe.2G155900.1, Prupe.2G155600.1, Prupe.2G156100.1, Prupe.2G166100.1, Prupe.2G166300.1, Prupe.2G171500.1, Prupe.2G078600.1, Prupe.2G078100.1, Prupe.2G077700.1, Prupe.2G077400.1, Prupe.2G078800.1, Prupe.2G099600.1, Prupe.2G167600.1
OG0000289	CA02g17550, CA12g09260, CA08g16380, CA08g16400, CA08g16370, CA08g16410, CA08g16420, CA00g98120, CA08g16430	Prupe.3G222300.1, Prupe.3G222200.1
OG0000290	CA03g00540, CA12g20550, CA05g17400, CA03g00570, CA03g00550, CA05g17690	Prupe.1G169300.1, Prupe.1G169200.1, Prupe.1G169100.1
OG0000291	CA02g28840, CA02g28820, CA02g28880, CA02g28830, CA02g28800, CA02g28850	Prupe.3G274300.1, Prupe.3G274200.1, Prupe.3G274100.1, Prupe.3G273900.1, Prupe.3G274000.1
OG0000292	CA12g13270, CA09g08820, CA04g06560, CA01g20600, CA04g14430, CA09g10700, CA00g68130, CA00g68260, CA03g15000, CA01g20610, CA04g12510, CA04g06570, CA01g25910, CA01g14610, CA07g05490, CA00g79890, CA03g15010, CA12g11600	Prupe.7G029600.1
OG0000293	CA05g14260, CA11g04080, CA07g07060, CA03g03950, CA01g22510, CA02g16620, CA12g02050	Prupe.3G185100.1, Prupe.3G184900.1, Prupe.3G185400.1, Prupe.3G185200.1, Prupe.3G185000.1, Prupe.7G013100.1, Prupe.3G184700.1, Prupe.3G184800.1, Prupe.3G184600.1
OG0000294	CA11g05020, CA11g04640, CA11g05900, CA11g04890, CA11g19290, CA03g06330, CA12g16260, CA06g10120, CA03g06300, CA03g01540, CA03g06880, CA03g01630, CA03g01620, CA03g01560, CA03g01580, CA00g94700, CA11g07330, CA11g07610, CA11g07340, CA11g07590, CA11g13310	Prupe.7G269000.1
OG0000302	CA10g17720	Prupe.4G027600.1
OG0000302	CA00g93850, CA04g03070, CA04g03310, CA04g03300, CA10g17730	Prupe.4G027400.1, Prupe.4G027300.1, Prupe.4G027800.1, Prupe.4G027700.1
OG0000303	CA11g07180	Prupe.1G504900.1, Prupe.1G504800.1
OG0000306	CA01g16630	Prupe.6G010300.1
OG0000306	CA12g07560, CA10g05650, CA09g04150	Prupe.8G162200.1
OG0000306	CA11g18860	Prupe.7G083100.1
OG0000313	CA04g12060	Prupe.7G214300.1, Prupe.7G214400.1
OG0000315	CA11g15150	Prupe.6G292900.1
OG0000315	CA10g08490, CA10g08470, CA06g12690, CA10g10770, CA05g05600, CA10g10730, CA10g14360, CA10g12030, CA10g12060, CA10g10750, CA10g10760, CA10g10710	Prupe.6G292500.1
OG0000315	CA03g09070	Prupe.6G292700.1, Prupe.5G155000.1, Prupe.6G292800.1, Prupe.6G292600.1
OG0000317	CA11g13250	Prupe.3G102300.1, Prupe.3G102200.1
OG0000317	CA10g11580, CA09g04850, CA04g02800, CA06g24540	Prupe.6G252500.1, Prupe.6G079800.1
OG0000318	CA02g04960	Prupe.4G097500.1, Prupe.4G097800.1, Prupe.4G097000.1, Prupe.4G096900.1, Prupe.4G096700.1, Prupe.4G092500.1, Prupe.4G096600.1, Prupe.4G096500.1, Prupe.4G097100.1, Prupe.4G096000.1
OG0000319	CA00g80670, CA06g19200	Prupe.5G186900.1
OG0000319	CA01g26890	Prupe.1G268700.1, Prupe.1G268500.1
OG0000319	CA02g28520, CA02g08670, CA02g08660	Prupe.3G271600.1
OG0000320	CA11g04130	Prupe.1G278600.1
OG0000320	CA02g28020, CA02g28030	Prupe.1G278700.1, Prupe.1G278800.1, Prupe.3G264100.1
OG0000321	CA05g01490, CA05g00950, CA05g01940, CA05g00960, CA05g01500, CA05g01920, CA12g02810	Prupe.6G208400.1
OG0000321	CA04g17000	Prupe.1G538400.1
OG0000321	CA04g16930, CA12g15730	Prupe.1G537300.1
OG0000328	CA04g07960, CA07g09490, CA04g11880, CA09g08180, CA01g30760, CA07g04770, CA12g13950, CA00g25020, CA09g11460, CA08g05270, CA04g10170, CA03g33360, CA09g03980, CA07g08720, CA10g09350, CA12g17950, CA10g12040, CA04g13510, CA01g22380, CA12g11720, CA08g00090, CA00g58050, CA02g00100, CA10g12050, CA12g17540, CA05g14340, CA09g06430, CA03g33370, CA11g05800	Prupe.4G190100.1, Prupe.8G075500.1
OG0000331	CA11g08520, CA08g00830, CA08g00840	Prupe.1G251500.1, Prupe.3G287000.1, Prupe.6G308600.1, Prupe.1G109200.1, Prupe.6G229500.1, Prupe.3G005200.1
OG0000333	CA00g53630, CA00g53640, CA00g92420, CA08g13330, CA08g13350, CA08g13340	Prupe.6G302700.1
OG0000335	CA01g32520, CA09g05920, CA09g05930, CA01g29650, CA01g32540	Prupe.8G186200.1, Prupe.8G186100.1, Prupe.8G186000.1, Prupe.8G185900.1, Prupe.8G150700.1, Prupe.8G150600.1, Prupe.I000900.1, Prupe.I001000.1, Prupe.6G211600.1
OG0000335	CA12g19670, CA12g19660, CA12g19690, CA12g19680, CA12g19650	Prupe.1G505200.1, Prupe.1G505100.1
OG0000336	CA02g10680	Prupe.4G087900.1, Prupe.4G087700.1
OG0000338	CA06g19280, CA00g90320, CA03g27780, CA03g27790	Prupe.5G185100.1, Prupe.5G185200.1
OG0000348	CA01g30750, CA01g10400, CA01g10410, CA01g10430, CA01g10420	Prupe.2G150500.1, Prupe.2G150200.1, Prupe.2G150400.1, Prupe.2G150000.1, Prupe.2G149900.1, Prupe.2G150300.1, Prupe.2G151800.1
OG0000348	CA05g09120, CA01g03680	Prupe.2G151500.1, Prupe.2G150600.1
OG0000349	CA05g17110, CA00g91100, CA01g26980, CA03g01420	Prupe.8G093100.1, Prupe.8G093500.1, Prupe.8G093200.1, Prupe.8G093600.1, Prupe.8G092900.1, Prupe.8G092800.1, Prupe.8G093000.1, Prupe.8G092700.1
OG0000350	CA06g02120	Prupe.6G195700.1
OG0000351	CA03g03410, CA03g03470	Prupe.2G067400.1
OG0000351	CA03g03510, CA03g04350, CA03g03430, CA03g02450, CA03g03480, CA03g03420, CA04g06050, CA03g03460, CA00g98770, CA03g19980, CA03g04600, CA03g02480, CA03g02500, CA03g19990, CA03g02510, CA03g02460, CA03g02490, CA03g04340, CA03g04630, CA03g03650, CA03g04610, CA03g04360, CA03g03440, CA04g06060, CA03g04680, CA03g03450, CA04g02920, CA01g20840	Prupe.3G012000.1
OG0000352	CA04g15390, CA00g36460, CA00g36490, CA07g06320, CA07g06280, CA07g06310, CA07g06260, CA07g06300, CA04g15380, CA07g06250, CA03g17860	Prupe.1G519500.1, Prupe.1G520000.1, Prupe.1G519900.1, Prupe.1G519800.1, Prupe.1G520300.1, Prupe.1G520200.1, Prupe.1G520100.1, Prupe.1G520400.1, Prupe.1G519700.1, Prupe.1G519600.1
OG0000362	CA08g16920, CA00g97250, CA12g22380, CA00g94280, CA12g22340, CA06g00810, CA00g74080, CA00g90100, CA00g29710, CA00g90140, CA00g68900, CA12g22220, CA00g85070, CA00g74000, CA00g84520, CA12g22200, CA12g21950, CA04g08900, CA04g15470, CA07g02740, CA08g06420, CA00g85060, CA01g34410, CA00g91260, CA03g05800, CA00g68870, CA12g22360	Prupe.1G514100.1
OG0000365	CA06g18300	Prupe.8G228900.1, Prupe.8G229000.1, Prupe.8G213200.1, Prupe.8G229400.1, Prupe.1G032900.1
OG0000365	CA00g85170, CA00g85850	Prupe.1G032100.1, Prupe.1G032000.1, Prupe.I000300.1, Prupe.1G032500.1, Prupe.I000200.1, Prupe.1G032400.1
OG0000366	CA01g33960, CA08g11200, CA01g25560	Prupe.6G335500.1, Prupe.1G142800.1
OG0000366	CA00g85950, CA10g09430	Prupe.5G071100.1
OG0000367	CA08g01520, CA02g20210, CA00g25340, CA08g01510, CA03g22810, CA00g89000, CA02g20200	Prupe.5G228400.1, Prupe.5G228700.1, Prupe.5G228800.1, Prupe.8G008300.1, Prupe.5G228600.1, Prupe.5G228900.1, Prupe.5G228500.1, Prupe.5G229000.1, Prupe.1G345700.1, Prupe.1G334700.1
OG0000368	CA09g02170, CA10g15360, CA11g19620	Prupe.4G237600.1, Prupe.6G233700.1
OG0000368	CA03g26720	Prupe.6G107800.1
OG0000369	CA05g16620	Prupe.6G025100.1
OG0000369	CA07g20480, CA07g20470	Prupe.6G024900.1, Prupe.6G024800.1, Prupe.6G025000.1
OG0000370	CA10g12640, CA10g12120, CA10g12130, CA10g15740, CA10g15730	Prupe.7G124500.1, Prupe.7G124400.1, Prupe.7G124300.1, Prupe.7G124200.1, Prupe.7G124600.1
OG0000371	CA06g04270	Prupe.7G028400.1, Prupe.5G134000.1
OG0000371	CA05g03420, CA01g20030, CA07g05330, CA06g24450, CA11g13640, CA06g24430	Prupe.6G081300.1
OG0000371	CA06g04260	Prupe.6G251900.1
OG0000372	CA05g04850	Prupe.1G545900.1, Prupe.2G015900.1, Prupe.2G016500.1, Prupe.2G015800.1, Prupe.2G016300.1, Prupe.6G131100.1, Prupe.6G131500.1, Prupe.6G131800.1, Prupe.6G131400.1, Prupe.6G131600.1
OG0000385	CA01g14400	Prupe.7G072300.1, Prupe.7G072400.1, Prupe.7G072200.1
OG0000387	CA10g19460, CA10g19470	Prupe.1G063200.1, Prupe.2G144600.1
OG0000388	CA05g17940, CA12g00630	Prupe.4G007000.1
OG0000389	CA02g10780, CA08g04350	Prupe.4G080700.1
OG0000389	CA07g16050, CA07g16310, CA07g16060, CA10g01910	Prupe.4G150200.1, Prupe.1G536200.1
OG0000390	CA00g18720	Prupe.1G504300.1
OG0000390	CA08g08750	Prupe.2G037500.1
OG0000390	CA03g11250, CA10g21670, CA10g18990, CA03g11260	Prupe.7G038800.1
OG0000391	CA00g73110, CA01g00030, CA05g16500	Prupe.7G129100.1, Prupe.7G129500.1, Prupe.6G046800.1
OG0000392	CA12g02730	Prupe.3G161600.1
OG0000392	CA04g11470	Prupe.1G329900.1
OG0000393	CA01g05350, CA00g96340, CA03g05040, CA03g05030, CA03g05050, CA09g08370, CA12g18050, CA08g15230	Prupe.7G019000.1, Prupe.4G179100.1
OG0000393	CA04g17250, CA08g13070, CA08g13060	Prupe.3G008200.1
OG0000394	CA01g23930, CA01g10250, CA01g01730, CA01g01740, CA02g12130, CA01g34270	Prupe.1G209400.1
OG0000394	CA12g13500	Prupe.5G111600.1
OG0000395	CA01g06380, CA01g06390	Prupe.5G057700.1
OG0000396	CA06g03040, CA06g25990	Prupe.6G039600.1
OG0000396	CA04g05530, CA02g21290, CA07g20880	Prupe.6G033700.1
OG0000396	CA01g01450, CA08g08050, CA10g05890	Prupe.2G183100.1, Prupe.6G296100.1
OG0000396	CA05g11660, CA01g34290	Prupe.5G114000.1
OG0000397	CA01g04510, CA01g04520, CA01g04540, CA01g04460, CA01g04480, CA01g04490, CA01g04470	Prupe.5G078300.1, Prupe.5G077800.1, Prupe.5G078200.1, Prupe.5G078100.1, Prupe.5G077600.1, Prupe.5G077700.1
OG0000398	CA12g00800, CA05g01630, CA02g14950, CA00g71420, CA00g97200, CA05g01620, CA05g01610, CA05g01600, CA01g12590, CA05g01590	Prupe.4G009000.1, Prupe.4G009100.1, Prupe.4G008900.1
OG0000408	CA12g02290, CA12g02430, CA12g06900, CA12g19850	Prupe.4G260800.1
OG0000408	CA11g06210, CA11g06230	Prupe.2G088600.1, Prupe.2G068400.1, Prupe.8G109900.1, Prupe.8G118000.1, Prupe.8G108700.1
OG0000408	CA01g16070, CA06g15070	Prupe.3G169500.1, Prupe.8G023300.1
OG0000410	CA04g22150, CA03g33320	Prupe.5G223500.1, Prupe.5G223400.1, Prupe.3G144800.1
OG0000413	CA06g17690, CA12g11530	Prupe.5G233300.1
OG0000413	CA03g30840	Prupe.1G329300.1
OG0000413	CA02g24270, CA00g42440, CA00g42450	Prupe.3G162800.1, Prupe.3G162700.1, Prupe.3G162900.1
OG0000415	CA00g70970, CA04g22040, CA00g97880, CA04g22030, CA04g22020	Prupe.1G361600.1, Prupe.7G172300.1
OG0000416	CA05g00420, CA00g77550	Prupe.7G051800.1, Prupe.7G051900.1, Prupe.7G051700.1, Prupe.7G052000.1, Prupe.7G052100.1, Prupe.7G051600.1
OG0000416	CA01g15970, CA03g30020	Prupe.1G121800.1
OG0000417	CA12g19770	Prupe.8G079800.1, Prupe.2G117200.1, Prupe.2G117300.1, Prupe.2G117700.1, Prupe.2G119900.1, Prupe.2G117400.1, Prupe.2G117500.1, Prupe.2G118000.1, Prupe.1G195100.1, Prupe.1G217800.1, Prupe.1G217900.1, Prupe.1G043700.1, Prupe.1G041300.1, Prupe.1G043100.1, Prupe.1G042900.1, Prupe.1G051800.1, Prupe.1G046700.1, Prupe.1G047700.1, Prupe.1G048000.1, Prupe.1G049900.1, Prupe.1G043600.1, Prupe.1G051500.1, Prupe.1G048500.1, Prupe.1G047900.1, Prupe.1G052200.1
OG0000418	CA00g54060, CA10g16680	Prupe.7G015500.1
OG0000418	CA11g20010, CA11g20020, CA10g17290, CA10g17140	Prupe.7G015100.1, Prupe.7G015300.1
OG0000428	CA03g08580, CA03g08540	Prupe.6G156300.1
OG0000429	CA04g02900, CA02g17340	Prupe.4G032300.1, Prupe.4G019300.1, Prupe.4G251300.1
OG0000430	CA03g07280, CA06g08760, CA06g27110	Prupe.8G238000.1
OG0000430	CA06g27120, CA06g26990, CA03g07270, CA06g08750, CA09g09990	Prupe.8G237900.1
OG0000431	CA10g15200, CA10g14810, CA10g14800, CA01g21090, CA00g79830, CA01g21100, CA01g21110, CA04g18490, CA04g18500	Prupe.6G356800.1
OG0000431	CA12g16680, CA12g16700, CA12g16690, CA04g18510	Prupe.1G433300.1
OG0000434	CA03g26830	Prupe.2G156000.1, Prupe.1G271900.1, Prupe.5G189400.1
OG0000435	CA04g05500, CA00g84620, CA02g05500, CA02g21300	Prupe.1G362900.1
OG0000435	CA08g19280	Prupe.8G165000.1
OG0000435	CA02g04310	Prupe.3G126500.1
OG0000435	CA03g28070	Prupe.5G177400.1
OG0000436	CA08g17440, CA01g21860, CA10g11210	Prupe.8G119400.1
OG0000436	CA12g16940	Prupe.1G440400.1
OG0000437	CA07g07940, CA00g70090, CA09g14440, CA00g70080, CA00g70100	Prupe.3G203900.1, Prupe.3G203300.1, Prupe.3G203600.1, Prupe.3G204000.1, Prupe.3G204100.1, Prupe.3G204200.1, Prupe.1G044900.1, Prupe.1G167700.1, Prupe.1G045000.1, Prupe.2G009400.1, Prupe.2G009200.1, Prupe.2G009300.1, Prupe.2G005600.1, Prupe.2G005700.1, Prupe.2G008600.1, Prupe.3G109400.1, Prupe.3G109700.1, Prupe.3G109100.1, Prupe.3G109500.1, Prupe.3G109200.1
OG0000439	CA00g75770, CA01g29500, CA00g91760, CA02g14910, CA00g91790, CA00g91780	Prupe.6G227500.1, Prupe.6G227100.1, Prupe.6G227400.1, Prupe.6G226600.1, Prupe.6G226800.1, Prupe.6G226900.1, Prupe.6G227000.1
OG0000440	CA09g00870, CA09g00860, CA09g00850	Prupe.7G112400.1
OG0000440	CA00g70840, CA10g10420, CA10g10430, CA00g70910, CA05g19630, CA05g19640, CA05g19650	Prupe.2G079000.1
OG0000442	CA08g09990	Prupe.2G065700.1
OG0000442	CA11g15510	Prupe.6G150000.1, Prupe.6G150400.1, Prupe.6G150500.1, Prupe.6G150200.1
OG0000442	CA05g01090	Prupe.7G007200.1, Prupe.7G007600.1
OG0000442	CA01g13680, CA06g22430, CA06g22440, CA11g15500	Prupe.6G150800.1
OG0000448	CA09g02660, CA11g01850, CA02g08480, CA02g08650, CA02g03030, CA01g34030, CA06g11680, CA12g17660, CA03g16450, CA01g00850, CA12g06950, CA01g13340, CA08g17410, CA05g10580, CA06g06680, CA00g43990, CA10g13520, CA11g14310, CA03g13380, CA01g13090, CA09g04880, CA02g04660, CA09g15630, CA06g12650	Prupe.1G164400.1
OG0000453	CA02g20090, CA01g28320, CA01g29790, CA11g19510, CA01g32360, CA00g87840, CA06g03880, CA01g29780, CA01g29760, CA01g29750, CA03g05020, CA01g29800, CA11g18180, CA01g32310, CA01g32370, CA01g28310, CA02g20110, CA06g03820, CA01g28300, CA00g06730	Prupe.1G517200.1, Prupe.1G519100.1, Prupe.1G388300.1, Prupe.1G489700.1
OG0000456	CA08g13800, CA08g13810	Prupe.2G126600.1, Prupe.2G126700.1, Prupe.2G121000.1, Prupe.2G127000.1, Prupe.2G126300.1, Prupe.6G132100.1, Prupe.2G126800.1, Prupe.2G127100.1, Prupe.4G260900.1, Prupe.2G126400.1, Prupe.2G126100.1, Prupe.2G126200.1, Prupe.2G126900.1, Prupe.8G184900.1, Prupe.8G185300.1, Prupe.8G185200.1, Prupe.6G083400.1, Prupe.6G083100.1, Prupe.6G083200.1, Prupe.2G135500.1, Prupe.2G135700.1
OG0000461	CA06g28170	Prupe.6G354200.1, Prupe.8G209600.1
OG0000463	CA10g15690	Prupe.4G264600.1, Prupe.4G263400.1, Prupe.4G263500.1, Prupe.7G126600.1, Prupe.7G052800.1
OG0000463	CA11g18810, CA00g91080, CA00g91090	Prupe.6G104900.1
OG0000465	CA06g19540, CA11g12600, CA00g90490	Prupe.5G177700.1
OG0000465	CA08g16680	Prupe.8G146600.1
OG0000465	CA00g86030	Prupe.1G258700.1
OG0000466	CA12g07860	Prupe.4G271000.1
OG0000466	CA01g11310	Prupe.6G014400.1
OG0000466	CA01g26370	Prupe.2G003400.1
OG0000467	CA03g34910	Prupe.3G068800.1
OG0000467	CA00g24880, CA00g71470	Prupe.7G232200.1
OG0000467	CA10g07910, CA11g10900, CA12g15300, CA08g18530	Prupe.7G153100.1
OG0000468	CA07g09740	Prupe.1G561500.1
OG0000468	CA00g80250	Prupe.1G561200.1, Prupe.1G561300.1, Prupe.1G561400.1, Prupe.7G118800.1, Prupe.7G041900.1, Prupe.7G042100.1
OG0000470	CA12g04460	Prupe.1G198900.1, Prupe.7G035900.1, Prupe.6G363900.1, Prupe.1G193400.1
OG0000471	CA02g11140, CA03g26140, CA03g26130, CA03g26100, CA03g26150	Prupe.4G239100.1, Prupe.4G198100.1, Prupe.4G199800.1, Prupe.4G199400.1, Prupe.4G199100.1, Prupe.4G225200.1, Prupe.I003400.1
OG0000471	CA03g26190	Prupe.7G209500.1, Prupe.5G163500.1
OG0000472	CA02g09020	Prupe.3G296100.1
OG0000472	CA03g25400	Prupe.5G160600.1
OG0000472	CA02g26840	Prupe.1G295500.1, Prupe.3G247400.1
OG0000473	CA12g13800, CA02g04270, CA02g04280, CA02g10900, CA02g11170, CA02g04590, CA02g11180, CA02g11150, CA11g02660	Prupe.4G059100.1
OG0000474	CA00g47410	Prupe.1G145500.1
OG0000474	CA02g28920, CA02g08750	Prupe.3G274700.1
OG0000474	CA03g18270	Prupe.2G297000.1
OG0000476	CA10g20020, CA00g73160	Prupe.7G043200.1
OG0000477	CA00g56990, CA00g56980, CA10g03640, CA00g96980, CA10g03760	Prupe.3G252900.1, Prupe.3G252800.1, Prupe.3G253100.1, Prupe.3G253300.1, Prupe.3G253700.1, Prupe.3G253600.1, Prupe.3G253800.1, Prupe.3G254200.1, Prupe.3G253900.1, Prupe.3G254400.1, Prupe.3G254300.1, Prupe.3G254000.1, Prupe.3G253500.1, Prupe.3G253400.1, Prupe.3G253000.1, Prupe.3G253200.1, Prupe.3G252700.1
OG0000478	CA10g03870, CA06g06810, CA05g12200	Prupe.6G235300.1
OG0000478	CA12g07090, CA04g07720, CA06g03440	Prupe.1G066000.1, Prupe.6G164700.1, Prupe.6G182100.1, Prupe.6G181000.1
OG0000482	CA07g06980, CA06g26770	Prupe.6G144800.1
OG0000488	CA12g22560, CA12g22660, CA12g22640, CA12g16290, CA10g18850, CA10g18840, CA01g24640, CA10g21800, CA10g13210	Prupe.7G031300.1
OG0000490	CA04g22280, CA06g05800, CA03g25730	Prupe.2G301600.1
OG0000491	CA02g27470, CA02g27460	Prupe.3G255900.1
OG0000491	CA02g01250, CA02g01380	Prupe.3G256300.1, Prupe.3G256200.1, Prupe.3G256000.1, Prupe.3G256100.1
OG0000493	CA06g00340, CA01g14210, CA08g04570	Prupe.6G315900.1
OG0000493	CA08g13140	Prupe.6G310800.1, Prupe.6G311300.1
OG0000494	CA06g19980, CA00g00420	Prupe.5G167100.1
OG0000494	CA00g69840	Prupe.4G247800.1
OG0000494	CA00g53680	Prupe.6G303300.1
OG0000495	CA03g09810, CA11g01230	Prupe.8G224400.1, Prupe.8G224500.1
OG0000495	CA04g00530	Prupe.2G042500.1, Prupe.1G038600.1
OG0000495	CA03g05830, CA03g05840	Prupe.1G038700.1
OG0000496	CA05g13910, CA12g09450	Prupe.6G181600.1
OG0000497	CA03g03670, CA00g96530, CA00g82970, CA06g06540, CA03g03400, CA03g03660, CA03g16130, CA11g15220, CA06g06550	Prupe.2G286800.1
OG0000497	CA01g10440	Prupe.2G150700.1
