Orthogroup	Solanum_lycopersicum	Capsicum_anuum
OG0000062	Solyc10T001906.1, Solyc03T001255.1, Solyc12T001394.1, Solyc05T001717.1, Solyc06T000600.1, Solyc10T001252.1, Solyc09T001527.1, Solyc10T001709.1, Solyc09T002061.1, Solyc05T001635.1, Solyc03T000714.1, Solyc06T000737.1, Solyc10T000401.1, Solyc01T001766.1, Solyc09T001413.1, Solyc02T000157.1, Solyc12T001925.1, Solyc12T001924.1, Solyc03T001078.1, Solyc01T001859.1, Solyc01T002234.1, Solyc08T000430.1, Solyc10T000402.1, Solyc02T000592.1, Solyc10T001764.1, Solyc01T001671.1, Solyc03T000941.1, Solyc07T001694.1, Solyc05T001229.1, Solyc12T001923.1, Solyc10T001710.1, Solyc10T001251.1, Solyc07T001300.1, Solyc09T000957.1, Solyc02T000335.1, Solyc06T000389.1, Solyc05T001634.1, Solyc09T001528.1, Solyc02T000156.1, Solyc07T001250.1, Solyc06T000390.1, Solyc05T001794.1, Solyc04T001575.1, Solyc06T000738.1, Solyc03T000891.1, Solyc02T000184.1, Solyc12T001393.1, Solyc04T000968.1, Solyc07T001433.1, Solyc01T001348.1, Solyc10T001734.1, Solyc02T000266.1, Solyc06T000511.1, Solyc05T001081.1, Solyc11T001632.1, Solyc12T000962.1, Solyc06T001846.1, Solyc01T001242.1, Solyc01T001703.1, Solyc10T000545.1, Solyc10T000544.1, PRAM_79618.1.p1, PRAM_47797.1.p1, Solyc03T000996.1, Solyc05T000945.1, Solyc12T001207.1, Solyc12T001475.1, Solyc08T001077.1	CA01g02160, CA00g63390, CA05g14250, CA03g08250, CA09g06640, CA10g06860, CA11g18460, CA02g04460
OG0000062	Solyc01T002628.1	CA10g08810
OG0000066	Solyc09T000116.1	CA01g07800, CA01g02080, CA01g02070, CA09g03470
OG0000066	Solyc08T002502.1	CA01g04280, CA01g04240, CA01g00990, CA01g01200, CA01g01010, CA10g03600, CA01g01040, CA01g01000, CA01g01050
OG0000066	Solyc04T002981.2, Solyc08T002230.1, Solyc08T002228.1	CA09g02460, CA09g02480, CA09g02440
OG0000066	Solyc08T002503.1	CA01g07810, CA01g04250, CA01g04270
OG0000066	Solyc06T001787.2	CA09g02670, CA09g02730, CA09g02450
OG0000066	Solyc04T002957.1	CA04g22390
OG0000066	Solyc08T002229.1, Solyc08T001150.1	CA07g02900, CA11g00030
OG0000066	Solyc03T002577.1	CA03g26630, CA03g26810, CA03g26420, CA00g00670, CA00g00650, CA00g80660
OG0000066	Solyc03T002816.1	CA03g26800
OG0000066	Solyc04T001864.1, Solyc04T001862.1	CA01g01080, CA00g83920, CA00g83910
OG0000066	Solyc03T002538.1	CA00g00660, CA05g14490, CA03g26640
OG0000070	Solyc07T000185.1	CA07g00420
OG0000070	Solyc07T000569.1, Solyc04T000497.1, Solyc04T000551.1	CA05g02790, CA05g02400, CA05g02250, CA05g05460, CA05g05530, CA05g02780
OG0000070	Solyc04T000578.1	CA05g05550
OG0000070	Solyc04T000489.1	CA05g02420, CA05g02370, CA04g07060, CA05g12420, CA05g07100
OG0000070	Solyc04T000674.1	CA05g06470, CA05g03880, CA05g05570, CA05g02310, CA05g02740
OG0000070	Solyc04T000488.1	CA05g02730
OG0000070	Solyc04T000577.1	CA05g02230
OG0000070	Solyc07T000568.1	CA05g02340, CA05g05540, CA05g07120, CA05g02770
OG0000070	Solyc02T000804.1	CA05g07840
OG0000076	Solyc11T000319.1	CA12g01090
OG0000076	Solyc11T000639.1, Solyc11T000557.1	CA12g01400, CA12g01410, CA12g01390
OG0000076	Solyc09T000502.1	CA12g21970, CA00g73960, CA00g90160, CA12g22100, CA06g27210, CA12g21850, CA00g73970, CA00g93750, CA12g22090, CA00g90170, CA03g00050, CA00g91330, CA12g21860, CA03g00070, CA12g22080, CA00g90560, CA12g22290, CA06g03000, CA06g02980, CA00g91340, CA12g22300, CA12g21820, CA03g00060, CA12g22310, CA00g73980, CA00g90150, CA12g21840, CA06g27200, CA00g68910, CA12g00510, CA00g29850, CA01g33090, CA04g20040, CA00g45470, CA12g04730, CA00g45440, CA12g02950, CA03g19400, CA06g07970, CA08g11650, CA00g67750, CA00g70990, CA00g67700, CA00g83600, CA01g34010, CA00g45460, CA00g45480, CA00g45450, CA12g03550, CA12g00600, CA12g00520, CA12g00490, CA11g17660, CA00g62290, CA00g62270, CA00g62300, CA07g16710, CA07g20730, CA07g20710, CA07g02380
OG0000078	Solyc08T000424.1	CA03g04040, CA03g04030, CA03g04050, CA07g03350, CA03g00510, CA03g00440, CA03g04080
OG0000078	Solyc09T002833.1	CA03g00520, CA07g03340
OG0000078	Solyc02T000902.1	CA02g01590
OG0000078	Solyc02T000900.1, Solyc09T001797.1	CA02g01630
OG0000078	Solyc02T000901.1, Solyc02T000861.1, Solyc09T001796.1	CA02g01610
OG0000078	Solyc02T002558.1	CA02g25930, CA02g25940, CA02g25920
OG0000078	Solyc02T002560.1, Solyc02T002562.1	CA02g25890, CA02g25900, CA03g17470, CA02g25870
OG0000079	Solyc11T002157.1	CA11g17520
OG0000079	Solyc05T002649.1	CA05g19680, CA05g19720, CA12g19710
OG0000079	Solyc12T002830.1	CA04g02580, CA03g01790, CA03g01800, CA05g16930, CA12g19950, CA12g19930, CA12g16270, CA12g22530, CA12g22510
OG0000079	Solyc12T000954.1, Solyc08T001544.1, Solyc08T001545.1	CA08g05710
OG0000081	Solyc03T001602.1	CA04g22170, CA03g25690, CA01g25650
OG0000081	Solyc03T000649.1, Solyc09T000978.1, Solyc06T000934.1, Solyc05T000866.1, Solyc10T002187.1, Solyc08T000601.1, Solyc08T000734.1, Solyc09T000956.2, Solyc08T000883.1, Solyc10T001146.1, Solyc01T000436.1, Solyc04T002118.1, Solyc08T000696.1, Solyc10T000792.1, Solyc04T001585.1, Solyc08T000884.1, Solyc10T001158.1, Solyc12T001174.2, Solyc03T001213.1, Solyc08T001336.1, Solyc05T001092.1, Solyc04T001037.1, Solyc03T001291.1, Solyc01T000752.1, Solyc04T001587.1, Solyc03T001591.1, Solyc10T001144.1, Solyc01T001287.1, Solyc08T000698.1, Solyc04T001586.1, Solyc10T001159.1, Solyc01T000568.1, Solyc02T001924.1, Solyc04T000450.1, Solyc10T000529.1, Solyc07T001067.1, Solyc01T001760.1, Solyc01T001894.1, Solyc03T000665.1, Solyc05T000989.1, Solyc01T002851.1, Solyc01T001343.1, Solyc08T000777.1, Solyc05T002043.1, Solyc07T000388.1, Solyc07T001938.1, Solyc05T000737.1, Solyc08T000776.1, Solyc06T000932.1, Solyc08T000481.1, Solyc10T002113.1, Solyc03T000650.1, Solyc08T000602.1, Solyc09T000977.1, Solyc06T000643.2, Solyc01T001296.1, Solyc06T000933.1, Solyc08T000482.1, Solyc05T000867.1, Solyc08T000735.1, Solyc10T002186.1, Solyc11T001551.1, Solyc03T001588.1, Solyc03T000961.1, Solyc03T000962.1	CA12g06440
OG0000083	Solyc08T000755.1	CA10g14280
OG0000083	Solyc01T002367.1	CA01g18600, CA01g18590, CA01g18580, CA01g18560
OG0000083	Solyc10T001151.1	CA10g03840
OG0000084	Solyc01T000288.1	CA01g12720
OG0000084	Solyc01T000291.1	CA01g12750, CA01g12580, CA01g12560
OG0000084	Solyc01T000289.1	CA00g92130
OG0000084	Solyc04T001925.1	CA01g05990
OG0000084	Solyc11T000287.1	CA02g09530, CA12g05160, CA12g05240, CA12g05090, CA12g05140, CA00g52260, CA12g05070, CA02g09570, CA12g05220, CA12g05210
OG0000084	Solyc07T000256.1	CA07g03270
OG0000084	Solyc07T001948.1	CA07g11990
OG0000084	Solyc08T001697.1	CA11g14520, CA00g34660, CA12g07430
OG0000084	Solyc06T001280.1	CA08g02720, CA12g10820, CA06g03860, CA06g03870, CA06g11430
OG0000084	Solyc06T001649.1	CA06g13710, CA06g13700
OG0000084	Solyc06T000689.1, Solyc06T000619.1, Solyc08T001907.1, Solyc06T001261.1	CA03g30980
OG0000084	Solyc08T001906.1, Solyc08T001905.1, Solyc08T001904.1	CA01g08100
OG0000084	Solyc10T000583.1	CA10g06850
OG0000084	Solyc02T002745.1	CA02g25360
OG0000087	Solyc04T002052.1	CA00g97370, CA00g96510, CA00g97500, CA00g98930, CA00g95940
OG0000087	Solyc04T002886.1	CA00g97750, CA00g96580, CA00g97630, CA00g98350, CA00g97150, CA00g98140, CA00g98210, CA00g99010, CA00g97820, CA00g97940, CA00g96810, CA00g96720, CA00g95760, CA00g91190, CA00g94230, CA00g96470, CA00g96850, CA00g97230, CA00g97120, CA00g97640, CA00g97210, CA00g98940, CA00g97590, CA00g97300, CA00g97870, CA00g98920, CA00g98280, CA00g98460, CA00g98430, CA00g96670, CA00g99190, CA00g98690, CA00g96620, CA00g98480, CA00g97410, CA00g98780, CA00g97050, CA00g97360, CA00g96500, CA00g97830, CA00g97620, CA00g95950, CA00g98820, CA00g98300, CA00g98400, CA00g96590, CA00g97100, CA00g97600, CA00g96630, CA00g97160, CA00g96820, CA04g21530
OG0000092	Solyc01T000659.1	CA00g32810, CA08g00500, CA03g20450, CA08g00440
OG0000092	Solyc01T000660.1	CA09g03440, CA00g32820, CA02g12650, CA03g20430, CA08g00360, CA00g45530
OG0000092	Solyc01T000658.1	CA03g20460, CA02g11470, CA12g07630, CA01g12220, CA02g12220, CA08g00410, CA00g32910, CA00g32800, CA08g00480
OG0000092	Solyc10T001682.1	CA04g05790, CA08g00380, CA08g00430, CA08g00390
OG0000092	Solyc01T000597.1, Solyc01T000619.1	CA02g12260, CA08g00530, CA08g00350, CA09g03460, CA01g11720, CA02g11430, CA00g32880, CA00g32920, CA12g07620
OG0000092	Solyc01T000421.1	CA03g20420, CA00g32930, CA08g00510, CA09g03450, CA08g00370, CA08g00400, CA08g00470, CA01g12240, CA08g00540, CA00g32830, CA08g01150, CA00g32860, CA08g00450, CA08g00460, CA02g12640, CA08g00420, CA00g32840, CA00g32900, CA02g12250, CA02g12230, CA08g00490
OG0000093	Solyc09T002655.1, Solyc09T002654.1	CA10g00530, CA00g25110, CA07g02760, CA03g02320, CA05g06590
OG0000093	Solyc09T002658.1	CA00g88060, CA00g88040
OG0000093	Solyc09T002656.1	CA10g17800, CA10g17790, CA10g17780, CA10g17770, CA05g06580
OG0000093	Solyc09T002774.1	CA03g00880
OG0000093	Solyc09T002743.1, Solyc09T002744.1	CA00g77060, CA00g77070
OG0000093	Solyc08T000067.1, Solyc03T003155.1, Solyc03T003154.1	CA10g13790, CA04g11450, CA01g33140, CA01g33160, CA02g00400
OG0000093	Solyc08T001804.1	CA09g17290
OG0000093	Solyc09T001907.1, Solyc09T001906.1	CA09g09120
OG0000093	Solyc10T002943.1	CA00g82660
OG0000093	Solyc10T002942.1, Solyc10T002944.1	CA10g05020
OG0000093	Solyc09T000526.1, Solyc09T000527.1, Solyc09T000528.1, Solyc09T000525.1	CA09g05600
OG0000093	Solyc03T000369.1, Solyc03T000370.1	CA03g18100
OG0000093	Solyc05T002465.1	CA06g04780, CA05g16920
OG0000093	Solyc05T001503.1	CA05g16850, CA05g16860
OG0000093	Solyc09T002639.1	CA06g25150, CA03g02900
OG0000093	Solyc10T001717.1, Solyc10T001718.1	CA05g06610, CA12g02510
OG0000095	Solyc06T000084.1	CA06g05160
OG0000095	Solyc03T000376.1	CA03g18170
OG0000095	Solyc06T000691.1	CA06g06690
OG0000095	Solyc10T002957.1, Solyc10T002784.1	CA10g14130
OG0000095	Solyc03T003166.1	CA03g32720
OG0000095	Solyc10T002481.1	CA10g18810
OG0000095	Solyc04T002908.1	CA12g17750, CA04g21850
OG0000100	Solyc07T002553.1	CA07g18350
OG0000100	Solyc10T000169.1	CA07g18370
OG0000100	Solyc10T000168.1	CA10g00320
OG0000100	Solyc07T002557.1	CA07g18470
OG0000100	Solyc04T002527.1, Solyc04T002531.1, Solyc04T002528.1	CA04g16710
OG0000100	Solyc04T002535.1	CA04g16820, CA04g16810
OG0000101	Solyc03T002597.1	CA03g27810
OG0000101	Solyc06T001947.1	CA06g19290
OG0000101	Solyc08T002100.1	CA01g06030
OG0000101	Solyc03T002992.1	CA03g32290
OG0000101	Solyc07T000650.1	CA07g06700
OG0000105	Solyc03T001559.2	CA04g06670
OG0000105	Solyc11T000030.1	CA03g11540, CA12g08730
OG0000105	Solyc04T000436.1	CA05g03290
OG0000105	Solyc05T002564.2	CA10g19290, CA05g18520
OG0000105	Solyc11T002057.1, Solyc06T002446.1	CA06g24580
OG0000105	Solyc01T003688.2	CA12g14030
OG0000106	Solyc07T000614.1, Solyc11T001037.1, Solyc02T000571.1, Solyc05T001311.1, Solyc08T001418.1, Solyc12T002000.3, Solyc08T000648.1	CA02g07860, CA03g15230
OG0000106	Solyc11T001286.1, Solyc05T001781.1	CA04g09570
OG0000106	Solyc12T000822.1, Solyc12T001588.1, Solyc02T000160.1	CA09g10240
OG0000106	Solyc05T001924.1	CA03g15220, CA01g06540, CA06g03530, CA12g06190, CA11g09660, CA11g13910, CA07g11560
OG0000106	Solyc05T001958.1, Solyc02T000682.2, Solyc11T001285.1, Solyc04T001615.2, Solyc05T001957.1, Solyc12T000823.1, Solyc03T000875.1, Solyc10T000607.1, Solyc03T002090.1, Solyc03T002045.1, Solyc11T000842.1, Solyc03T001414.1	CA09g08270, CA12g09080, CA02g07870, CA07g08410, CA00g57080, CA07g15300
OG0000106	Solyc04T000574.1, Solyc07T001636.2, Solyc08T000614.1	CA02g02310
OG0000107	Solyc10T001735.1, Solyc06T000726.1, Solyc12T002324.1, Solyc05T001517.1, Solyc10T001745.1, Solyc12T000961.1, Solyc06T001845.1, Solyc01T001347.1, Solyc01T002232.1, Solyc01T001670.1, Solyc01T001626.1, Solyc08T000770.1, Solyc10T001365.1, Solyc09T001566.1, Solyc11T000937.1, Solyc07T001473.1, Solyc05T000865.1, Solyc08T000483.1, Solyc06T000736.1, Solyc01T001241.1	CA09g04000
OG0000107	Solyc10T001838.1, Solyc02T000036.1, Solyc01T001057.1, Solyc01T002957.1, Solyc01T000756.1, Solyc11T001586.1, Solyc08T001022.1, Solyc02T000333.1, Solyc03T001982.1, Solyc07T000761.1, Solyc07T001210.1, Solyc10T001320.1, Solyc10T001852.1, Solyc03T001322.1, Solyc04T000710.1, Solyc07T001207.1, Solyc09T001074.1, Solyc09T001072.1, Solyc09T001717.1, Solyc03T001839.1, Solyc09T000614.1, Solyc05T000934.1, Solyc10T001690.1, Solyc06T001080.1, Solyc10T001632.1, Solyc11T001606.1, Solyc09T001181.1, Solyc12T001681.1, Solyc08T001204.1, Solyc08T000582.1, Solyc05T001685.1, Solyc08T001443.1, Solyc11T001865.1, Solyc10T001286.1, Solyc11T001124.1	CA01g12340
OG0000109	Solyc05T000633.1	CA03g10260
OG0000109	Solyc05T000628.1	CA00g16400, CA00g16380
OG0000109	Solyc10T000803.1, Solyc10T000796.1, Solyc11T001139.1	CA11g03220
OG0000109	Solyc12T001034.1	CA01g24070
OG0000109	Solyc05T002053.1, Solyc05T002057.1	CA00g29730
OG0000109	Solyc05T002056.1	CA11g03270
OG0000113	Solyc10T001724.1	CA08g05660, CA12g14240, CA00g59710, CA08g05640, CA12g01680
OG0000113	Solyc04T001698.1	CA11g05000, CA11g04940, CA09g04700, CA12g01770
OG0000113	Solyc04T001689.1	CA09g04730
OG0000113	Solyc11T000548.3	CA12g06970
OG0000113	Solyc10T001723.1, Solyc10T001726.1, Solyc10T001720.1, Solyc10T001722.1	CA12g01690
OG0000122	Solyc09T001600.1	CA07g16810, CA09g07390, CA10g07380, CA11g04610, CA01g16310, CA04g02000, CA04g22420, CA03g04470, CA00g68860, CA06g16400, CA09g06310, CA00g00890, CA05g10490, CA07g12340, CA00g06780, CA03g02800, CA03g26270, CA05g03950, CA01g18990, CA09g11060, CA11g08550, CA03g17600, CA01g26420, CA03g26280, CA08g05510, CA10g16070, CA01g11730, CA03g25120, CA01g28580, CA03g14680, CA00g29920, CA02g02640, CA08g02550, CA09g04120, CA02g06390, CA08g04070, CA10g14870, CA11g08820, CA00g41100, CA12g13360, CA09g10860, CA07g10140, CA05g05310, CA12g17880, CA03g09440, CA01g01940, CA06g11400, CA03g17590, CA03g02790, CA11g05470, CA03g11220, CA06g09930, CA03g21750, CA00g92380, CA01g07410, CA01g11920
OG0000124	Solyc04T001796.1, Solyc04T001813.1, Solyc04T001805.1, Solyc04T001800.1, Solyc04T001816.1, Solyc04T001801.1, Solyc04T001806.1, Solyc07T001392.1	CA09g14150, CA12g10590, CA02g13850
OG0000124	Solyc07T001558.1	CA06g12430, CA06g02240, CA10g15700, CA07g09550, CA12g16810, CA09g12530
OG0000124	Solyc12T001164.1	CA10g06510, CA06g04730
OG0000124	Solyc03T001532.1, Solyc10T001733.1	CA09g09520
OG0000124	Solyc01T001397.1, Solyc07T001184.1, Solyc09T001576.1, Solyc12T001403.1, Solyc05T001892.1, Solyc05T002045.1	CA03g13550
OG0000124	Solyc07T001448.1	CA12g09150, CA09g08520
OG0000124	Solyc09T001485.1, Solyc04T000905.1, Solyc04T001119.1, Solyc06T000996.1, Solyc01T001076.1, Solyc09T001418.1, Solyc05T002233.1	CA09g05940
OG0000129	Solyc05T001287.1	CA01g26300, CA10g18140, CA08g11630, CA01g07680, CA02g12470, CA02g12460, CA05g16970, CA04g11260, CA00g75760, CA06g19330, CA05g05580, CA10g12740, CA10g18130, CA00g32530, CA02g15700, CA03g23380, CA02g02780, CA04g22340, CA04g02990, CA10g09050, CA00g19860, CA02g03250, CA01g23150, CA00g86550, CA10g06230, CA09g01240, CA03g07480, CA10g06110, CA00g75190, CA03g16350, CA10g17240, CA11g06490, CA08g05610, CA11g03140, CA02g08850, CA03g15760, CA12g18020, CA06g12090, CA07g04820, CA01g14920, CA00g58340, CA04g21470, CA03g26180, CA08g05600, CA07g12920, CA04g09940, CA02g00040, CA07g11860, CA04g03000, CA00g86560, CA12g09390, CA07g13150, CA11g07670, CA12g04760, CA11g03150, CA09g03790
OG0000133	Solyc05T001151.1	CA11g14650
OG0000133	Solyc10T002142.1	CA12g06880
OG0000133	Solyc09T000715.1, Solyc09T000714.1, Solyc09T000712.1, Solyc09T000713.1	CA10g11130, CA12g06870, CA06g04430, CA00g86870
OG0000133	Solyc09T000018.1, Solyc11T002469.1	CA11g14660
OG0000133	Solyc07T000211.1	CA07g02660, CA07g02670
OG0000133	Solyc09T000778.1, Solyc09T000776.1	CA03g24840
OG0000135	Solyc01T001512.1	CA03g15270, CA02g07470, CA00g72690, CA01g08720, CA11g09050, CA01g11280, CA04g13840, CA12g17030, CA05g13540
OG0000135	Solyc10T001569.1, Solyc10T001575.1	CA03g10380, CA11g11780
OG0000136	Solyc12T001692.1	CA03g05110, CA03g03830, CA03g03870, CA03g03700, CA07g05750, CA03g03840, CA03g10910, CA03g03930, CA10g13570, CA03g03970, CA03g03960, CA03g06630, CA03g03690, CA03g03340, CA03g03360, CA03g03380, CA03g01330, CA07g16420, CA03g03770, CA03g03710, CA03g04650, CA03g03730, CA03g03790, CA10g13580, CA03g05120, CA03g04670, CA00g99070, CA03g03860, CA03g03760, CA03g03910, CA09g15610, CA03g03800, CA07g02690, CA03g10920, CA03g03850, CA03g05100, CA03g03940, CA03g03890, CA03g03920, CA07g05760, CA03g03350, CA03g06620, CA03g04660, CA03g10930, CA03g03900, CA07g02680, CA11g04590, CA09g14090, CA11g06140, CA09g15620, CA01g11650, CA07g07420, CA09g04950, CA09g14100
OG0000137	Solyc01T001915.1	CA10g14080
OG0000137	Solyc03T001941.1	CA10g04690
OG0000137	Solyc10T001878.1, Solyc04T001259.1, Solyc07T001680.1, Solyc10T001877.1, Solyc10T001892.1, Solyc10T001914.1, Solyc10T001885.1, Solyc10T001898.1	CA00g25060, CA04g00450, CA10g15100, CA10g21090, CA10g20740
OG0000137	Solyc01T000969.1	CA10g22290
OG0000137	Solyc03T001942.1	CA10g21450
OG0000137	Solyc04T001257.1	CA10g20790, CA10g20750
OG0000137	Solyc04T000060.1	CA10g21460, CA10g21190, CA10g20820
OG0000137	Solyc02T000567.5	CA10g21170, CA10g21120, CA10g20540, CA10g21380, CA10g20630
OG0000138	Solyc01T002810.1	CA08g06650
OG0000138	Solyc11T002410.1, Solyc11T001620.1	CA11g14860
OG0000138	Solyc10T000590.1	CA08g06660, CA08g06670, CA08g06680
OG0000139	Solyc10T002809.4	CA10g13340, CA10g13360, CA10g13310, CA10g13370
OG0000139	Solyc10T002771.1	CA06g05580
OG0000140	Solyc02T001396.1	CA08g03460, CA04g04840, CA00g87920, CA04g02030, CA04g02360, CA04g02290, CA04g04470, CA04g03200, CA06g02470, CA04g03790, CA04g01580, CA04g04650, CA04g01460, CA04g04600, CA00g29480, CA04g01920, CA04g04620, CA04g02020, CA04g04760, CA04g04900, CA04g01360, CA04g02130, CA04g02180, CA00g71710, CA04g01010, CA00g29670, CA04g01290, CA04g01340, CA04g04950, CA04g01970, CA00g29540, CA04g04970, CA04g01430, CA01g29940, CA00g71640, CA00g29420, CA04g01890, CA04g04710, CA00g29450, CA00g29520, CA04g03740, CA02g09910
OG0000140	Solyc03T002527.1	CA03g26550
OG0000147	Solyc05T000399.1	CA11g00690, CA11g00370
OG0000147	Solyc04T000158.1	CA11g00340, CA11g00330, CA11g00390
OG0000147	Solyc05T000401.1	CA11g00720
OG0000155	Solyc01T003181.1	CA04g05880, CA04g05890, CA08g11890, CA08g11280
OG0000155	Solyc01T003179.1, Solyc01T003180.1	CA08g11270
OG0000155	Solyc01T003172.1	CA08g11000, CA08g11250
OG0000155	Solyc01T000861.1, Solyc07T001352.1, Solyc07T001238.1, Solyc07T001220.1, Solyc01T001981.1, Solyc01T001483.1, Solyc07T001275.1, Solyc07T001218.1, Solyc07T001267.1, Solyc07T001260.1, Solyc07T001270.1, Solyc07T001271.1, Solyc07T001258.1, Solyc07T001356.1, Solyc07T001276.1, Solyc07T001354.1, Solyc01T003173.1, Solyc09T000816.1, Solyc07T001264.1, Solyc01T001482.1, Solyc01T001497.1, Solyc07T001257.1, Solyc01T001982.1	CA01g25030
OG0000157	Solyc05T002209.1	CA05g12990, CA11g14930
OG0000157	Solyc05T002164.1, Solyc05T002147.1, Solyc05T002146.1, Solyc05T002165.1	CA05g11090, CA11g14940, CA00g44380, CA05g16450, CA06g04840, CA05g16150
OG0000157	Solyc10T001355.1, Solyc10T001342.1, Solyc10T001302.2, Solyc10T001305.1, Solyc05T001767.1, Solyc08T000491.1, Solyc05T002224.1, Solyc10T001344.1, Solyc05T001948.1, Solyc05T001356.1, Solyc05T001766.1, Solyc05T001770.1, Solyc05T001852.1, Solyc05T001869.1, Solyc05T001861.1, Solyc05T001864.1, Solyc05T001851.1, Solyc05T001860.1, Solyc05T002139.1, Solyc05T002140.1, Solyc10T001306.1, Solyc10T001361.1, Solyc10T001303.1, Solyc10T001356.1, Solyc05T001509.1, Solyc05T002220.1, Solyc05T002218.1, Solyc05T002221.1, Solyc05T002216.1, Solyc05T002214.1, Solyc05T002212.1, Solyc10T001343.1, Solyc06T001028.1	CA05g13010, CA01g08500, CA01g08980, CA05g13000, CA05g11130
OG0000158	Solyc12T001053.1, Solyc12T002297.1	CA09g10350
OG0000158	Solyc04T001056.1	CA06g08230, CA06g08440, CA11g08580, CA11g14270, CA06g08240, CA09g11480, CA07g10770, CA05g09080, CA08g03760, CA01g08940, CA04g09210, CA01g14090, CA06g05220, CA02g09850, CA11g13360, CA00g34760, CA00g80760, CA00g64010, CA04g10850, CA04g06730, CA10g12630, CA09g10420, CA01g15610, CA01g30440, CA11g11120, CA10g03500, CA07g04360, CA02g10290, CA11g11110, CA12g13450, CA01g14080, CA06g08450, CA03g12640, CA11g05230, CA02g09860, CA11g09490, CA11g08570, CA00g34750, CA12g11040, CA09g11490, CA03g27890, CA07g06330, CA12g09970, CA07g03080, CA06g04340, CA05g12240, CA04g09200
OG0000164	Solyc06T001460.1	CA06g15720
OG0000164	Solyc06T001458.2	CA06g15740
OG0000164	Solyc06T001461.1	CA06g15640, CA06g15650
OG0000164	Solyc06T001459.1	CA06g15730
OG0000165	Solyc04T000244.1	CA11g06600
OG0000165	Solyc12T001869.1	CA09g03360
OG0000165	Solyc03T002257.1	CA03g22980
OG0000167	Solyc07T002371.2	CA05g20550, CA05g20380, CA05g20520, CA05g18900, CA05g18110, CA03g26090, CA03g26060, CA03g26010, CA05g20480, CA03g01590, CA05g18910, CA01g32250, CA05g18140, CA05g20470, CA05g20610, CA05g18080, CA05g20490, CA05g20440, CA00g98650, CA00g98880, CA05g20570, CA01g32270, CA03g23960, CA05g18130, CA05g18090, CA03g26050, CA05g20450, CA05g18160, CA12g18650, CA00g90920, CA05g18070, CA12g18640, CA00g88830, CA05g20540, CA05g18100, CA05g20360, CA05g20500, CA00g33010, CA04g15880, CA05g20430
OG0000173	Solyc10T001267.1, Solyc11T001356.1	CA10g10290, CA06g23910, CA03g13240, CA11g19560, CA03g27930, CA11g07150, CA11g07040, CA10g07670
OG0000173	Solyc11T001808.1	CA07g06650
OG0000173	Solyc05T001447.1, Solyc11T001363.1	CA03g27920, CA10g10270, CA06g23790
OG0000173	Solyc11T001910.1	CA12g07140, CA00g68440, CA11g19550, CA03g13250, CA07g13580
OG0000173	Solyc09T001365.1	CA10g10280, CA07g05070, CA04g19990, CA08g09560, CA11g03050, CA11g12420, CA04g15150, CA10g07450
OG0000173	Solyc11T001803.1	CA06g10560
OG0000175	Solyc04T002726.1	CA04g19280, CA04g19620
OG0000175	Solyc04T002727.1	CA04g19640, CA00g90270, CA04g19650, CA04g19610, CA04g19700, CA12g17270
OG0000175	Solyc04T002731.1, Solyc04T002728.1	CA04g19690, CA04g19290, CA00g90300, CA00g90260, CA00g90290, CA04g19670, CA04g19300, CA04g19590, CA04g19580, CA04g19680, CA04g19660, CA04g19710
OG0000176	Solyc01T000713.1, Solyc01T000701.1	CA01g10570, CA00g15290
OG0000176	Solyc01T000124.1	CA00g15300
OG0000176	Solyc01T000712.1, Solyc01T000709.1, Solyc01T000696.1, Solyc01T000708.1	CA09g15970
OG0000179	Solyc01T003499.1, Solyc01T003498.2	CA08g13910, CA08g14680, CA00g97930, CA08g14660, CA08g14670, CA08g13770
OG0000179	Solyc01T003496.1	CA08g13760
OG0000180	Solyc09T002791.1	CA12g13600
OG0000180	Solyc11T000154.1	CA00g95640, CA00g90380
OG0000180	Solyc09T002794.1	CA00g90370, CA03g00020, CA00g75340, CA00g84640
OG0000180	Solyc09T002793.1	CA03g01030, CA03g01040, CA00g01640, CA06g02360, CA03g00970, CA03g01050
OG0000180	Solyc11T000155.1	CA06g02880, CA03g08240, CA00g75370, CA03g00010, CA03g00950, CA00g89390, CA00g90390, CA00g89380, CA00g84630, CA00g75350, CA11g07420
