Orthogroup	Brassica_napus	Prunus_persica
OG0000365	CDY07693, CDY14424, CDX93297, CDY39726	Prupe.1G032100.1, Prupe.1G032000.1, Prupe.I000300.1, Prupe.1G032500.1, Prupe.I000200.1, Prupe.1G032400.1
OG0000366	CDX71796, CDY41153, CDX89063, CDY48365, CDX67837, CDY37029, CDY27392, CDX83400, CDX95631	Prupe.2G138100.1, Prupe.6G335500.1, Prupe.1G142800.1, Prupe.5G071100.1
OG0000367	CDY68278, CDY39614	Prupe.1G321200.1
OG0000367	CDY12685, CDY54658, CDY01878, CDX96052	Prupe.5G228400.1, Prupe.5G228700.1, Prupe.5G228800.1, Prupe.8G008300.1, Prupe.5G228600.1, Prupe.5G228900.1, Prupe.5G228500.1, Prupe.5G229000.1, Prupe.1G345700.1, Prupe.1G334700.1
OG0000368	CDY07941, CDX73996, CDY41316, CDY22207, CDY54618, CDY41581, CDY11249, CDX80862, CDX73571, CDY13308, CDX67563	Prupe.4G237600.1, Prupe.6G233700.1, Prupe.6G107800.1
OG0000369	CDY53760, CDY42390, CDY26084, CDY10526, CDY08264, CDY08263, CDY26085	Prupe.6G025100.1, Prupe.6G024900.1, Prupe.6G024800.1, Prupe.6G025000.1
OG0000370	CDY55264, CDY33189, CDY33193, CDX75014, CDX75015, CDY33191, CDY53268, CDY70880, CDY63987, CDX84547, CDY33195, CDY53269, CDY33194, CDX75013, CDX75012, CDX84548	Prupe.7G124500.1, Prupe.7G124400.1, Prupe.7G124300.1, Prupe.7G124200.1, Prupe.7G124600.1
OG0000371	CDY04583, CDX83302, CDX93616, CDX77204	Prupe.7G028400.1, Prupe.5G134000.1
OG0000371	CDX71081, CDY70247, CDX86050, CDX93630, CDY15777, CDY06280	Prupe.6G081300.1
OG0000371	CDX88290	Prupe.2G232200.1
OG0000372	CDY61717, CDY13083, CDX98639	Prupe.1G545900.1, Prupe.2G015900.1, Prupe.2G016500.1, Prupe.2G015800.1, Prupe.2G016300.1, Prupe.6G131100.1, Prupe.6G131500.1, Prupe.6G131800.1, Prupe.6G131400.1, Prupe.6G131600.1
OG0000385	CDY05007, CDY14064	Prupe.7G072300.1, Prupe.7G072400.1, Prupe.7G072200.1, Prupe.6G007200.1, Prupe.6G086500.1, Prupe.6G086200.1, Prupe.7G072000.1, Prupe.7G071900.1
OG0000387	CDY57107, CDY37037, CDX74737, CDY72000	Prupe.2G144800.1, Prupe.1G063200.1, Prupe.2G144600.1, Prupe.2G144700.1
OG0000388	CDX79621, CDY69773, CDY40441, CDY71930	Prupe.4G007000.1
OG0000389	CDY35262, CDX90223, CDX98172, CDY43206, CDX99878, CDY26299	Prupe.4G080700.1
OG0000389	CDY52444, CDX88447, CDY14480, CDY52443, CDY60153, CDY26865	Prupe.4G150200.1, Prupe.1G536200.1
OG0000390	CDX74020, CDY07964, CDY22147	Prupe.1G504300.1, Prupe.2G037500.1
OG0000390	CDY59828, CDX67667, CDX72087, CDY47391, CDX76022, CDY27172, CDY22511, CDY35423, CDY23866, CDX79949	Prupe.7G038800.1
OG0000391	CDY63895, CDX69373, CDY63922, CDY39472, CDX90374, CDY25587	Prupe.7G129100.1, Prupe.7G129500.1, Prupe.6G046800.1
OG0000392	CDY30352, CDY26821, CDY54334, CDY04684, CDY04685, CDY08082, CDY70446, CDY68996, CDX68331, CDY55310, CDY32462, CDY04686, CDY37423, CDY32460, CDY11546, CDY11548, CDX96276, CDY03722, CDY09481, CDY25773, CDY04741, CDY21420	Prupe.3G161600.1, Prupe.1G329900.1
OG0000393	CDX82109, CDX82112	Prupe.4G202600.1, Prupe.7G019000.1, Prupe.4G179100.1, Prupe.3G008200.1
OG0000394	CDY46053, CDX82359, CDY69175	Prupe.1G209400.1
OG0000394	CDY39729, CDY44462	Prupe.5G111600.1
OG0000394	CDY47629, CDY03530, CDY67925, CDX94208	Prupe.5G111700.1
OG0000395	CDX94239, CDX88029, CDY40858, CDY09647, CDY64779, CDX86827, CDY52845, CDY35603, CDY42957, CDY42246, CDY42243, CDY14266, CDY22640, CDY06352	Prupe.5G057700.1
OG0000396	CDY35636, CDY49174, CDX96210	Prupe.6G039600.1, Prupe.6G033700.1, Prupe.2G183100.1, Prupe.6G296100.1, Prupe.2G306300.1, Prupe.5G114000.1
OG0000397	CDY21265, CDX90826, CDY21266, CDX90825, CDX94508, CDX86715, CDY04419, CDX97347	Prupe.1G090700.1
OG0000397	CDY65737, CDY49024, CDY72661, CDY70590	Prupe.5G078300.1, Prupe.5G077800.1, Prupe.5G078200.1, Prupe.5G078100.1, Prupe.5G077600.1, Prupe.5G077700.1
OG0000398	CDY41056, CDY25959, CDY66113, CDY04171, CDY04170, CDY33126, CDY17727, CDX77776, CDY12162, CDY12163, CDY60619, CDX93868, CDY28922, CDY40558	Prupe.4G009000.1, Prupe.4G009100.1, Prupe.4G008900.1
OG0000408	CDX89658	Prupe.4G260800.1
OG0000408	CDY42319, CDY64557	Prupe.2G088600.1, Prupe.2G068400.1, Prupe.8G109900.1, Prupe.8G118000.1, Prupe.8G108700.1
OG0000408	CDY25539, CDY25525, CDX93896	Prupe.3G169500.1, Prupe.8G023300.1
OG0000410	CDY26503, CDX69465, CDX70676, CDX78674, CDY26504	Prupe.5G223500.1, Prupe.5G223400.1, Prupe.3G144800.1
OG0000410	CDX96025, CDY59035, CDX81507, CDY44904	Prupe.1G314600.1, Prupe.1G314700.1, Prupe.1G314800.1
OG0000412	CDX97580, CDX98463	Prupe.6G129800.1, Prupe.6G130000.1, Prupe.2G025700.1, Prupe.2G034400.1, Prupe.2G043100.1, Prupe.2G040600.1, Prupe.2G046900.1, Prupe.2G046400.1, Prupe.2G046000.1, Prupe.2G046700.1, Prupe.2G046300.1, Prupe.2G037800.1, Prupe.2G040500.1, Prupe.2G040700.1, Prupe.2G052200.1, Prupe.2G043200.1, Prupe.2G043000.1, Prupe.2G051100.1, Prupe.2G054300.1, Prupe.2G053900.1, Prupe.4G286000.1, Prupe.2G054700.1, Prupe.2G054500.1, Prupe.2G053600.1, Prupe.2G054000.1, Prupe.2G053700.1, Prupe.2G053800.1
OG0000413	CDX75953, CDY51927	Prupe.5G233300.1
OG0000413	CDX82060, CDY47746	Prupe.1G329300.1
OG0000413	CDY07499, CDX96152, CDY49631, CDY01709, CDX74562, CDY27005, CDY38572	Prupe.3G162800.1, Prupe.3G162700.1, Prupe.3G162900.1
OG0000415	CDX85929, CDX68113, CDY53562, CDX87651, CDX73211, CDX73210, CDX87652, CDX87653, CDY70534, CDX85928, CDX85927	Prupe.1G361600.1, Prupe.7G172300.1, Prupe.1G361800.1, Prupe.1G361900.1, Prupe.1G362000.1, Prupe.1G362100.1
OG0000416	CDX67683, CDY33832, CDY30976, CDX76042, CDX76044	Prupe.7G051800.1, Prupe.7G051900.1, Prupe.7G051700.1, Prupe.7G052000.1, Prupe.7G052100.1, Prupe.7G051600.1
OG0000416	CDY34445, CDY32230	Prupe.1G121800.1
OG0000417	CDY45054, CDY03593	Prupe.8G079800.1, Prupe.2G117200.1, Prupe.2G117300.1, Prupe.2G117700.1, Prupe.2G119900.1, Prupe.2G117400.1, Prupe.2G117500.1, Prupe.2G118000.1, Prupe.1G195100.1, Prupe.1G217800.1, Prupe.1G217900.1, Prupe.1G043700.1, Prupe.1G041300.1, Prupe.1G043100.1, Prupe.1G042900.1, Prupe.1G051800.1, Prupe.1G046700.1, Prupe.1G047700.1, Prupe.1G048000.1, Prupe.1G049900.1, Prupe.1G043600.1, Prupe.1G051500.1, Prupe.1G048500.1, Prupe.1G047900.1, Prupe.1G052200.1
OG0000418	CDY24530	Prupe.2G039700.1
OG0000418	CDY47216, CDY53048, CDY47217, CDY53046, CDY34117, CDY03289, CDY34120, CDY24536, CDY02039, CDY23281	Prupe.7G015500.1
OG0000418	CDY36456	Prupe.7G015100.1, Prupe.7G015300.1
OG0000428	CDX89938, CDY15268	Prupe.6G156200.1, Prupe.6G156600.1, Prupe.6G156500.1
OG0000428	CDX89939	Prupe.6G156300.1
OG0000429	CDX79055	Prupe.4G032300.1, Prupe.4G019300.1, Prupe.4G251300.1
OG0000430	CDY50674	Prupe.1G016900.1, Prupe.8G238000.1
OG0000430	CDY66095	Prupe.8G237900.1
OG0000431	CDY09336	Prupe.7G131900.1, Prupe.6G356800.1, Prupe.1G433300.1
OG0000434	CDY60836, CDY17425, CDY62176, CDY09349, CDY03028, CDY45190, CDY62015, CDY49094, CDX81631, CDY33754	Prupe.2G156000.1, Prupe.1G271900.1, Prupe.5G189400.1
OG0000435	CDX75541, CDY26832	Prupe.1G362900.1
OG0000435	CDX75480	Prupe.8G165000.1
OG0000435	CDX77623, CDY58056	Prupe.3G126500.1
OG0000435	CDY56740	Prupe.5G177400.1
OG0000436	CDX89672, CDY02280, CDX71239, CDY36646, CDX75432	Prupe.8G119400.1
OG0000436	CDX77931, CDY17792, CDY02079, CDY23004	Prupe.7G135700.1
OG0000439	CDX69295, CDY29548, CDX75643, CDX72626, CDY29549	Prupe.6G227500.1, Prupe.6G227100.1, Prupe.6G227400.1, Prupe.6G226600.1, Prupe.6G226800.1, Prupe.6G226900.1, Prupe.6G227000.1
OG0000440	CDX84140, CDX75055, CDX96530, CDX73073, CDY65628, CDY41508, CDY21822, CDX77906, CDY49719, CDY39579	Prupe.7G112400.1, Prupe.2G079000.1
OG0000442	CDY11314, CDX80926	Prupe.2G065700.1
OG0000442	CDY16581, CDX92422, CDY09090	Prupe.6G150800.1
OG0000444	CDY12485, CDY41465, CDX91696, CDY12484, CDY21418, CDX72753, CDY09495, CDY03713, CDY23474, CDX68328, CDY03715, CDY65619, CDY09492, CDY03718, CDY11541, CDY00801, CDY70076, CDY68859, CDX96282, CDY03714, CDY09499, CDX72752, CDX96283, CDX72751, CDX96284, CDX92456, CDY16542	Prupe.1G329000.1, Prupe.1G328800.1, Prupe.1G328600.1
OG0000448	CDY53142	Prupe.1G164400.1
OG0000449	CDY21357	Prupe.3G189200.1, Prupe.3G188700.1, Prupe.3G189900.1, Prupe.3G189100.1, Prupe.3G190600.1, Prupe.3G190800.1, Prupe.3G190500.1, Prupe.3G190100.1, Prupe.3G190400.1, Prupe.3G190300.1, Prupe.1G053500.1, Prupe.1G053300.1, Prupe.1G053400.1, Prupe.1G053100.1, Prupe.1G055800.1, Prupe.1G053200.1, Prupe.3G189600.1, Prupe.3G189700.1, Prupe.3G188400.1, Prupe.3G189500.1, Prupe.4G237300.1, Prupe.3G188800.1, Prupe.3G188500.1, Prupe.4G236800.1, Prupe.4G237000.1, Prupe.4G236700.1, Prupe.4G236600.1, Prupe.3G189300.1, Prupe.3G188600.1
OG0000461	CDY47551, CDY12384, CDX92063, CDY42916, CDY49349	Prupe.6G354100.1
OG0000461	CDY02631, CDY53245	Prupe.6G354200.1
OG0000461	CDY35219, CDY06871	Prupe.8G209600.1
OG0000463	CDY45963, CDY45480, CDY23976, CDX84811, CDX71369, CDY04545, CDY65169, CDX93593, CDX95095, CDX93595, CDX95097	Prupe.4G264600.1, Prupe.4G263400.1, Prupe.4G263500.1, Prupe.7G126600.1, Prupe.7G052800.1, Prupe.6G104900.1
OG0000465	CDY16755	Prupe.5G177700.1
OG0000465	CDY03581, CDY59368	Prupe.8G146600.1
OG0000465	CDY24508, CDY33617	Prupe.1G258700.1
OG0000466	CDY37215, CDX81451	Prupe.4G271000.1
OG0000466	CDX85677, CDX91152, CDX69678, CDX97217	Prupe.6G014400.1
OG0000466	CDY12242, CDY42084, CDY10125	Prupe.2G003400.1
OG0000467	CDY47531, CDY02546	Prupe.3G068800.1
OG0000467	CDY50610, CDX77417, CDY39543	Prupe.7G232200.1
OG0000467	CDY65603	Prupe.7G153100.1
OG0000468	CDY62464, CDY64689, CDY59354, CDY42121	Prupe.1G561500.1, Prupe.1G561200.1, Prupe.1G561300.1, Prupe.1G561400.1, Prupe.7G118800.1, Prupe.7G041900.1, Prupe.7G042100.1
OG0000470	CDY23367, CDX83482, CDX79823, CDY30407, CDX67802, CDX98380, CDY00624, CDX89028, CDY72317, CDX71899, CDY05991, CDY17926, CDY44229, CDX86946	Prupe.1G198900.1, Prupe.7G035900.1, Prupe.6G363900.1, Prupe.1G193400.1
OG0000472	CDX91066	Prupe.3G296100.1
OG0000472	CDY03421, CDY34308, CDX92650, CDY11031	Prupe.5G160600.1
OG0000472	CDY56180, CDX98113	Prupe.1G295500.1
OG0000472	CDX85290, CDX86348, CDY35777	Prupe.3G247400.1
OG0000473	CDY01554, CDY68806, CDY53993, CDX76515, CDY34061, CDX99456	Prupe.4G059100.1
OG0000474	CDY38223, CDY13928, CDX92575, CDY47187, CDY02598, CDY24704, CDY05250, CDX74110, CDY08058	Prupe.1G145500.1
OG0000474	CDY63215, CDY00131, CDX86429, CDX85201	Prupe.3G274700.1
OG0000474	CDX89410, CDX94437	Prupe.2G297000.1
OG0000476	CDX72074, CDY06138, CDX76039, CDY30970, CDY66825, CDY02694, CDY69460, CDY31197, CDY70221, CDY70336, CDY49366, CDY31196, CDY17428, CDY23855, CDX79941, CDY65242, CDX82973, CDY65241, CDY22520, CDY35418, CDY14762, CDY06932	Prupe.7G043200.1
OG0000482	CDY29222, CDX98502, CDY00386, CDY50268, CDY27969, CDY12389, CDY53843, CDY33058, CDY01990, CDY16308, CDX88018, CDY25449, CDY31639, CDY28275, CDX88257, CDY01057, CDY69248, CDY68225, CDX82724, CDX84031, CDY24596, CDY11128	Prupe.6G144800.1
OG0000488	CDY03343, CDY48725, CDY07814, CDY29203	Prupe.7G031300.1
OG0000490	CDY15173, CDX90036, CDY38009	Prupe.2G301600.1, Prupe.5G106100.1, Prupe.2G176600.1
OG0000491	CDY43260, CDY37551, CDY37552	Prupe.5G203300.1, Prupe.3G255900.1, Prupe.3G256300.1, Prupe.3G256200.1, Prupe.3G256000.1, Prupe.3G256100.1
OG0000493	CDX90544, CDY22779, CDY52043, CDY32215, CDY34430	Prupe.6G315900.1
OG0000493	CDX94988, CDX93514, CDY32165	Prupe.6G310800.1, Prupe.6G311300.1
OG0000494	CDY05516, CDY05331	Prupe.6G303300.1
OG0000495	CDX74874, CDY13225	Prupe.8G224400.1, Prupe.8G224500.1
OG0000495	CDX79505	Prupe.2G042500.1
OG0000495	CDY22352	Prupe.1G038600.1
OG0000496	CDX81162, CDY08821, CDY14539, CDX81161, CDX78369, CDX85778, CDY40078	Prupe.6G181600.1
OG0000497	CDY49714, CDX92707, CDX94446, CDY55723	Prupe.2G286800.1, Prupe.2G150700.1
OG0000499	CDY26696, CDY67790, CDX83780, CDY33100, CDX96674, CDY41024, CDY51212, CDY02986, CDY67789, CDX83044, CDY67024, CDX83045, CDX68486, CDX77920, CDY37916	Prupe.8G121400.1, Prupe.8G121600.1, Prupe.I000800.1, Prupe.8G121700.1, Prupe.8G121900.1, Prupe.8G122000.1, Prupe.8G121500.1, Prupe.8G121200.1, Prupe.8G121300.1, Prupe.8G121100.1
OG0000500	CDY35138, CDY40002, CDY21770, CDX81795, CDX81796, CDY21769, CDX92689, CDY11068, CDY08970, CDY24858	Prupe.4G155100.1, Prupe.4G155000.1, Prupe.4G154800.1
OG0000502	CDY08406, CDY42175	Prupe.4G129700.1, Prupe.4G129600.1, Prupe.3G084500.1, Prupe.3G185500.1, Prupe.3G185300.1, Prupe.4G117200.1, Prupe.4G117100.1
OG0000502	CDY46862, CDY66215, CDY51189	Prupe.3G084700.1
OG0000503	CDY15535, CDX86580, CDY53386, CDY18291	Prupe.3G215900.1
OG0000504	CDY31356, CDY39856	Prupe.1G201200.1
OG0000504	CDY09389, CDY51475, CDY17613, CDY48618, CDY04121	Prupe.1G341500.1
OG0000505	CDY46883	Prupe.5G240300.1
OG0000505	CDY07474, CDY39258, CDY09396, CDY15807, CDY56295, CDY04111, CDY16935, CDX78739	Prupe.3G016000.1, Prupe.3G015900.1
OG0000507	CDY48932, CDX71753, CDY58789, CDY45704, CDY69828	Prupe.2G164900.1, Prupe.2G165200.1, Prupe.2G165100.1, Prupe.2G164700.1
OG0000507	CDX80388, CDX88050, CDY08097, CDY05887	Prupe.2G294800.1, Prupe.2G294900.1
OG0000508	CDY34300, CDY03429	Prupe.5G168300.1
OG0000508	CDY61226, CDY66293, CDY09456, CDY03738, CDY66292	Prupe.1G248300.1, Prupe.1G248200.1
OG0000509	CDX94594, CDY15687, CDX94595, CDY35721, CDX90135, CDY46286, CDY26364, CDY46618, CDY35722, CDX90136	Prupe.1G525600.1, Prupe.1G525800.1
OG0000511	CDY68061, CDX89162, CDY11466, CDX76678, CDX95739, CDY53024, CDX80139, CDY27469, CDY55528, CDY10229, CDY54881, CDY09953, CDY06230, CDY71728, CDY10745, CDY29666, CDX97821, CDX97824, CDY52638, CDX84825, CDY23990	Prupe.8G254200.1
OG0000512	CDY28617, CDY70595, CDY24078, CDY36600, CDY64984, CDY06528, CDY11707, CDX67472, CDY06529, CDY64983, CDY69949	Prupe.6G197000.1, Prupe.4G133100.1, Prupe.3G193400.1, Prupe.3G193200.1, Prupe.3G193000.1, Prupe.3G193300.1, Prupe.4G133200.1, Prupe.4G132900.1, Prupe.4G133500.1, Prupe.4G133300.1, Prupe.4G133400.1, Prupe.4G133600.1, Prupe.4G002200.1
OG0000513	CDY18225, CDY60663, CDY10057, CDY53187, CDY32941, CDY50478, CDX85070, CDY35515, CDX77538	Prupe.1G037700.1
OG0000513	CDX77537, CDX85071, CDY08986, CDY35516	Prupe.1G037800.1
OG0000522	CDY35378	Prupe.1G033400.1, Prupe.8G227300.1, Prupe.2G146500.1, Prupe.7G011300.1, Prupe.8G227500.1
OG0000524	CDX98433	Prupe.3G032600.1, Prupe.3G032700.1, Prupe.3G033100.1, Prupe.3G033500.1, Prupe.3G033600.1, Prupe.3G033400.1, Prupe.3G033200.1, Prupe.3G033300.1
OG0000525	CDX79061, CDY63474, CDX94036, CDX98685, CDX76426, CDY47094	Prupe.4G192000.1, Prupe.4G035100.1
OG0000525	CDY29882, CDY68230, CDX89203, CDY19003	Prupe.3G228500.1
OG0000529	CDY08611	Prupe.2G211800.1, Prupe.6G235400.1
OG0000530	CDY01103, CDY08454	Prupe.7G076500.1
OG0000531	CDY22445, CDY44047, CDX75633, CDX69285	Prupe.6G230400.1
OG0000531	CDY22370, CDX71540, CDY25228, CDY02431	Prupe.1G431000.1
OG0000532	CDY56593, CDY47919	Prupe.1G581900.1
OG0000532	CDY40564, CDY28967, CDY43436, CDX77748, CDX76566	Prupe.3G053000.1, Prupe.5G060000.1, Prupe.2G271800.1
OG0000533	CDX99134, CDX86049	Prupe.6G250100.1
OG0000535	CDY07238, CDY07239	Prupe.2G282300.1
OG0000535	CDY04392, CDY47428, CDX82971, CDY41291, CDX98767, CDX94122	Prupe.5G081500.1
OG0000536	CDY03618, CDY65726, CDY43911	Prupe.4G253700.1
OG0000538	CDY65688, CDY17027, CDY09031, CDY18116, CDY18118, CDY09029, CDY09030	Prupe.4G178700.1, Prupe.4G178600.1, Prupe.4G178900.1, Prupe.4G177700.1, Prupe.4G206700.1
OG0000539	CDY68526, CDY40540	Prupe.5G072400.1
OG0000539	CDY50946	Prupe.3G216800.1
OG0000540	CDY26923	Prupe.4G191800.1
OG0000540	CDY36937, CDY24164, CDX81334, CDX86000, CDX93772, CDX93771, CDX93770, CDX86003, CDY51975, CDX85994, CDX93775, CDX93776, CDX93773, CDX86001, CDX85996	Prupe.4G035300.1
OG0000541	CDY31429, CDX76445	Prupe.4G277600.1
OG0000541	CDY00396, CDY01318, CDY08188, CDY04660, CDX87523, CDX88363	Prupe.1G490900.1
OG0000542	CDX95579, CDX83450	Prupe.7G250700.1
OG0000542	CDY53311	Prupe.3G092000.1
OG0000543	CDY25828, CDX84877, CDY69440	Prupe.5G146500.1
OG0000544	CDY49365, CDY33684, CDX74644	Prupe.1G148700.1
OG0000544	CDX95818, CDY52941, CDY16439, CDY49656, CDX69442, CDX85499, CDY38104	Prupe.5G236300.1, Prupe.1G346600.1, Prupe.3G166500.1
OG0000545	CDY09449, CDY03741, CDY47145	Prupe.1G249400.1
OG0000546	CDX89868, CDY18183, CDY32512, CDY37411	Prupe.3G140300.1
OG0000548	CDY36929, CDY24155	Prupe.5G188800.1
OG0000548	CDX78613, CDX70595, CDX69547, CDX85053, CDX74292, CDX91954	Prupe.3G270200.1
OG0000549	CDY65016, CDY52824, CDY65651, CDY69753	Prupe.7G136700.1
OG0000549	CDX79956, CDY23873, CDY22505, CDY35427, CDY47375, CDX76010	Prupe.8G117200.1, Prupe.7G031700.1
OG0000550	CDX87459, CDX88433, CDY04818, CDY21361, CDY41485, CDY68560	Prupe.1G521200.1
OG0000550	CDX68985, CDX75362	Prupe.5G055000.1, Prupe.8G064200.1
OG0000552	CDX98975, CDX70037, CDY14046, CDY55179	Prupe.7G192800.1, Prupe.2G268400.1, Prupe.7G057300.1, Prupe.3G149100.1, Prupe.2G268200.1, Prupe.2G268500.1, Prupe.1G538100.1, Prupe.1G537900.1, Prupe.3G147000.1, Prupe.2G268300.1, Prupe.6G128300.1, Prupe.6G128000.1, Prupe.6G128100.1, Prupe.6G128200.1, Prupe.I005000.1, Prupe.I005200.1, Prupe.7G011200.1
OG0000553	CDY21469, CDX83197	Prupe.1G439600.1, Prupe.1G439700.1, Prupe.1G440000.1, Prupe.7G135600.1, Prupe.1G440100.1, Prupe.1G439800.1, Prupe.1G439900.1
OG0000554	CDY24351, CDY64460	Prupe.7G179200.1, Prupe.7G179300.1
OG0000554	CDY29523	Prupe.8G032600.1
OG0000555	CDY54511, CDX86324, CDY05700, CDY71174, CDY00074, CDY19966	Prupe.3G201900.1
OG0000555	CDY42968, CDY35589, CDY58168, CDY50128	Prupe.4G007500.1
OG0000556	CDY28541, CDY21303, CDX90865, CDY16666, CDX94556	Prupe.4G018200.1, Prupe.4G217100.1, Prupe.8G124400.1, Prupe.4G018400.1
OG0000557	CDX71061, CDX88735, CDY09232, CDY31581	Prupe.6G089100.1, Prupe.6G089300.1
OG0000557	CDY38576	Prupe.6G072100.1
OG0000559	CDY14618, CDX68022, CDX79255	Prupe.1G302200.1, Prupe.1G521900.1
OG0000559	CDY28698, CDY51543, CDX91996, CDX74252, CDY01659, CDX74521, CDX67405, CDY71290	Prupe.3G239000.1
OG0000560	CDY05203	Prupe.6G305400.1, Prupe.1G104800.1
OG0000560	CDY09959, CDY63291, CDY40660	Prupe.8G156200.1, Prupe.6G356400.1, Prupe.8G229900.1, Prupe.6G346500.1, Prupe.4G046500.1
OG0000561	CDY52965, CDY56131, CDY18126, CDY66574	Prupe.2G296600.1, Prupe.2G296500.1, Prupe.2G296300.1
OG0000561	CDX92039	Prupe.2G296400.1
OG0000562	CDX97938, CDY67793, CDY52219, CDY03815, CDY15009, CDY12892, CDY40956	Prupe.4G039500.1, Prupe.6G353700.1, Prupe.3G233400.1
OG0000567	CDY28493, CDY34175, CDY13683, CDY52395, CDY36146, CDY17065, CDY45600, CDY16468, CDY58148, CDY12346, CDY66937, CDY12344, CDY72189, CDY71618, CDY63005, CDY69929, CDY12345, CDY64780, CDY65956, CDY66938, CDY53460, CDX82682, CDY49979, CDX90239, CDY49977	Prupe.3G305200.1
OG0000570	CDX92295	Prupe.4G269900.1
OG0000570	CDY10818, CDY40470, CDY59563, CDY31887	Prupe.6G165800.1
OG0000575	CDX73350, CDY37095	Prupe.1G515900.1
OG0000582	CDY01735	Prupe.6G176600.1, Prupe.8G078400.1
OG0000583	CDX97448, CDY14233, CDY38377, CDY35200	Prupe.1G044600.1, Prupe.8G219000.1
OG0000584	CDX83392, CDX95641, CDX74715, CDY18942, CDY18944, CDY27388	Prupe.2G141000.1
OG0000585	CDY10181, CDY47722, CDY24747, CDY10784, CDY57093, CDY15418, CDY57092, CDY15419, CDY15420, CDY24749, CDY10785	Prupe.2G097400.1, Prupe.2G097200.1
OG0000586	CDY64606, CDX69233, CDY53077, CDY24782, CDY45420	Prupe.8G096300.1, Prupe.8G082500.1, Prupe.8G082600.1, Prupe.7G156100.1, Prupe.8G095800.1
OG0000587	CDY24976, CDY07663, CDX93282, CDY44632, CDX74863	Prupe.6G220200.1, Prupe.6G242500.1, Prupe.7G127100.1, Prupe.2G206400.1, Prupe.2G206500.1, Prupe.2G206600.1
OG0000591	CDX98516, CDX75798	Prupe.3G118300.1
OG0000591	CDY25721, CDY02513	Prupe.4G166400.1
OG0000593	CDY59834	Prupe.4G099200.1, Prupe.4G099400.1, Prupe.4G098700.1, Prupe.4G098500.1, Prupe.1G032800.1, Prupe.4G230400.1, Prupe.4G098600.1, Prupe.4G099000.1, Prupe.4G092300.1, Prupe.4G098900.1, Prupe.4G099100.1, Prupe.4G098800.1, Prupe.1G171200.1, Prupe.4G099500.1, Prupe.7G051400.1, Prupe.4G098400.1
OG0000597	CDY00898, CDY60156	Prupe.7G115700.1
OG0000597	CDY13335, CDX67543	Prupe.2G084700.1
OG0000597	CDY30533, CDX71428, CDY04510	Prupe.6G121000.1
OG0000598	CDY64191, CDY46325, CDY38326	Prupe.6G324200.1, Prupe.6G324400.1, Prupe.6G324600.1, Prupe.6G324300.1, Prupe.6G324100.1, Prupe.1G011400.1
OG0000599	CDY07452, CDY16409, CDY60941	Prupe.6G364900.1
OG0000600	CDX79639, CDX84590, CDX79641, CDX84589, CDX75080, CDX84166, CDY40424, CDY32074	Prupe.2G073000.1, Prupe.2G013300.1, Prupe.7G092500.1
OG0000601	CDX88812, CDX70980, CDY65546, CDY09117	Prupe.6G146900.1, Prupe.3G066800.1, Prupe.2G072900.1
OG0000601	CDY16617	Prupe.2G123700.1
OG0000603	CDX86844	Prupe.5G128100.1
OG0000603	CDX96230, CDY28832, CDY38751, CDY67678, CDY47076, CDY35662, CDY19030, CDY55351	Prupe.2G315100.1
OG0000604	CDY35901	Prupe.7G221100.1
OG0000604	CDX68115	Prupe.3G059400.1
OG0000604	CDY61446, CDX91199, CDX70409, CDX78432, CDX80544, CDX88203	Prupe.1G445400.1
OG0000605	CDY50769, CDX73440, CDY39399, CDY69377, CDY39404, CDY47032, CDX72553, CDY50770	Prupe.7G064200.1, Prupe.1G479600.1, Prupe.1G479700.1, Prupe.1G247300.1, Prupe.3G043600.1, Prupe.3G059700.1, Prupe.4G130600.1, Prupe.6G155200.1, Prupe.7G040000.1
OG0000606	CDY50708, CDY43121, CDY43120, CDY50709, CDX70765, CDX78752	Prupe.8G000100.1, Prupe.5G017800.1, Prupe.5G018100.1, Prupe.5G018000.1, Prupe.5G018200.1
OG0000608	CDY17653, CDY36247, CDY48805, CDY09425, CDY72412, CDY33734, CDX81678, CDY51772, CDY45295, CDY51777	Prupe.1G332500.1, Prupe.3G017600.1, Prupe.5G235900.1
OG0000609	CDX69554, CDY09889	Prupe.3G282200.1
OG0000609	CDY45586, CDY20329	Prupe.1G457900.1
OG0000609	CDX68651, CDY72411, CDY28182	Prupe.1G095400.1
OG0000609	CDY36909	Prupe.5G176000.1
OG0000610	CDX71350, CDY31372, CDY26797, CDY47489	Prupe.8G178900.1, Prupe.7G181500.1, Prupe.5G010900.1
OG0000611	CDY03342	Prupe.7G217600.1
OG0000611	CDY06819, CDY21648	Prupe.1G444100.1, Prupe.7G217700.1
OG0000612	CDY34257, CDY46328, CDY10636, CDY37409, CDX92940, CDY69421	Prupe.5G018700.1
OG0000612	CDY68662, CDY53287	Prupe.1G061900.1, Prupe.1G061800.1, Prupe.1G061400.1
OG0000613	CDY58211, CDX77231, CDY31754, CDY39532	Prupe.6G072400.1
OG0000613	CDY13061, CDY38984, CDX87793, CDY67937, CDY01590, CDX98611, CDY68433, CDX99387	Prupe.5G013100.1
OG0000614	CDX77061, CDY48192, CDY56413, CDY04475	Prupe.6G154800.1
OG0000614	CDX84712, CDX79495	Prupe.3G209300.1
OG0000615	CDX93188, CDX98841, CDX70152	Prupe.2G257400.1
